id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1017,123,360,558.6503,29.73333333,0,43.96666667,0,1,2577,4,3,1,24,5,4,5,4,4,4
1022,123,360,603.1407,24.68333333,0,43.8,0,1,2894,2,3,1,24,5,4,5,4,4,4
1025,123,360,542.83594,30.35,1,45.36666667,0,1,3784,4,3,1,24,5,4,5,4,4,4
1027,123,360,775.8397,25.46666667,1,45.53333333,0,1,4471,2,3,1,24,5,4,5,4,4,4
1016,123,360,526.12573,25.0,0,44.13333333,0,1,3146,2,3,1,24,5,4,5,4,4,4
1020,123,360,627.34644,25.08333333,0,44.46666667,0,1,3013,2,3,1,24,5,4,5,4,4,4
1028,123,360,410.05722,24.63333333,0,43.76666667,0,1,2234,2,3,1,24,5,4,5,4,4,4
1015,123,360,728.2691,29.7,0,43.96666667,0,1,2220,4,3,1,24,5,4,5,4,4,4
1023,123,360,831.77563,25.71666667,1,45.55,0,2,2923,4,3,1,24,5,4,5,4,4,4
1030,123,360,900.80383,30.1,0,44.28333333,0,1,2394,2,3,1,24,5,4,5,4,4,4
1024,123,360,921.7976,30.66666667,1,45.05,0,1,3927,2,3,1,24,5,4,5,4,4,4
1029,123,360,327.5516,29.68333333,0,43.96666667,0,1,3104,4,3,1,24,5,4,5,4,4,4
1019,123,360,392.05814,30.1,0,44.26666667,0,1,2709,4,3,1,24,5,4,5,4,4,4
1021,123,360,566.05664,24.68333333,0,43.78333333,0,1,2960,4,3,1,24,5,4,5,4,4,4
1026,123,360,450.9093,25.08333333,0,44.46666667,0,1,2459,4,3,1,24,5,4,5,4,4,4
1018,123,360,216.87717,29.73333333,0,43.96666667,0,1,2827,2,3,1,24,5,4,5,4,4,4
