id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1630,151,360,93.66107,12.08333333,0,21.81666667,0,2,1455,5,4,1,33,5,5,5,3,3,3
1602,151,360,74.69062,8.3,0,21.83333333,0,1,2885,5,4,1,33,5,3,5,3,3,3
1628,151,360,63.705845,12.25,1,22.28333333,1,1,2042,5,4,1,33,5,5,5,1,4,2
1625,151,360,629.9188,25.4,0,44.45,0,1,1699,5,4,1,33,5,5,5,4,5,4
1600,151,360,97.61349,11.93333333,0,21.83333333,0,2,2099,5,4,1,33,5,4,5,1,3,1
1629,151,360,396.19733,25.51666667,0,44.46666667,0,2,1296,5,4,1,33,5,4,5,3,2,3
1626,151,360,171.7428,24.9,0,21.81666667,0,1,2251,5,4,1,33,5,5,4,4,4,4
1606,151,360,390.9255,30.48333333,0,44.3,0,1,2100,5,4,1,33,5,4,5,3,3,4
1607,151,360,731.57227,25.05,0,43.78333333,0,1,1594,5,4,1,33,5,4,5,3,4,4
1627,151,360,93.67362,12.1,0,21.83333333,0,1,2244,5,4,1,33,5,5,5,2,4,2
