id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
642,80,360,720.66254,25.26666667,1,44.15,0,1,1402,3,4,1,21,5,3,5,4,4,4
648,80,360,194.13948,24.1,0,44.26666667,0,1,1338,5,4,1,21,5,4,5,4,5,4
644,80,360,330.4849,0.233333333,1,44.03333333,14,3,41460,3,4,1,21,5,1,1,1,1,1
645,80,360,196.08688,24.28333333,4,44.16666667,4,1,1577,3,4,1,21,5,3,4,4,4,4
647,80,360,400.5434,29.98333333,1,44.1,0,2,1275,5,4,1,21,5,3,5,4,4,4
639,80,360,1154.7365,0.233333333,1,44.61666667,9,2,31819,2,4,1,21,5,1,1,1,1,1
646,80,360,707.4823,25.16666667,0,44.48333333,0,1,1648,5,4,1,21,5,3,5,4,4,4
640,80,360,522.6452,25.31666667,2,44.46666667,0,1,1449,3,4,1,21,5,2,5,4,4,3
641,80,360,462.38412,25.25,0,44.13333333,0,1,1033,2,4,1,21,5,2,5,4,4,3
643,80,360,381.8904,30.03333333,3,43.96666667,0,1,11547,3,4,1,21,5,1,4,4,4,2
