id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1831,174,360,606.3825,25.5,1,45.2,0,1,4452,4,3,1,50,5,3,5,3,3,4
1830,174,360,684.44684,24.66666667,0,43.8,0,1,2895,4,3,1,50,5,3,5,4,4,4
1833,174,360,538.0714,30.53333333,1,45.7,0,1,4598,4,3,1,50,5,4,5,4,4,4
1834,174,360,438.62296,24.93333333,0,44.13333333,0,2,2547,4,3,1,50,5,4,5,4,4,4
1836,174,360,815.8241,24.73333333,0,44.13333333,0,2,5216,4,3,1,50,5,4,5,4,3,4
1841,174,360,549.7765,25.5,1,45.53333333,0,1,5863,4,3,1,50,5,3,5,3,4,4
1838,174,360,900.6103,29.91666667,0,44.23333333,0,2,5579,4,3,1,50,5,4,5,4,5,4
1832,174,360,1214.1165,30.95,1,45.7,0,1,4539,4,3,1,50,5,4,5,4,4,4
1840,174,360,307.33493,29.66666667,0,43.96666667,0,1,2980,4,3,1,50,5,4,5,4,4,4
1837,174,360,573.27203,29.66666667,0,43.96666667,0,1,7836,4,3,1,50,5,3,5,4,4,4
1828,174,360,667.2622,25.06666667,0,44.46666667,0,2,2500,4,3,1,50,5,4,5,4,4,4
1827,174,360,391.33484,30.1,0,44.26666667,0,2,1751,4,3,1,50,5,4,5,4,4,4
1829,174,360,565.24426,24.68333333,0,43.78333333,0,1,3653,4,3,1,50,5,4,5,4,3,4
1839,174,360,412.8541,30.01666667,0,44.3,0,1,3845,4,3,1,50,5,4,5,4,4,4
1826,174,360,360.46277,29.95,0,43.63333333,0,1,6249,4,3,1,50,5,3,5,3,4,4
1825,174,360,526.34064,25.03333333,0,44.45,0,1,3919,4,3,1,50,5,4,5,4,4,4
1835,174,360,911.05566,25.4,1,45.21666667,0,1,7396,4,3,1,50,5,3,5,4,3,4
1824,174,360,669.53394,29.85,0,43.98333333,0,1,9174,4,3,1,50,5,3,4,3,3,3
