id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1251,132,360,48.919403,10.2,0,22.06666667,0,2,2243,2,2,1,30,5,4,5,1,4,3
1254,132,360,221.36465,29.8,0,21.8,0,1,1138,2,2,1,30,5,4,5,4,4,4
1252,132,360,551.10583,25.48333333,1,45.53333333,0,2,5065,4,2,1,30,5,4,5,4,4,4
1249,132,360,897.00543,30.4,0,44.16666667,0,2,1568,2,2,1,30,5,4,5,5,5,5
1253,132,360,235.16615,24.98333333,1,22.4,0,2,3684,2,2,1,30,5,2,5,4,4,4
1248,132,240,115.41548,23.98333333,0,22.1,0,1,2053,4,3,1,30,5,3,5,5,5,5
1255,132,360,155.53384,29.81666667,0,21.95,0,4,24322,1,2,1,30,5,1,2,2,2,2
1246,132,360,1051.7098,30.3,1,45.68333333,0,1,3595,4,3,1,30,5,3,5,5,5,5
1247,132,360,359.5045,24.11666667,0,44.3,0,1,2119,2,3,1,30,5,3,5,4,4,4
1250,132,360,412.8809,30.43333333,0,44.3,0,1,3799,4,2,1,30,5,4,5,5,4,5
