id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1168,129,240,115.036964,23.96666667,0,22.1,0,1,3676,4,3,1,30,5,3,5,5,5,5
1167,129,360,360.3689,24.08333333,0,44.26666667,0,1,5226,4,3,1,30,5,4,5,4,4,4
1174,129,360,244.38437,29.71666667,0,43.96666667,0,1,2288,4,3,1,30,5,4,5,5,5,5
1166,129,360,1046.9928,29.76666667,1,45.01666667,0,2,48261,4,3,1,30,5,1,4,4,4,1
1171,129,360,373.80362,25.13333333,0,44.46666667,0,1,2535,4,3,1,30,5,5,5,5,5,5
1173,129,240,55.06931,24.71666667,0,21.8,0,1,2366,4,3,1,30,5,5,5,5,5,5
1172,129,360,529.56305,24.0,0,44.18333333,0,1,3101,4,3,1,30,5,5,5,5,5,5
1175,129,360,217.34631,29.78333333,0,43.96666667,0,1,2188,4,3,1,30,5,5,5,5,5,5
1170,129,360,342.28003,24.66666667,0,43.78333333,0,1,2332,4,3,1,30,5,4,4,3,3,3
1169,129,360,946.02765,25.58333333,1,43.83333333,1,1,3189,4,3,1,30,5,5,5,5,5,5
