id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
548,64,360,414.06143,29.65,0,43.95,0,1,1771,5,1,1,26,5,3,5,5,4,4
534,64,360,327.26395,29.78333333,2,43.96666667,0,1,2169,5,1,1,26,5,4,5,5,5,5
535,64,360,399.0054,30.08333333,0,44.23333333,0,1,1662,5,1,1,26,5,4,4,4,4,4
545,64,360,395.932,30.15,0,43.98333333,0,1,2249,3,4,1,26,5,3,5,4,4,4
547,64,360,424.3421,30.23333333,4,45.05,0,1,3269,5,1,1,26,5,4,5,4,4,4
538,64,360,530.81604,24.76666667,0,43.78333333,0,1,1812,5,1,1,26,5,4,4,4,4,4
546,64,360,631.0203,25.3,0,44.48333333,4,1,1469,3,4,1,26,5,4,5,4,4,4
544,64,360,391.94333,30.11666667,0,44.33333333,0,2,1471,5,4,1,26,5,4,3,3,4,4
542,64,360,0.0032939161,0.0,0,0.0,0,2,22451,3,1,1,26,5,1,1,1,1,1
530,64,360,659.1594,24.58333333,14,43.8,0,2,3811,1,3,1,26,5,4,5,4,4,4
536,64,360,1107.1755,30.06666667,1,45.35,0,2,2473,5,1,1,26,5,5,5,4,5,5
537,64,360,195.7394,24.08333333,1,44.2,0,1,1781,5,1,1,26,5,5,5,5,5,5
533,64,360,814.03674,25.13333333,0,44.46666667,0,1,1927,5,1,1,26,5,3,5,4,4,4
531,64,360,608.9173,25.55,1,45.2,0,1,8736,2,3,1,26,5,4,5,3,3,3
539,64,360,900.7624,25.76666667,1,45.55,0,1,3779,5,1,1,26,5,3,4,3,4,3
543,64,360,300.23163,30.03333333,0,44.2,0,1,2555,5,4,1,26,5,4,5,4,4,4
541,64,360,682.9601,25.18333333,1,45.2,0,1,4301,5,1,1,26,5,4,4,3,4,3
540,64,360,305.9511,29.7,2,43.96666667,0,1,1965,5,1,1,26,5,4,4,4,4,4
532,64,360,437.5075,25.18333333,0,44.46666667,0,1,1939,5,1,1,26,5,2,4,4,3,4
