id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
166,10,360,425.2595,30.43333333,0,44.43333333,0,2,4150,4,2,0,25,5,2,5,3,4,3
157,10,360,1339.6515,26.0,1,45.55,0,1,6596,5,4,0,25,5,3,5,4,4,3
159,10,360,665.7012,25.11666667,0,44.46666667,0,2,1507,5,4,0,25,5,3,4,4,4,4
155,10,360,1106.524,29.91666667,2,45.01666667,0,1,3307,5,4,0,25,5,3,5,5,4,4
161,10,240,70.65425,24.88333333,0,21.81666667,0,1,1267,2,1,0,25,5,2,5,4,4,3
160,10,240,118.85754,24.11666667,0,22.1,0,1,1579,2,1,0,25,5,3,5,3,4,3
163,10,360,197.39124,24.26666667,1,44.11666667,4,1,1976,2,1,0,25,5,2,5,4,4,3
158,10,360,450.88324,25.1,0,44.46666667,0,2,1627,5,4,0,25,5,3,4,3,4,3
162,10,360,185.53412,30.26666667,3,44.16666667,0,1,2998,2,1,0,25,5,3,5,3,4,3
165,10,360,756.10626,25.38333333,0,44.46666667,0,2,1848,2,2,0,25,5,3,4,2,4,3
164,10,360,473.56937,24.98333333,0,43.78333333,0,2,1350,4,2,0,25,5,3,5,4,5,4
156,10,360,196.24973,24.08333333,0,44.23333333,0,1,1893,5,4,0,25,5,4,4,5,4,4
154,10,360,412.83966,30.06666667,6,43.96666667,0,1,2526,2,1,0,25,5,4,5,4,4,4
167,10,360,842.6786,25.05,3,43.78333333,0,1,8151,2,1,0,25,5,2,4,4,4,3
