id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1642,153,360,93.264595,11.93333333,0,21.83333333,0,1,2354,5,1,0,38,5,3,3,4,2,1
1640,153,360,150.87825,29.8,0,21.81666667,0,1,1028,5,4,0,38,4,4,5,4,4,4
1641,153,360,260.5927,25.31666667,1,22.83333333,0,2,12078,5,4,0,38,4,1,5,3,3,2
1638,153,360,736.659,30.48333333,0,44.3,0,1,1496,5,4,0,38,4,4,5,3,4,4
1647,153,360,391.82187,30.1,0,44.3,0,1,2012,5,4,0,38,5,5,5,4,5,4
1639,153,360,400.06735,30.15,0,43.96666667,0,1,2083,5,4,0,38,4,4,5,4,4,4
1644,153,360,538.7075,30.61666667,1,22.55,0,1,2943,5,1,0,38,4,4,3,3,4,4
1646,153,360,235.14384,24.75,0,21.83333333,0,1,2331,5,1,0,38,5,3,4,2,4,2
1643,153,360,608.9173,25.4,2,44.86666667,0,1,2993,5,1,0,38,4,2,4,5,4,4
1645,153,360,546.46436,30.48333333,1,45.68333333,0,2,2703,5,1,0,38,5,4,5,5,5,5
1648,153,360,82.957924,11.91666667,0,21.81666667,0,1,2389,5,4,0,38,5,3,5,2,3,1
