id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1256,133,240,529.4883,24.11666667,9,43.85,0,2,868,2,2,1,31,5,4,5,5,5,5
1265,133,360,920.76843,30.78333333,1,45.36666667,0,1,4622,4,3,1,31,5,4,5,5,5,5
1262,133,360,564.5762,24.65,0,43.78333333,0,1,3211,4,3,1,31,5,5,5,5,5,5
1261,133,360,719.6817,24.86666667,2,44.15,0,2,5571,4,3,1,31,5,4,5,4,4,4
1259,133,360,1341.7411,25.9,1,45.55,0,1,4130,4,3,1,31,5,4,5,5,5,5
1257,133,360,315.18555,25.28333333,1,22.15,1,1,2410,4,2,1,31,5,4,5,4,5,5
1263,133,360,655.99133,25.06666667,0,44.48333333,0,1,2576,4,3,1,31,5,4,5,4,4,4
1260,133,360,391.9066,29.63333333,0,43.81666667,0,2,3701,4,3,1,31,5,4,5,3,4,4
1258,133,360,233.2792,25.3,0,22.16666667,0,1,1209,2,2,1,31,5,4,5,4,4,4
1264,133,360,253.50586,25.88333333,1,45.2,0,2,4567,2,3,1,31,5,4,5,4,4,4
