id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
451,50,360,532.54285,24.71666667,0,43.78333333,0,1,2867,4,1,1,25,5,4,5,4,4,4
449,50,240,70.624214,24.73333333,0,21.81666667,0,1,1729,5,4,1,25,5,4,5,5,5,5
447,50,360,578.0767,30.3,0,44.2,0,1,1656,3,4,1,25,5,4,5,5,5,5
452,50,360,550.0013,24.61666667,0,43.76666667,0,1,2090,4,1,1,25,5,4,5,3,4,3
445,50,360,725.5131,25.28333333,0,44.35,0,1,1477,2,4,1,25,5,4,5,4,4,4
444,50,360,574.0736,24.75,0,43.78333333,0,1,1829,5,4,1,25,5,3,5,3,4,3
448,50,360,441.80463,24.8,0,43.78333333,0,1,1924,5,4,1,25,5,3,5,3,4,3
446,50,360,332.24908,30.96666667,2,45.26666667,0,1,3850,5,4,1,25,5,4,5,4,5,4
450,50,360,731.59125,24.68333333,0,43.78333333,0,1,2111,4,1,1,25,5,4,5,4,5,4
453,50,360,424.80048,30.15,1,45.03333333,0,1,3070,4,1,1,24,5,4,5,4,5,4
