id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1541,145,360,1719.4792,30.05,0,44.16666667,0,2,1438,5,4,1,25,4,5,3,4,3,4
1536,145,360,621.12897,25.05,0,43.78333333,0,1,1550,5,4,1,25,5,5,5,4,4,4
1538,145,360,703.95526,25.4,0,44.45,0,1,1626,5,4,1,25,4,5,5,4,5,4
1542,145,360,528.4912,24.1,0,44.23333333,0,1,2409,5,4,1,25,4,5,2,5,4,5
1543,145,240,115.36565,23.88333333,0,22.08333333,0,1,1890,5,4,1,25,4,5,2,4,4,4
1544,145,360,91.30558,8.566666667,1,22.48333333,0,1,3664,5,4,1,25,4,5,4,4,4,4
1539,145,360,558.5697,29.95,1,43.63333333,0,1,2446,5,4,1,25,4,5,5,5,5,5
1540,145,360,1441.4021,30.11666667,0,44.28333333,0,1,1966,4,4,1,25,4,4,5,4,4,4
1545,145,360,115.83121,11.93333333,0,21.81666667,0,1,3654,5,4,1,25,4,4,5,4,5,5
1537,145,360,614.29724,29.95,0,43.63333333,0,1,3004,5,4,1,25,4,5,5,4,5,4
1535,145,360,98.00966,29.76666667,0,21.8,0,1,2153,5,4,1,25,5,5,5,4,4,4
