id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
262,24,360,43.97657,2.45,0,26.2,7,4,87179,1,1,1,23,5,2,1,1,1,1
253,24,360,834.82874,0.283333333,1,45.2,6,2,24184,2,1,1,23,5,2,1,1,3,1
258,24,360,6.968985,0.25,0,2.566666667,4,1,22226,2,1,1,23,5,1,1,1,1,1
256,24,360,543.3146,0.233333333,1,44.36666667,3,2,15845,2,1,1,23,5,2,1,1,2,1
261,24,360,576.7463,30.28333333,3,44.18333333,0,1,1636,2,1,1,23,5,2,5,4,4,3
255,24,360,1108.2208,0.233333333,1,44.58333333,4,2,29773,3,1,1,23,5,2,1,1,3,1
257,24,360,491.44678,25.26666667,0,44.15,0,1,2143,3,1,1,23,5,3,5,4,4,4
254,24,360,756.11786,25.3,1,44.46666667,0,1,1247,2,1,1,23,5,3,3,3,4,3
259,24,360,723.3427,25.25,0,44.13333333,0,1,2571,3,1,1,23,5,3,5,3,4,3
260,24,360,408.75183,29.98333333,0,43.96666667,0,1,2217,2,1,1,23,5,2,5,4,4,3
