id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1799,172,360,730.8263,24.61666667,0,43.8,0,2,5327,4,3,1,28,5,4,5,4,4,4
1801,172,360,999.4353,30.4,33,44.7,0,3,16177,2,3,1,28,5,3,4,4,4,3
1808,172,360,399.9261,29.58333333,0,43.63333333,0,1,3904,4,3,1,28,5,4,5,4,4,4
1803,172,360,460.27255,24.45,0,44.21666667,0,4,6915,4,3,1,28,5,4,4,4,4,3
1798,172,360,566.9062,24.76666667,0,43.78333333,0,1,2314,4,3,1,28,5,4,5,4,3,4
1805,172,360,810.51013,25.08333333,0,44.46666667,0,1,2277,4,3,1,28,5,4,5,4,3,4
1797,172,360,659.44385,24.86666667,2,44.15,0,2,4976,4,3,1,28,5,4,5,3,4,4
1806,172,360,326.57095,29.66666667,0,43.96666667,0,1,2403,2,3,1,28,5,4,5,4,4,4
1795,172,360,490.46207,29.75,0,43.96666667,0,1,3421,4,3,1,28,5,4,5,4,4,4
1800,172,360,834.2777,25.3,5,45.45,1,3,26453,2,3,1,28,5,1,2,3,3,1
1804,172,360,779.86163,25.33333333,23,45.53333333,0,2,8939,2,3,1,28,5,4,4,4,4,4
1796,172,360,392.33832,29.71666667,0,43.95,0,2,4223,2,3,1,28,5,4,5,4,4,4
1794,172,360,526.3276,25.0,0,44.13333333,0,1,2846,4,3,1,42,5,4,5,5,4,4
1802,172,360,545.65125,30.3,8,45.86666667,0,3,10987,4,3,1,28,5,3,4,4,4,4
1807,172,360,818.8372,30.08333333,0,44.26666667,0,1,4166,4,3,1,28,5,3,5,5,4,4
