id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
434,46,360,121.77224,0.833333333,4,15.55,11,4,96061,3,1,1,25,5,1,1,3,4,1
417,46,360,186.6338,30.28333333,3,44.18333333,3,1,2004,2,1,1,25,5,4,5,5,5,5
428,46,360,402.64664,30.06666667,0,44.2,0,2,690,5,4,1,25,5,4,5,5,5,5
415,46,360,383.61935,29.71666667,0,43.96666667,0,1,1685,5,4,1,25,5,3,5,5,4,5
423,46,360,482.98114,24.76666667,0,43.8,0,1,4619,5,4,1,25,5,4,5,5,4,5
425,46,360,658.7309,25.31666667,1,45.2,0,1,2806,5,4,1,25,5,2,5,4,4,5
432,46,360,560.9032,30.11666667,1,45.03333333,0,1,3197,5,4,1,25,5,4,5,4,4,4
421,46,360,586.7864,25.16666667,0,44.46666667,0,1,1733,5,4,1,25,5,3,5,4,4,3
419,46,240,118.947586,24.08333333,0,22.1,0,1,1619,3,1,1,25,5,4,5,4,4,4
430,46,360,817.80237,30.11666667,2,45.35,0,1,2686,5,4,1,25,5,3,5,4,4,4
433,46,360,412.02502,29.71666667,0,43.96666667,0,1,1485,5,4,1,25,5,4,5,4,4,4
426,46,360,332.66086,31.11666667,2,45.35,0,1,3241,5,4,1,25,5,3,4,3,4,3
431,46,360,729.8139,24.73333333,0,43.78333333,0,1,1685,5,4,1,25,5,3,5,5,5,5
