id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
862,110,360,300.1016,30.41666667,2,44.2,0,1,2037,4,1,1,20,2,4,4,4,4,4
861,110,360,425.24335,30.36666667,1,45.36666667,0,1,4299,4,3,1,20,2,4,5,4,4,4
859,110,360,100.49373,17.18333333,24,31.33333333,0,7,69478,1,3,1,20,2,4,3,3,4,2
869,110,360,578.28766,30.1,0,44.26666667,0,2,1709,4,3,1,20,2,4,5,4,5,4
864,110,360,97.66339,12.08333333,0,21.8,0,1,1769,4,1,1,20,2,5,5,2,3,2
858,110,360,901.0011,25.51666667,1,45.2,0,1,4773,4,3,1,20,2,3,4,3,3,3
865,110,360,544.289,25.08333333,0,44.46666667,0,1,2196,2,3,1,20,2,3,4,3,4,4
860,110,360,1221.9266,30.98333333,1,45.7,0,1,4988,2,3,1,20,2,4,5,4,5,4
866,110,360,660.30786,25.63333333,1,45.88333333,0,1,4266,2,3,1,20,2,4,4,3,5,4
867,110,360,845.15466,24.93333333,0,44.13333333,0,1,2906,4,3,1,20,2,4,5,4,3,4
863,110,360,2400.3186,25.2,0,44.1,0,1,1931,4,1,1,20,2,3,3,2,3,2
868,110,360,409.2362,29.71666667,0,43.96666667,0,1,3161,2,3,1,20,2,4,5,3,2,4
