id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1064,125,360,412.19412,29.56666667,0,43.63333333,0,1,2680,4,3,1,30,5,4,5,5,4,5
1075,125,360,467.03165,25.01666667,0,44.16666667,0,1,7116,4,3,1,30,5,4,5,3,3,3
1053,125,360,391.823,30.1,0,44.26666667,0,1,2666,2,3,1,30,5,4,5,4,4,4
1084,125,360,662.44556,24.68333333,0,43.78333333,0,1,2518,2,3,1,30,5,4,5,4,4,4
1082,125,360,528.7226,25.01666667,0,44.15,0,1,2005,2,3,1,30,5,4,5,4,4,4
1092,125,360,451.97867,24.96666667,0,44.13333333,0,1,2314,2,3,1,30,5,4,5,4,4,4
1057,125,360,872.7656,30.85,0,45.36666667,0,1,8963,2,3,1,30,5,4,5,4,4,4
1074,125,360,487.629,25.03333333,0,44.45,0,1,2625,2,3,1,30,5,4,5,4,4,4
1063,125,360,900.66693,30.05,0,44.21666667,0,1,2624,4,3,1,30,5,4,5,5,5,5
1054,125,360,396.9954,25.11666667,0,44.46666667,0,1,9845,4,3,1,30,5,4,4,4,4,4
1077,125,240,284.19165,25.1,0,22.11666667,0,1,17871,4,3,1,30,5,1,5,4,4,1
1059,125,360,451.92505,24.91666667,0,44.13333333,0,1,2588,4,3,1,30,5,4,5,5,4,4
1076,125,360,736.1463,23.8,0,43.85,0,1,1754,4,3,1,30,5,4,5,4,4,4
1085,125,360,392.04202,30.08333333,0,44.26666667,0,1,2572,2,3,1,30,5,4,5,4,4,4
1067,125,360,313.98492,25.5,1,45.2,0,1,3342,4,3,1,30,5,4,5,4,4,4
1060,125,360,919.95074,25.4,1,45.23333333,0,1,3305,4,3,1,30,5,4,5,4,4,5
1070,125,360,1053.2081,30.0,1,45.35,0,2,41308,4,3,1,30,5,1,4,4,4,1
1066,125,360,605.6249,25.21666667,1,45.53333333,0,2,8027,2,3,1,30,5,4,4,4,4,4
1078,125,360,244.28574,29.8,0,43.96666667,0,1,2301,4,3,1,30,5,4,5,4,4,4
1069,125,360,224.72774,30.06666667,0,44.23333333,0,1,2754,4,3,1,30,5,4,5,4,4,4
1093,125,360,911.66486,25.2,1,44.88333333,0,1,3596,2,3,1,30,5,4,5,4,4,4
1055,125,360,527.2753,24.66666667,0,43.8,0,1,2242,4,3,1,30,5,4,5,3,4,4
1083,125,360,570.3549,29.71666667,0,43.96666667,0,1,2413,2,3,1,30,5,4,5,4,4,4
1062,125,360,517.7384,29.73333333,0,43.96666667,0,1,2411,2,3,1,30,5,4,5,4,4,4
1058,125,360,424.45575,30.4,1,45.36666667,0,1,2907,4,3,1,30,5,4,5,4,4,4
1095,125,360,331.43314,29.75,0,43.96666667,0,1,2903,2,3,1,30,5,4,5,4,4,5
1065,125,360,383.5734,29.76666667,0,44.3,0,2,3012,2,3,1,30,5,5,5,5,5,5
1094,125,360,813.3838,25.05,0,44.46666667,0,1,2208,2,3,1,30,5,4,5,4,4,4
1090,125,360,1200.957,31.03333333,1,45.7,0,1,4290,2,3,1,30,5,4,5,4,4,4
1091,125,360,466.50504,30.33333333,1,45.36666667,0,1,3042,4,3,1,30,5,4,5,5,4,5
1068,125,360,402.8704,30.05,0,44.2,0,1,2269,4,3,1,30,5,4,5,4,4,4
1072,125,240,115.46329,24.03333333,2,22.1,0,1,2692,2,3,1,30,5,4,5,4,4,5
1056,125,360,606.7126,25.38333333,0,44.86666667,0,1,2837,4,3,1,30,5,4,5,4,4,4
1088,125,360,528.5541,25.11666667,0,44.48333333,0,1,2836,4,3,1,30,5,4,5,4,4,4
1089,125,360,604.6621,25.28333333,0,44.85,0,1,4682,2,3,1,30,5,4,5,4,4,4
1079,125,360,203.26901,29.75,0,43.96666667,0,1,2274,4,3,1,30,5,4,5,4,4,4
1052,125,360,571.4735,29.75,1,43.96666667,0,1,3631,4,3,1,30,5,4,5,4,4,4
1096,125,360,660.8797,30.06666667,0,44.23333333,0,1,2396,4,3,1,30,5,4,5,4,4,4
1073,125,360,1339.0834,25.71666667,1,44.96666667,1,2,5681,4,3,1,30,5,4,5,4,4,4
1086,125,360,491.0628,24.66666667,0,43.78333333,0,1,2286,4,3,1,30,5,4,5,4,4,4
1081,125,360,656.02185,29.75,0,43.96666667,0,1,2285,2,3,1,30,5,4,5,4,4,4
1071,125,360,359.8247,24.1,0,44.28333333,0,1,2743,4,3,1,30,5,4,5,5,5,5
1087,125,360,494.12546,24.63333333,0,43.76666667,0,1,2540,2,3,1,30,5,4,5,4,4,4
1061,125,360,763.72705,24.61666667,0,43.46666667,0,1,2471,4,3,1,30,5,4,5,4,4,4
1080,125,360,557.4284,24.73333333,0,43.78333333,0,1,2800,4,3,1,30,5,4,5,4,4,4
