id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1533,144,240,49.725773,12.08333333,0,21.81666667,0,2,1557,5,4,1,41,5,5,5,4,4,4
1527,144,360,221.69891,24.3,0,22.16666667,0,1,1531,5,4,1,41,5,5,5,5,5,5
1532,144,360,704.7112,24.16666667,0,43.85,0,1,1642,5,4,1,41,5,5,5,5,5,5
1528,144,240,491.91452,24.1,0,43.85,0,1,1112,5,4,1,41,5,5,5,5,5,5
1525,144,360,165.88449,30.25,2,22.15,0,1,1479,5,4,1,41,5,5,5,3,3,4
1530,144,360,23.3744,2.7,1,4.566666667,1,2,45275,5,4,1,41,5,1,5,1,1,1
1526,144,360,69.12014,10.11666667,0,21.81666667,0,1,7515,5,4,1,41,5,5,5,1,4,1
1522,144,360,657.74664,25.35,1,45.51666667,0,1,7545,5,4,1,41,5,5,5,5,5,5
1524,144,360,109.36881,12.08333333,0,21.81666667,0,1,1623,5,4,1,41,5,5,5,1,5,1
1534,144,360,66.599304,29.78333333,0,21.8,0,1,3049,5,4,1,41,5,5,5,4,3,4
1529,144,360,3784.9407,25.4,1,45.2,0,1,5881,5,4,1,41,5,5,5,5,5,5
1531,144,360,293.77463,24.9,1,21.81666667,0,1,1505,5,4,1,41,5,5,5,3,4,3
1523,144,360,235.5731,25.08333333,1,22.43333333,0,1,2450,5,4,1,41,5,5,5,4,4,4
