ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2656237,22213,22,5712,1125,0.0,3.96,5733,0,30004,30004,0,2934,1545792,4.33,4.03,5.0
2656269,30376,25,5737,895,0.0,4.02,5799,0,30004,30004,0,2903,1545792,4.33,4.19,5.0
2656281,34521,37,6089,899,0.0,4.02,6358,0,30002,30002,0,2903,1538774,4.33,4.19,5.0
2656319,11375,24,5266,1521,0.0,3.84,5368,0,30004,30004,0,2934,1540592,4.33,3.76,5.0
2656323,12419,34,5688,1655,0.0,3.79,5661,0,30004,30004,0,2903,1530192,4.33,3.67,5.0
2656332,28030,24,5698,980,0.0,4.0,5743,0,30004,30004,0,2903,1563992,4.33,4.13,5.0
2656352,61233,47,5710,823,0.0,4.04,6059,0,30018,30018,0,2903,1603092,4.33,4.25,5.0
2656360,6398,34,5101,3066,0.022,3.19,5051,657,29347,30004,1,2934,1547092,4.33,2.88,4.56
2656365,111445,37,5046,617,0.0,4.11,5961,0,30032,30032,0,2966,1774548,4.34,4.4,5.0
2656367,44071,29,5521,700,0.0,4.09,5716,0,30003,30003,0,2966,1584792,4.34,4.34,5.0
2656372,12439,67,5507,2176,0.0,3.64,5560,0,30003,30003,0,2903,1553924,4.33,3.36,5.0
2656376,23359,36,5701,1142,0.0,3.95,5710,0,30003,30003,0,2903,1552292,4.33,4.02,5.0
2656384,9039,28,4767,2154,0.0,3.65,4786,0,30006,30006,0,2934,1554892,4.33,3.37,5.0
2656393,35290,37,6279,986,0.0,4.0,6379,0,30010,30010,0,2966,1586096,4.34,4.13,5.0
2656394,16554,59,5929,1868,0.0,3.73,5904,0,30004,30004,0,2934,1540237,4.33,3.54,5.0
2656402,36039,39,6084,895,0.0,4.02,6365,0,30005,30005,0,2903,1543076,4.33,4.19,5.0
2656416,109913,33,3628,601,0.0,4.12,5946,0,30008,30008,0,2966,1736084,4.34,4.42,5.0
2656425,42887,31,5634,800,0.0,4.05,5703,0,30004,30004,0,2903,1565292,4.33,4.27,5.0
2656432,126686,41,4432,657,0.0,4.1,5877,0,30016,30016,0,2966,1976892,4.34,4.37,5.0
2656441,118429,41,5110,652,0.0,4.1,6197,0,30017,30017,0,2966,1861332,4.34,4.38,5.0
2656449,42896,49,5401,915,0.0,4.02,6070,0,30012,30012,0,2903,1538692,4.33,4.18,5.0
2656450,54625,35,5476,774,0.0,4.06,5826,0,30040,30040,0,2934,1580892,4.33,4.28,5.0
2656485,14478,31,5417,1336,0.0,3.89,5414,0,30006,30006,0,2934,1539292,4.33,3.88,5.0
2656502,24506,29,5782,1110,0.0,3.96,5795,0,30004,30004,0,2903,1535392,4.33,4.04,5.0
2656505,45451,55,5722,1167,0.0,3.95,5877,0,30002,30002,0,2966,1586566,4.34,4.0,5.0
2656519,105104,43,4760,661,0.0,4.1,6328,0,30032,30032,0,2966,1670932,4.34,4.37,5.0
2656537,43816,32,5718,1677,0.0,3.79,5589,0,30004,30004,0,2966,1616084,4.34,3.66,5.0
2656539,31221,56,6184,1265,0.0,3.91,6329,0,30006,30006,0,2903,1538932,4.33,3.93,5.0
2656567,8084,65,6155,3099,0.0,3.37,6065,0,30005,30005,0,2966,1569592,4.34,2.87,5.0
2656573,49741,37,5550,842,0.0,4.04,5990,0,30016,30016,0,2903,1723492,4.33,4.23,5.0
2656574,22953,25,5425,1083,0.0,3.97,5440,0,30003,30003,0,2934,1543192,4.33,4.06,5.0
2656584,29200,51,6202,1139,0.0,3.95,6347,0,30018,30018,0,2903,1547692,4.33,4.02,5.0
2656586,28586,37,5373,1033,0.0,3.98,5911,0,30085,30085,0,2903,1568092,4.33,4.09,5.0
2656589,53121,55,6429,1135,0.0,3.95,6644,0,30007,30007,0,2934,1546232,4.33,4.02,5.0
2656591,26400,35,5475,1106,0.0,3.96,5524,0,30011,30011,0,2966,1605976,4.34,4.04,5.0
2656603,56731,64,6165,1043,0.0,3.98,6502,0,30006,30006,0,2966,1572512,4.34,4.09,5.0
2656626,102720,41,5146,693,0.0,4.09,6113,0,30015,30015,0,2966,1643204,4.34,4.35,5.0
2656638,38281,35,4733,848,0.0,4.04,5868,0,30008,30008,0,2903,1540092,4.33,4.23,5.0
2656649,56827,69,5978,1032,0.0,3.98,6394,0,30005,30005,0,2934,1579670,4.33,4.1,5.0
2656652,20800,36,5539,1253,0.0,3.92,5566,0,30022,30022,0,2966,1572175,4.34,3.94,5.0
2656673,23321,27,5585,1047,0.0,3.98,5753,0,30004,30004,0,2903,1557492,4.33,4.08,5.0
2656679,53060,65,6073,1427,0.0,3.87,6307,0,30007,30007,0,2966,1591492,4.34,3.82,5.0
2656687,10721,56,6428,2290,0.0,3.61,6360,0,30013,30013,0,2903,1537472,4.33,3.29,5.0
2656724,49871,32,5637,738,0.0,4.07,6032,0,30003,30003,0,2903,1540092,4.33,4.31,5.0
2656725,52925,57,6309,1077,0.0,3.97,6361,0,30004,30004,0,2903,1623612,4.33,4.06,5.0
2656749,44947,57,6389,1419,0.0,3.87,6535,0,30009,30009,0,2934,1632372,4.33,3.83,5.0
2656751,79600,34,5328,663,0.0,4.09,6202,0,30006,30006,0,2903,1545686,4.33,4.37,5.0
2656754,59155,67,6199,1100,0.0,3.96,6438,0,30009,30009,0,2934,1570496,4.33,4.05,5.0
2656763,6476,62,6234,3381,0.0,3.28,6084,0,30010,30010,0,2934,1540392,4.33,2.73,5.0
2656816,22733,43,5486,1239,0.0,3.92,5598,0,30007,30007,0,2966,1569656,4.34,3.95,5.0
2656830,57456,35,5260,846,0.0,4.04,5984,0,30011,30011,0,2903,1764092,4.33,4.23,5.0
2656837,34761,31,5479,868,0.0,4.03,5934,0,30009,30009,0,2934,1598892,4.33,4.21,5.0
2656843,35362,28,5623,859,0.0,4.04,6018,0,30020,30020,0,2934,1653492,4.33,4.22,5.0
2656868,101446,32,4444,580,0.0,4.12,6231,0,30042,30042,0,2966,1675892,4.34,4.43,5.0
2656947,33696,36,5709,867,0.0,4.03,6199,0,30006,30006,0,2903,1661142,4.33,4.22,5.0
2656951,36125,29,5409,860,0.0,4.04,5962,0,30013,30013,0,2934,1597492,4.33,4.22,5.0
2656955,42784,36,5661,854,0.0,4.04,6002,0,30008,30008,0,2903,1527492,4.33,4.22,5.0
2656960,33140,28,4485,803,0.0,4.05,5942,0,30009,30009,0,2934,1584892,4.33,4.26,5.0
2656965,88437,29,3827,580,0.0,4.12,5875,0,30009,30009,0,2966,1603092,4.34,4.43,5.0
2656984,61004,43,5190,917,0.0,4.02,5798,0,30010,30010,0,2903,1626444,4.33,4.18,5.0
2657077,55942,36,4997,893,0.0,4.02,5792,0,30013,30013,0,2903,1751656,4.33,4.2,5.0
2657166,48634,39,5120,1039,0.0,3.98,5832,0,30029,30029,0,2934,1611256,4.33,4.09,5.0
2657784,16907,41,5244,1446,0.0,3.86,5354,0,30037,30037,0,2934,1541356,4.33,3.81,5.0
2657816,122534,49,5798,875,0.0,4.03,6453,0,30020,30020,0,2966,1984464,4.34,4.21,5.0
2658014,39666,47,6149,962,0.0,4.01,6392,0,30005,30005,0,2934,1563790,4.33,4.15,5.0
2658026,25739,39,6187,1219,0.0,3.93,6316,0,30007,30007,0,2903,1527252,4.33,3.96,5.0
2658039,41284,38,6156,825,0.0,4.04,6379,0,30008,30008,0,2903,1541852,4.33,4.25,5.0
2658044,36500,37,6159,890,0.0,4.02,6361,0,30014,30014,0,2903,1560832,4.33,4.2,5.0
2658059,37832,47,6186,962,0.0,4.01,6391,0,30010,30010,0,2934,1543312,4.33,4.15,5.0
2658106,25441,38,6403,1148,0.0,3.95,6397,0,30005,30005,0,2903,1534552,4.33,4.01,5.0
2658132,43457,46,6141,912,0.0,4.02,6405,0,30009,30009,0,2934,1551266,4.33,4.18,5.0
2658141,42462,47,6112,947,0.0,4.01,6391,0,30005,30005,0,2934,1587112,4.33,4.16,5.0
2658143,42832,47,6245,987,0.0,4.0,6367,0,30015,30015,0,2966,1565969,4.34,4.13,5.0
2658146,26120,41,6363,1210,0.0,3.93,6382,0,30009,30009,0,2903,1566672,4.33,3.97,5.0
2658149,46488,39,6125,865,0.0,4.03,6369,0,30004,30004,0,2903,1538932,4.33,4.22,5.0
2658161,45739,47,6203,889,0.0,4.03,6391,0,30009,30009,0,2966,1566672,4.34,4.2,5.0
2658168,40838,48,6177,963,0.0,4.0,6590,0,30005,30005,0,2934,1555896,4.33,4.14,5.0
2658171,45116,41,6106,832,0.0,4.04,6383,0,30004,30004,0,2903,1620692,4.33,4.24,5.0
2658172,45168,39,6048,839,0.0,4.04,6369,0,30005,30005,0,2903,1572512,4.33,4.24,5.0
2658174,28551,38,6344,1100,0.0,3.96,6383,0,30003,30003,0,2903,1547692,4.33,4.05,5.0
2658182,42773,45,6046,909,0.0,4.02,6371,0,30010,30010,0,2966,1613392,4.34,4.18,5.0
2658185,48217,45,6183,860,0.0,4.04,6370,0,30024,30024,0,2966,1568457,4.34,4.22,5.0
2658190,47678,46,6181,852,0.0,4.04,6384,0,30013,30013,0,2966,1588572,4.34,4.23,5.0
2658192,26585,37,7398,1946,0.0,3.71,7185,0,30005,30005,0,2903,1587112,4.33,3.49,5.0
2658201,47932,46,6199,863,0.0,4.04,6382,0,30007,30007,0,2966,1590032,4.34,4.22,5.0
2658221,47107,45,6108,886,0.0,4.03,6400,0,30005,30005,0,2934,1607552,4.33,4.2,5.0
2658236,43916,47,6171,905,0.0,4.02,6409,0,30006,30006,0,2934,1565212,4.33,4.19,5.0
2658256,45746,46,6069,909,0.0,4.02,6378,0,30006,30006,0,2966,1620136,4.34,4.18,5.0
2658260,45168,46,6144,903,0.0,4.02,6404,0,30005,30005,0,2934,1593856,4.33,4.19,5.0
2658274,52723,47,6084,886,0.0,4.03,6402,0,30003,30003,0,2934,1573972,4.33,4.2,5.0
2658281,47618,45,6220,881,0.0,4.03,6381,0,30011,30011,0,2966,1621681,4.34,4.2,5.0
2658286,43716,58,6264,1055,0.0,3.98,6375,0,30015,30015,0,2966,1617341,4.34,4.08,5.0
2658294,46993,47,6241,955,0.0,4.01,6401,0,30007,30007,0,2934,1568132,4.33,4.15,5.0
2658309,44721,48,6164,907,0.0,4.02,6398,0,30006,30006,0,2934,1552072,4.33,4.19,5.0
2658314,49748,47,6062,877,0.0,4.03,6398,0,30007,30007,0,2934,1556452,4.33,4.21,5.0
2658323,45484,45,6084,889,0.0,4.03,6414,0,30006,30006,0,2934,1560276,4.33,4.2,5.0
2658328,49389,49,6119,884,0.0,4.03,6409,0,30005,30005,0,2934,1595872,4.33,4.2,5.0
2658332,41890,38,6138,801,0.0,4.05,6376,0,30009,30009,0,2903,1538932,4.33,4.26,5.0
2658353,49926,38,6066,796,0.0,4.05,6417,0,30010,30010,0,2903,1629452,4.33,4.27,5.0
2658375,35040,37,6254,889,0.0,4.02,6377,0,30009,30009,0,2903,1530172,4.33,4.2,5.0
2658390,41631,47,6272,933,0.0,4.02,6384,0,30021,30021,0,2966,1588572,4.34,4.17,5.0
2658403,21084,40,6352,1428,0.0,3.86,6377,0,30007,30007,0,2903,1566672,4.33,3.82,5.0
2658420,28381,37,6316,1079,0.0,3.97,6372,0,30005,30005,0,2903,1585652,4.33,4.06,5.0
2658427,43118,47,6162,933,0.0,4.02,6369,0,30018,30018,0,2966,1588016,4.34,4.17,5.0
2658428,54142,46,6118,863,0.0,4.04,6404,0,30005,30005,0,2934,1655732,4.33,4.22,5.0
2658429,54395,45,6044,913,0.0,4.02,6483,0,30007,30007,0,2934,1703912,4.33,4.18,5.0
2658435,45625,46,6094,899,0.0,4.02,6394,0,30007,30007,0,2934,1560584,4.33,4.19,5.0
2658438,29814,45,6336,1132,0.0,3.95,6383,0,30009,30009,0,2903,1594412,4.33,4.02,5.0
2658448,46606,47,6315,902,0.0,4.03,6396,0,30014,30014,0,2966,1621596,4.34,4.19,5.0
2658452,49203,38,5980,856,0.0,4.03,6351,0,30007,30007,0,2903,1534552,4.33,4.22,5.0
2658454,51169,47,6190,894,0.0,4.03,6378,0,30007,30007,0,2966,1636196,4.34,4.2,5.0
2658459,47498,48,6121,912,0.0,4.02,6382,0,30006,30006,0,2966,1638369,4.34,4.18,5.0
2658461,51758,45,6148,864,0.0,4.04,6390,0,30038,30038,0,2966,1585652,4.34,4.22,5.0
2658467,41785,47,6112,925,0.0,4.02,6389,0,30006,30006,0,2934,1562292,4.33,4.17,5.0
2658493,51643,49,6242,848,0.0,4.04,6568,0,30009,30009,0,2934,1546232,4.33,4.23,5.0
2658497,52992,47,6083,891,0.0,4.03,6399,0,30003,30003,0,2934,1636174,4.33,4.2,5.0
2658506,36590,47,6190,1053,0.0,3.98,6386,0,30007,30007,0,2934,1582794,4.33,4.08,5.0
2658511,52449,45,6044,835,0.0,4.04,6402,0,30009,30009,0,2934,1555102,4.33,4.24,5.0
2658521,51458,45,6147,864,0.0,4.04,6369,0,30010,30010,0,2966,1616312,4.34,4.22,5.0
2658525,53542,38,6029,801,0.0,4.05,6373,0,30008,30008,0,2903,1654272,4.33,4.26,5.0
2658530,50998,41,5973,786,0.0,4.06,6364,0,30014,30014,0,2903,1546232,4.33,4.28,5.0
2658536,52949,44,6030,829,0.0,4.05,6408,0,30009,30009,0,2934,1616312,4.33,4.24,5.0
2658540,52560,47,5992,842,0.0,4.04,6397,0,30005,30005,0,2934,1576892,4.33,4.23,5.0
2658542,51898,45,6031,846,0.0,4.04,6398,0,30015,30015,0,2934,1541274,4.33,4.23,5.0
2658561,45718,41,6024,867,0.0,4.03,6358,0,30010,30010,0,2903,1581272,4.33,4.22,5.0
2658681,15037,37,6260,1384,0.0,3.88,6297,0,30049,30049,0,2966,1575452,4.34,3.85,5.0
2658704,48688,26,4121,653,0.0,4.1,4476,0,30003,30003,0,2966,1598492,4.34,4.38,5.0
2658713,45304,30,5950,1711,0.0,3.78,6166,0,30007,30007,0,2903,1545212,4.33,3.64,5.0
2658724,43875,29,6035,740,0.0,4.07,6376,0,30009,30009,0,2903,1552412,4.33,4.31,5.0
2658736,27722,33,5902,987,0.0,4.0,5952,0,30004,30004,0,2966,1579292,4.34,4.13,5.0
2658748,28266,31,6293,902,0.0,4.03,6409,0,30005,30005,0,2966,1597052,4.34,4.19,5.0
2658749,39036,39,5901,922,0.0,4.01,5991,0,30006,30006,0,2903,1566278,4.33,4.17,5.0
2658776,17042,37,13214,3274,0.04,2.95,12379,1150,28857,30007,2,2903,1526996,4.33,2.78,4.2
2658786,42438,51,6118,1085,0.0,3.97,6373,0,30003,30003,0,2934,1573628,4.33,4.06,5.0
2658794,63433,60,5876,1047,0.0,3.98,6223,0,30002,30002,0,2903,1603304,4.33,4.08,5.0
2658806,55966,54,6223,1046,0.0,3.98,6198,0,30004,30004,0,2966,1659282,4.34,4.09,5.0
2658815,32921,33,5649,913,0.0,4.02,5894,0,30003,30003,0,2903,1528892,4.33,4.18,5.0
2658818,29738,55,6211,1263,0.0,3.92,6194,0,30006,30006,0,2966,1623380,4.34,3.93,5.0
2658823,31745,42,6397,1478,0.0,3.85,6367,0,30021,30021,0,2966,1601372,4.34,3.79,5.0
2658827,24907,34,5645,987,0.0,3.99,5879,0,30008,30008,0,2903,1533092,4.33,4.13,5.0
2658865,61662,62,5940,1131,0.0,3.95,6231,0,30012,30012,0,2934,1583228,4.33,4.03,5.0
2658891,28586,34,6256,1040,0.0,3.98,6352,0,30007,30007,0,2903,1535132,4.33,4.09,5.0
2658897,68285,59,5800,1044,0.0,3.98,6133,0,30006,30006,0,2903,1583228,4.33,4.09,5.0
2658905,62434,60,5887,1079,0.0,3.97,6237,0,30011,30011,0,2903,1540208,4.33,4.06,5.0
2658915,23909,45,6514,1308,0.0,3.9,6515,0,30018,30018,0,2934,1562492,4.33,3.9,5.0
2658923,47647,41,6084,865,0.0,4.03,6369,0,30005,30005,0,2903,1542332,4.33,4.22,5.0
2658931,28855,40,6078,1080,0.0,3.97,6329,0,30005,30005,0,2903,1546652,4.33,4.06,5.0
2658952,64517,62,5928,1102,0.0,3.96,6410,0,30023,30023,0,2934,1657796,4.33,4.05,5.0
2658962,50512,41,6460,896,0.0,4.02,6556,0,30007,30007,0,2903,1542751,4.33,4.19,5.0
2658963,45416,28,5753,709,0.0,4.08,6038,0,30003,30003,0,2934,1562492,4.33,4.33,5.0
2658973,46350,43,6204,867,0.0,4.03,6408,0,30005,30005,0,2934,1625852,4.33,4.22,5.0
2658985,73218,40,6093,741,0.0,4.07,6353,0,30014,30014,0,2966,1638812,4.34,4.31,5.0
2658987,67877,63,5868,1109,0.0,3.96,6311,0,30018,30018,0,2934,1553114,4.33,4.04,5.0
2659009,36233,56,5916,1162,0.0,3.95,6125,0,30004,30004,0,2966,1593266,4.34,4.0,5.0
