ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2903195,26808,56,6231,1250,0.0,3.92,6374,0,30008,30008,0,2934,1607795,4.33,3.94,5.0
2903196,33353,48,6810,1533,0.0,3.84,6855,0,30003,30003,0,2966,1605275,4.34,3.75,5.0
2903204,44365,43,5807,931,0.0,4.01,6054,0,30004,30004,0,2903,1577596,4.33,4.17,5.0
2903212,28644,47,5543,1278,0.0,3.91,5541,0,30005,30005,0,2903,1534582,4.33,3.92,5.0
2903213,45230,21,5922,664,0.0,4.1,6122,0,30003,30003,0,2934,1556892,4.33,4.37,5.0
2903225,21176,54,6211,1705,0.0,3.78,6284,0,30004,30004,0,2934,1553532,4.33,3.64,5.0
2903234,21437,42,6273,1129,0.0,3.95,6453,0,30006,30006,0,2934,1567269,4.33,4.03,5.0
2903235,77703,59,6135,1182,0.0,3.94,6105,0,30004,30004,0,2966,1637575,4.34,3.99,5.0
2903248,48388,52,5835,983,0.0,4.0,6094,0,30004,30004,0,2934,1541492,4.33,4.13,5.0
2903259,16190,21,6240,1199,0.0,3.93,6356,0,30004,30004,0,2903,1528892,4.33,3.98,5.0
2903260,18021,58,4920,1609,0.0,3.81,5067,0,30002,30002,0,2934,1574012,4.33,3.7,5.0
2903261,54578,46,5539,814,0.0,4.05,6096,0,30018,30018,0,2934,1594692,4.33,4.25,5.0
2903263,20137,57,5394,1392,0.0,3.88,5623,0,30011,30011,0,2934,1547664,4.33,3.85,5.0
2903268,62903,49,6069,853,0.0,4.04,6425,0,30003,30003,0,2903,1581811,4.33,4.23,5.0
2903281,24829,59,3906,1254,0.0,3.92,4203,0,30014,30014,0,2934,1555012,4.33,3.94,5.0
2903285,32062,50,5991,1347,0.0,3.89,6016,0,30034,30034,0,2966,1596092,4.34,3.88,5.0
2903286,22050,55,6580,1676,0.0,3.79,6527,0,30004,30004,0,2966,1568252,4.34,3.66,5.0
2903312,42587,74,5447,1251,0.0,3.92,5693,0,30006,30006,0,2966,1576084,4.34,3.94,5.0
2903313,17897,61,5770,3627,0.0,3.21,5509,0,30014,30014,0,2966,1577944,4.34,2.62,5.0
2903315,26966,28,5296,963,0.0,4.01,5329,0,30003,30003,0,2966,1573732,4.34,4.14,5.0
2903322,35318,75,5729,1581,0.0,3.82,5680,0,30007,30007,0,2934,1604292,4.33,3.72,5.0
2903335,70000,55,6862,965,0.0,4.0,6885,0,30003,30003,0,2934,1573692,4.33,4.14,5.0
2903339,17265,84,5850,3086,0.031,3.1,5750,896,29111,30007,1,2903,1549796,4.33,2.87,4.38
2903341,21984,40,6043,1317,0.0,3.9,6084,0,30019,30019,0,2903,1558862,4.33,3.9,5.0
2903344,50528,83,5917,1434,0.0,3.86,5868,0,30007,30007,0,2934,1599092,4.33,3.82,5.0
2903345,78103,54,6258,947,0.0,4.01,6257,0,30016,30016,0,2966,1645343,4.34,4.16,5.0
