ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3191302,65420,69,5901,948,0.0,4.01,6115,0,30006,30006,0,2934,1599738,4.33,4.16,5.0
3191306,48704,75,5515,1087,0.0,3.97,5771,0,30003,30003,0,2934,1556244,4.33,4.06,5.0
3191327,21116,49,6225,1600,0.0,3.82,6209,0,30006,30006,0,2966,1566692,4.34,3.71,5.0
3191328,49876,66,5501,989,0.0,3.99,5813,0,30023,30023,0,2903,1530152,4.33,4.13,5.0
3191329,23786,69,5817,1306,0.0,3.9,6035,0,30004,30004,0,2903,1544698,4.33,3.9,5.0
3191350,16953,73,5925,1890,0.0,3.73,6018,0,30004,30004,0,2966,1576532,4.34,3.53,5.0
3191357,79896,55,6879,970,0.0,4.0,6882,0,30006,30006,0,2934,1588273,4.33,4.14,5.0
3191363,63429,39,5702,805,0.0,4.06,5702,0,30005,30005,0,2966,1600480,4.34,4.26,5.0
3191368,21097,44,5505,1435,0.0,3.87,5558,0,30007,30007,0,2966,1596492,4.34,3.82,5.0
3191392,45270,39,5517,856,0.0,4.04,5666,0,30007,30007,0,2934,1575692,4.33,4.22,5.0
3191403,46046,56,6011,1084,0.0,3.97,6164,0,30003,30003,0,2903,1579292,4.33,4.06,5.0
3191406,88148,58,5836,819,0.0,4.05,6050,0,30005,30005,0,2966,1622137,4.34,4.25,5.0
3191415,26170,91,6046,1443,0.0,3.86,6049,0,30003,30003,0,2966,1566971,4.34,3.81,5.0
3191416,39116,83,5560,1337,0.0,3.89,5794,0,30003,30003,0,2966,1597748,4.34,3.88,5.0
3191418,24866,55,5814,1272,0.0,3.91,5993,0,30002,30002,0,2966,1573692,4.34,3.93,5.0
3191426,15093,56,5798,1544,0.0,3.83,5966,0,30005,30005,0,2903,1530292,4.33,3.75,5.0
3191445,60459,56,6402,1001,0.0,3.99,6389,0,30002,30002,0,2934,1561092,4.33,4.12,5.0
3191459,18630,64,6925,2353,0.0,3.59,6849,0,30005,30005,0,2934,1544332,4.33,3.26,5.0
3191466,82309,28,6035,586,0.0,4.12,6060,0,30004,30004,0,2966,1594692,4.34,4.43,5.0
3191470,60666,42,5101,839,0.0,4.04,5807,0,30002,30002,0,2903,1597159,4.33,4.24,5.0
3191488,72747,56,6635,1025,0.0,3.99,6604,0,30026,30026,0,2934,1638132,4.33,4.1,5.0
3191494,73506,56,6431,974,0.0,4.0,6430,0,30006,30006,0,2934,1542892,4.33,4.14,5.0
3191508,21166,79,5845,1466,0.0,3.86,6028,0,30003,30003,0,2966,1576452,4.34,3.8,5.0
3191526,47531,47,5675,913,0.0,4.02,5782,0,30011,30011,0,2934,1557579,4.33,4.18,5.0
3191531,34892,56,5775,1110,0.0,3.96,5944,0,30004,30004,0,2903,1566732,4.33,4.04,5.0
3191551,59370,40,5266,810,0.0,4.05,5552,0,30006,30006,0,2903,1565292,4.33,4.26,5.0
3191560,25375,68,5811,1400,0.0,3.87,6031,0,30004,30004,0,2903,1539784,4.33,3.84,5.0
3191577,53913,57,5901,926,0.0,4.01,6088,0,30007,30007,0,2903,1637579,4.33,4.17,5.0
3191591,41640,63,5639,1055,0.0,3.98,5725,0,30002,30002,0,2934,1579548,4.33,4.08,5.0
3191593,44020,25,6895,690,0.0,4.09,6905,0,30008,30008,0,2966,1575542,4.34,4.35,5.0
3191599,51984,55,5995,1033,0.0,3.98,6037,0,30007,30007,0,2903,1584892,4.33,4.09,5.0
3191600,24528,87,6054,1442,0.0,3.86,6090,0,30006,30006,0,2966,1564737,4.34,3.81,5.0
3191611,23843,58,6131,1248,0.0,3.92,6104,0,30003,30003,0,2966,1564984,4.34,3.94,5.0
3191615,23406,51,5896,1385,0.0,3.88,6007,0,30003,30003,0,2903,1527492,4.33,3.85,5.0
3191616,38541,92,6618,1936,0.0,3.71,6649,0,30005,30005,0,2903,1593332,4.33,3.5,5.0
3191638,21192,80,5823,1891,0.0,3.73,5956,0,30004,30004,0,2934,1566692,4.33,3.53,5.0
3191647,62400,31,5862,721,0.0,4.08,6069,0,30006,30006,0,2934,1560092,4.33,4.32,5.0
3191652,70711,58,6199,1023,0.0,3.98,6203,0,30004,30004,0,2903,1726292,4.33,4.1,5.0
