ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2805896,17972,50,6143,1797,0.0,3.75,6114,0,30010,30010,0,2934,1618696,4.33,3.58,5.0
2805903,33075,25,6259,844,0.0,4.04,6355,0,30004,30004,0,2966,1563932,4.34,4.23,5.0
2805931,79471,41,5556,1248,0.0,3.92,5636,0,30007,30007,0,2934,1563992,4.33,3.94,5.0
2805941,21965,63,5814,1634,0.0,3.8,5963,0,30005,30005,0,2903,1530822,4.33,3.69,5.0
2805942,39921,39,7259,914,0.0,4.02,7437,0,30005,30005,0,2966,1572292,4.34,4.18,5.0
2805946,70543,46,6164,844,0.0,4.04,6155,0,30008,30008,0,2966,1631592,4.34,4.23,5.0
2805960,81219,46,6203,884,0.0,4.03,6174,0,30005,30005,0,2966,1770692,4.34,4.2,5.0
2805966,35079,36,7444,978,0.0,4.0,7474,0,30009,30009,0,2966,1573692,4.34,4.13,5.0
2805972,32847,51,5877,1105,0.0,3.96,5885,0,30004,30004,0,2966,1583492,4.34,4.04,5.0
2805979,89932,45,5908,771,0.0,4.07,6170,0,30004,30004,0,2966,1569492,4.34,4.29,5.0
2806005,69992,49,5878,878,0.0,4.03,5925,0,30004,30004,0,2903,1635862,4.33,4.21,5.0
2806032,60745,57,5283,1096,0.0,3.97,5882,0,30006,30006,0,2966,1639882,4.34,4.05,5.0
2806036,38720,35,6195,903,0.0,4.03,6361,0,30004,30004,0,2966,1594692,4.34,4.19,5.0
2806046,69129,67,5975,1047,0.0,3.98,6143,0,30007,30007,0,2903,1541892,4.33,4.08,5.0
2806051,58462,53,5812,1033,0.0,3.99,5792,0,30016,30016,0,2966,1641992,4.34,4.09,5.0
2806066,26612,39,5702,1208,0.0,3.93,5831,0,30004,30004,0,2903,1569492,4.33,3.97,5.0
2806075,79596,66,6556,1099,0.0,3.97,6515,0,30003,30003,0,2966,1677292,4.34,4.05,5.0
2806085,50788,51,5525,1034,0.0,3.99,5595,0,30004,30004,0,2966,1571792,4.34,4.09,5.0
2806086,20781,64,6373,1856,0.0,3.73,6326,0,30004,30004,0,2903,1534492,4.33,3.55,5.0
2806091,17064,47,6153,1727,0.0,3.78,6120,0,30007,30007,0,2934,1570492,4.33,3.63,5.0
2806100,40492,46,5858,981,0.0,4.0,6073,0,30004,30004,0,2966,1583492,4.34,4.13,5.0
2806110,41022,61,5801,1420,0.0,3.87,5738,0,30005,30005,0,2966,1601888,4.34,3.83,5.0
2806114,23185,37,6083,1317,0.0,3.9,6069,0,30004,30004,0,2966,1591292,4.34,3.9,5.0
2806128,16875,74,5874,2134,0.0,3.65,5832,0,30005,30005,0,2934,1547092,4.33,3.38,5.0
2806140,19250,57,6139,1511,0.0,3.84,6112,0,30011,30011,0,2934,1544332,4.33,3.77,5.0
2806144,70026,45,6214,868,0.0,4.04,6190,0,30007,30007,0,2966,1600392,4.34,4.21,5.0
2806149,58803,43,5796,844,0.0,4.04,5922,0,30006,30006,0,2903,1579958,4.33,4.23,5.0
2806158,85695,51,6227,781,0.0,4.06,6384,0,30004,30004,0,2903,1535918,4.33,4.28,5.0
2806163,82500,70,6087,1039,0.0,3.98,6094,0,30009,30009,0,2903,1706718,4.33,4.09,5.0
2806167,18000,49,6175,1724,0.0,3.77,6134,0,30013,30013,0,2903,1604292,4.33,3.63,5.0
2806174,19780,56,5656,1812,0.0,3.75,5638,0,30015,30015,0,2903,1558792,4.33,3.58,5.0
2806175,39775,47,5864,1022,0.0,3.99,6075,0,30004,30004,0,2966,1590492,4.34,4.1,5.0
2806197,29120,56,5516,1284,0.0,3.91,5587,0,30016,30016,0,2903,1539292,4.33,3.92,5.0
2806199,42415,62,5811,1219,0.0,3.93,5769,0,30005,30005,0,2966,1591396,4.34,3.96,5.0
2806204,39200,56,5805,1196,0.0,3.93,6081,0,30004,30004,0,2934,1587692,4.33,3.98,5.0
2806218,15000,71,5972,2309,0.0,3.6,5926,0,30004,30004,0,2934,1548392,4.33,3.28,5.0
2806221,32853,43,6151,1228,0.0,3.93,6134,0,30016,30016,0,2966,1610132,4.34,3.96,5.0
