ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3253856,52661,41,6040,801,0.0,4.05,6123,0,30008,30008,0,2903,1528083,4.33,4.26,5.0
3253857,24596,68,6145,1647,0.0,3.8,6118,0,30003,30003,0,2934,1574009,4.33,3.68,5.0
3253864,33906,31,5913,840,0.0,4.04,6093,0,30004,30004,0,2934,1563892,4.33,4.24,5.0
3253877,25879,71,6222,1611,0.0,3.81,6201,0,30005,30005,0,2903,1570892,4.33,3.7,5.0
3253881,134954,36,6306,654,0.0,4.1,6433,0,30028,30028,0,2934,2227492,4.33,4.38,5.0
3253885,96298,32,5920,620,0.0,4.11,6169,0,30006,30006,0,2934,1667532,4.33,4.4,5.0
3253893,124962,37,5822,663,0.0,4.1,6296,0,30004,30004,0,2934,2004892,4.33,4.37,5.0
3253895,22736,62,6273,1459,0.0,3.85,6246,0,30015,30015,0,2903,1561092,4.33,3.8,5.0
3253942,33936,34,5902,1013,0.0,3.99,6052,0,30003,30003,0,2903,1558292,4.33,4.11,5.0
3253949,50759,42,6034,832,0.0,4.04,6102,0,30004,30004,0,2903,1531692,4.33,4.24,5.0
3253953,54473,37,6139,733,0.0,4.08,6150,0,30003,30003,0,2966,1591892,4.34,4.32,5.0
3253957,44261,56,6654,1069,0.0,3.98,6812,0,30003,30003,0,2966,1597532,4.34,4.07,5.0
3253976,45568,33,5927,792,0.0,4.06,6116,0,30003,30003,0,2934,1584892,4.33,4.27,5.0
3254005,42656,69,6679,1172,0.0,3.94,6836,0,30004,30004,0,2903,1548492,4.33,4.0,5.0
3253983,71830,37,5909,711,0.0,4.08,6119,0,30003,30003,0,2966,1715549,4.34,4.33,5.0
3253985,26168,76,5923,1496,0.0,3.84,6048,0,30003,30003,0,2934,1540092,4.33,3.78,5.0
3253993,53886,30,5999,641,0.0,4.1,6116,0,30003,30003,0,2903,1725942,4.33,4.39,5.0
3253998,46431,51,5880,922,0.0,4.02,6108,0,30002,30002,0,2934,1545713,4.33,4.17,5.0
3254002,58430,35,6099,710,0.0,4.08,6109,0,30010,30010,0,2966,1592645,4.34,4.33,5.0
3254021,65625,37,5857,719,0.0,4.08,6112,0,30004,30004,0,2934,1628292,4.33,4.33,5.0
3254025,21875,61,5931,1541,0.0,3.83,6036,0,30003,30003,0,2934,1542892,4.33,3.75,5.0
3254033,47573,41,5837,841,0.0,4.04,6070,0,30005,30005,0,2903,1561092,4.33,4.23,5.0
3254038,65408,38,6278,745,0.0,4.07,6299,0,30002,30002,0,2934,1667492,4.33,4.31,5.0
3254040,19059,31,6070,1375,0.0,3.88,6042,0,30005,30005,0,2966,1573732,4.34,3.86,5.0
3254066,46596,57,6465,1000,0.0,3.99,6633,0,30002,30002,0,2903,1538732,4.33,4.12,5.0
3254077,52062,36,5881,793,0.0,4.06,6102,0,30004,30004,0,2934,1646492,4.33,4.27,5.0
3254086,36894,30,5899,923,0.0,4.01,6052,0,30004,30004,0,2903,1541492,4.33,4.17,5.0
3254111,36750,55,6662,1077,0.0,3.97,6816,0,30002,30002,0,2966,1566692,4.34,4.06,5.0
3254120,53933,36,5892,818,0.0,4.05,6092,0,30003,30003,0,2966,1610789,4.34,4.25,5.0
3254127,40533,26,6147,852,0.0,4.04,6144,0,30002,30002,0,2966,1580974,4.34,4.23,5.0
3254141,38541,29,5887,878,0.0,4.03,6055,0,30003,30003,0,2903,1541492,4.33,4.21,5.0
3254142,45281,58,6313,985,0.0,4.0,6492,0,30005,30005,0,2966,1580692,4.34,4.13,5.0
3254146,46630,29,5914,780,0.0,4.06,6103,0,30004,30004,0,2934,1589374,4.33,4.28,5.0
3254150,68330,37,5868,710,0.0,4.08,6114,0,30009,30009,0,2934,1575092,4.33,4.33,5.0
3254152,44385,26,5931,787,0.0,4.06,6100,0,30003,30003,0,2966,1631838,4.34,4.27,5.0
3254154,40906,43,6677,890,0.0,4.03,6849,0,30004,30004,0,2966,1568092,4.34,4.2,5.0
3254245,32015,45,6137,1181,0.0,3.94,6136,0,30006,30006,0,2903,1535392,4.33,3.99,5.0
3254246,33545,55,5491,1603,0.0,3.81,5651,0,30003,30003,0,2934,1584967,4.33,3.71,5.0
3254284,58140,52,5796,1097,0.0,3.96,6023,0,30005,30005,0,2934,1563992,4.33,4.05,5.0
3254297,45804,54,5579,1146,0.0,3.95,5825,0,30008,30008,0,2934,1577135,4.33,4.01,5.0
3254309,26720,52,5785,1268,0.0,3.92,5747,0,30003,30003,0,2966,1566719,4.34,3.93,5.0
3254342,32126,45,5733,1344,0.0,3.89,5931,0,30007,30007,0,2903,1576992,4.33,3.88,5.0
3254346,15843,54,5963,2169,0.0,3.64,5886,0,30004,30004,0,2903,1534092,4.33,3.36,5.0
