ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3042171,18484,31,5663,1119,0.0,3.96,5704,0,30003,30003,0,2934,1549692,4.33,4.03,5.0
3042216,49214,45,6315,996,0.0,4.0,6332,0,30005,30005,0,2966,1591884,4.34,4.12,5.0
3042273,57043,38,5987,829,0.0,4.04,6365,0,30007,30007,0,2903,1576944,4.33,4.24,5.0
3042387,48647,45,6095,861,0.0,4.04,6394,0,30004,30004,0,2934,1566672,4.33,4.22,5.0
3042391,39044,37,6212,861,0.0,4.03,6372,0,30014,30014,0,2903,1543312,4.33,4.22,5.0
3042395,46537,49,6168,919,0.0,4.02,6407,0,30015,30015,0,2934,1616312,4.33,4.18,5.0
3042408,35133,51,6189,1005,0.0,3.99,6348,0,30014,30014,0,2966,1622808,4.34,4.11,5.0
3042419,59054,52,6327,973,0.0,4.0,6388,0,30009,30009,0,2966,1678009,4.34,4.14,5.0
3042424,42773,49,6028,983,0.0,4.0,6347,0,30005,30005,0,2903,1554992,4.33,4.13,5.0
3042453,52727,43,6037,855,0.0,4.03,6360,0,30006,30006,0,2903,1540444,4.33,4.22,5.0
3042461,53530,52,6064,927,0.0,4.02,6368,0,30010,30010,0,2966,1604632,4.34,4.17,5.0
3042495,48029,45,6306,1098,0.0,3.97,6324,0,30006,30006,0,2966,1586084,4.34,4.05,5.0
3042515,48323,38,6182,1094,0.0,3.96,6330,0,30004,30004,0,2903,1555384,4.33,4.05,5.0
3042521,46831,45,6036,948,0.0,4.01,6342,0,30007,30007,0,2903,1581272,4.33,4.16,5.0
3042532,45060,46,6373,1028,0.0,3.98,6374,0,30005,30005,0,2903,1527304,4.33,4.1,5.0
3042550,37960,44,6188,1246,0.0,3.92,6313,0,30006,30006,0,2903,1573972,4.33,3.95,5.0
3042554,35348,43,6180,1160,0.0,3.95,6300,0,30006,30006,0,2966,1571052,4.34,4.0,5.0
3042558,41338,42,6400,1052,0.0,3.98,6389,0,30005,30005,0,2966,1615756,4.34,4.08,5.0
3042578,46050,49,6114,979,0.0,4.0,6382,0,30025,30025,0,2934,1591544,4.33,4.13,5.0
3043253,34698,94,3993,1555,0.0,3.82,3983,0,30006,30006,0,2903,1537782,4.33,3.74,5.0
3043881,20256,79,5318,1802,0.0,3.75,5292,0,30048,30048,0,2934,1555902,4.33,3.58,5.0
3044590,33053,30,5582,923,0.0,4.02,5641,0,30004,30004,0,2966,1831792,4.34,4.17,5.0
3044592,41992,33,5207,832,0.0,4.04,5564,0,30013,30013,0,2934,1539648,4.33,4.24,5.0
3044603,26358,32,5608,1083,0.0,3.97,5637,0,30012,30012,0,2966,1586152,4.34,4.06,5.0
3044615,41080,32,5411,842,0.0,4.04,5554,0,30017,30017,0,2966,1580892,4.34,4.23,5.0
3044616,61409,40,5337,798,0.0,4.05,5737,0,30011,30011,0,2903,1900692,4.33,4.27,5.0
3044644,47675,27,5159,797,0.0,4.05,5646,0,30015,30015,0,2903,1565292,4.33,4.27,5.0
3044646,55500,31,5039,689,0.0,4.09,5714,0,30009,30009,0,2903,1634192,4.33,4.35,5.0
3044647,39217,26,5496,824,0.0,4.05,5610,0,30012,30012,0,2966,1623792,4.34,4.25,5.0
3044653,29936,29,5478,925,0.0,4.02,5619,0,30018,30018,0,2934,1547092,4.33,4.17,5.0
3044659,47615,28,5304,679,0.0,4.09,5631,0,30010,30010,0,2966,1586092,4.34,4.36,5.0
3044666,54640,26,5119,638,0.0,4.1,5695,0,30014,30014,0,2903,1625092,4.33,4.39,5.0
3044674,47400,28,5443,737,0.0,4.07,5679,0,30011,30011,0,2934,1587392,4.33,4.31,5.0
3044675,39952,28,5316,779,0.0,4.06,5578,0,30011,30011,0,2934,1539352,4.33,4.28,5.0
3044677,34591,26,5469,1002,0.0,3.99,5577,0,30077,30077,0,2934,1587392,4.33,4.12,5.0
3044692,42003,28,5509,752,0.0,4.07,5697,0,30003,30003,0,2966,1599092,4.34,4.3,5.0
3044705,48762,29,5263,641,0.0,4.1,5616,0,30026,30026,0,2903,1593892,4.33,4.39,5.0
3044714,30671,27,5515,843,0.0,4.04,5628,0,30008,30008,0,2966,1584792,4.34,4.23,5.0
3044729,42536,29,5463,1055,0.0,3.97,5546,0,30021,30021,0,2903,1539167,4.33,4.08,5.0
3044736,53000,28,5339,637,0.0,4.1,5633,0,30004,30004,0,2903,1579592,4.33,4.39,5.0
3044744,37763,30,5263,910,0.0,4.02,5546,0,30031,30031,0,2903,1567892,4.33,4.18,5.0
3044751,7721,70,5851,6425,0.0,2.41,5228,0,30004,30004,0,2934,1550400,4.33,1.66,5.0
3044756,7159,59,4648,9084,0.0,1.77,3925,0,30003,30003,0,2966,1567017,4.34,1.11,5.0
3044763,10792,73,5865,8101,0.122,1.0,5698,3265,26745,30010,1,2934,1551762,4.33,1.28,2.56
3044770,6467,63,5637,3522,0.039,2.89,5573,1123,28881,30004,1,2934,1541838,4.33,2.67,4.22
3044772,9443,56,6188,2601,0.0,3.51,6142,0,30007,30007,0,2934,1545399,4.33,3.12,5.0
3044793,45136,28,5332,881,0.0,4.03,5602,0,30007,30007,0,2934,1579592,4.33,4.2,5.0
