ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2873301,68344,77,5713,2050,0.0,3.68,5834,0,30006,30006,0,2934,1567452,4.33,3.43,5.0
2873312,19347,38,6255,1150,0.0,3.95,6413,0,30006,30006,0,2934,1559036,4.33,4.01,5.0
2873357,15750,93,6600,1907,0.0,3.72,6684,0,30011,30011,0,2966,1574592,4.34,3.52,5.0
2873365,38780,52,3009,945,0.0,4.01,3380,0,30006,30006,0,2966,1608267,4.34,4.16,5.0
2873369,81900,72,6479,1106,0.0,3.96,6535,0,30005,30005,0,2966,1657192,4.34,4.04,5.0
2873384,47654,21,6127,686,0.0,4.09,6155,0,30013,30013,0,2934,1600292,4.33,4.35,5.0
2873387,23474,37,7095,1064,0.0,3.97,7260,0,30006,30006,0,2903,1558172,4.33,4.07,5.0
2873392,15881,38,6368,2022,0.0,3.68,6350,0,30007,30007,0,2903,1561542,4.33,3.45,5.0
2873396,46484,25,5946,655,0.0,4.1,6153,0,30006,30006,0,2934,1587859,4.33,4.37,5.0
2873407,40994,21,6104,717,0.0,4.08,6129,0,30022,30022,0,2966,1572862,4.34,4.33,5.0
2873409,73687,84,2918,1083,0.0,3.97,3376,0,30016,30016,0,2966,1595052,4.34,4.06,5.0
2873414,15360,49,6102,1603,0.0,3.81,6098,0,30016,30016,0,2966,1605315,4.34,3.71,5.0
2873452,77766,39,6262,728,0.0,4.07,6551,0,30003,30003,0,2903,1617644,4.33,4.32,5.0
2873468,43615,50,6033,963,0.0,4.0,6188,0,30029,30029,0,2934,1545692,4.33,4.14,5.0
2873476,53920,72,6311,1150,0.0,3.95,6352,0,30011,30011,0,2966,1616595,4.34,4.01,5.0
2873493,45547,23,5914,722,0.0,4.08,6110,0,30002,30002,0,2934,1586526,4.33,4.32,5.0
2873494,89044,36,6180,757,0.0,4.07,6229,0,30012,30012,0,2966,1614344,4.34,4.3,5.0
2873505,21333,64,6195,1724,0.0,3.78,6163,0,30003,30003,0,2966,1696932,4.34,3.63,5.0
2873515,21437,67,5645,1888,0.0,3.73,5746,0,30004,30004,0,2966,1584892,4.34,3.53,5.0
2873521,8093,48,5452,3943,0.0,3.12,5342,0,30009,30009,0,2934,1546032,4.33,2.49,5.0
2873522,31987,61,4979,1281,0.0,3.91,5160,0,30015,30015,0,2903,1590883,4.33,3.92,5.0
2873538,67017,41,6146,807,0.0,4.05,6230,0,30006,30006,0,2934,1582092,4.33,4.26,5.0
2873554,76071,63,6553,1147,0.0,3.95,6738,0,30002,30002,0,2934,1555492,4.33,4.01,5.0
2873565,57859,44,6143,886,0.0,4.03,6129,0,30006,30006,0,2966,1592117,4.34,4.2,5.0
2873592,26240,36,6351,1030,0.0,3.98,6418,0,30012,30012,0,2934,1562492,4.33,4.1,5.0
2873596,26347,35,6470,923,0.0,4.02,6596,0,30007,30007,0,2934,1553572,4.33,4.17,5.0
2873599,14218,61,4820,2002,0.0,3.69,4823,0,30007,30007,0,2934,1544292,4.33,3.46,5.0
2873606,20343,63,5258,1825,0.0,3.74,5436,0,30012,30012,0,2903,1576492,4.33,3.57,5.0
2873615,32265,22,6118,859,0.0,4.03,6153,0,30002,30002,0,2903,1537332,4.33,4.22,5.0
2873618,12468,43,6055,2091,0.0,3.67,6069,0,30006,30006,0,2934,1556278,4.33,3.41,5.0
2873619,47940,56,6145,1126,0.0,3.95,6305,0,30009,30009,0,2903,1586292,4.33,4.03,5.0
2873623,37113,22,6151,762,0.0,4.07,6155,0,30003,30003,0,2966,1579292,4.34,4.29,5.0
2873638,29071,32,6195,920,0.0,4.02,6400,0,30006,30006,0,2934,1579772,4.33,4.18,5.0
2873640,53427,57,5304,1527,0.0,3.84,5434,0,30007,30007,0,2966,1651123,4.34,3.76,5.0
2873643,31299,35,5952,886,0.0,4.03,6086,0,30010,30010,0,2934,1557116,4.33,4.2,5.0
2873645,7797,40,3661,2519,0.115,2.28,3662,3098,26914,30012,2,2934,1540092,4.33,3.17,2.7
2873674,44360,22,6063,683,0.0,4.09,6138,0,30015,30015,0,2934,1576492,4.33,4.35,5.0
2873677,48932,22,6114,669,0.0,4.09,6159,0,30004,30004,0,2934,1653532,4.33,4.36,5.0
2873680,12573,143,6185,3441,0.0,3.27,6066,0,30009,30009,0,2966,1570212,4.34,2.71,5.0
2873684,74072,84,3651,1128,0.0,3.96,3934,0,30008,30008,0,2934,1552052,4.33,4.03,5.0
2873686,40656,32,5844,801,0.0,4.06,6092,0,30003,30003,0,2966,1598932,4.34,4.26,5.0
2873698,27633,51,6094,1372,0.0,3.88,6105,0,30012,30012,0,2934,1576492,4.33,3.86,5.0
2873705,85829,39,6339,767,0.0,4.06,6401,0,30004,30004,0,2903,1606574,4.33,4.29,5.0
2873713,53697,65,5371,1160,0.0,3.94,5769,0,30013,30013,0,2903,1538692,4.33,4.0,5.0
2873717,52458,37,6077,768,0.0,4.07,6391,0,30018,30018,0,2966,1575751,4.34,4.29,5.0
2873733,24338,59,6209,1822,0.0,3.75,6238,0,30004,30004,0,2966,1583617,4.34,3.57,5.0
2873736,8312,42,4828,2664,0.027,3.26,4790,780,29225,30005,1,2903,1540092,4.33,3.09,4.46
2873763,75130,37,6502,709,0.0,4.08,7006,0,30009,30009,0,2903,1607606,4.33,4.33,5.0
2873782,15573,50,6099,1529,0.0,3.83,6110,0,30009,30009,0,2903,1538079,4.33,3.76,5.0
2873784,13710,64,5509,1703,0.0,3.78,5531,0,30005,30005,0,2966,1586582,4.34,3.64,5.0
2873794,25812,66,6181,1462,0.0,3.86,6296,0,30003,30003,0,2966,1625127,4.34,3.8,5.0
2873817,35303,26,5681,811,0.0,4.05,6028,0,30052,30052,0,2903,1577892,4.33,4.26,5.0
2873819,29732,37,5122,911,0.0,4.02,5355,0,30004,30004,0,2934,1540892,4.33,4.18,5.0
2873821,56221,47,5795,903,0.0,4.02,6075,0,30011,30011,0,2903,1661567,4.33,4.19,5.0
2873831,17887,93,6345,2441,0.0,3.56,6279,0,30005,30005,0,2966,1572292,4.34,3.21,5.0
2873832,9890,32,5004,5945,0.068,1.9,4607,1918,28084,30002,1,2966,1569192,4.34,1.79,3.64
2873834,65923,52,5956,939,0.0,4.01,6203,0,30007,30007,0,2934,1595756,4.33,4.16,5.0
2873853,35897,35,6251,973,0.0,4.0,6432,0,30013,30013,0,2934,1555786,4.33,4.14,5.0
2873854,45962,49,6880,1004,0.0,3.99,6884,0,30004,30004,0,2934,1618584,4.33,4.12,5.0
2873855,43660,35,6192,879,0.0,4.03,6378,0,30006,30006,0,2966,1626248,4.34,4.21,5.0
2873862,52755,83,3640,2851,0.0,3.44,4049,0,30008,30008,0,2934,1600772,4.33,2.99,5.0
2873864,83075,56,6734,977,0.0,4.0,6780,0,30007,30007,0,2934,1702532,4.33,4.13,5.0
2873868,27961,46,6218,1007,0.0,3.99,6373,0,30005,30005,0,2903,1536572,4.33,4.11,5.0
2873874,11623,40,5426,3506,0.0,3.24,5221,0,30002,30002,0,2903,1537992,4.33,2.68,5.0
2873879,14962,37,4223,1488,0.0,3.84,4384,0,30004,30004,0,2903,1532252,4.33,3.78,5.0
2873889,57932,82,4033,1160,0.0,3.95,4364,0,30016,30016,0,2934,1621692,4.33,4.0,5.0
2873895,51830,35,6281,683,0.0,4.09,6666,0,30006,30006,0,2934,1550370,4.33,4.35,5.0
2873897,27450,58,6187,1363,0.0,3.89,6311,0,30003,30003,0,2966,1581727,4.34,3.87,5.0
2873904,32683,71,6120,1158,0.0,3.94,6247,0,30004,30004,0,2903,1561812,4.33,4.01,5.0
2873907,35590,42,6160,920,0.0,4.02,6312,0,30008,30008,0,2966,1612944,4.34,4.18,5.0
2873913,93515,41,6074,736,0.0,4.07,6668,0,30008,30008,0,2903,1579292,4.33,4.31,5.0
2873932,41760,80,5305,1142,0.0,3.95,5505,0,30006,30006,0,2934,1552172,4.33,4.02,5.0
2873949,26775,24,6208,1217,0.0,3.93,6333,0,30005,30005,0,2934,1559612,4.33,3.97,5.0
