ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2560803,21203,68,5359,1373,0.0,3.88,5562,0,30003,30003,0,2934,1540592,4.33,3.86,5.0
2560810,63729,58,6342,1088,0.0,3.97,6765,0,30002,30002,0,2934,1569692,4.33,4.06,5.0
2560883,8822,61,830,18292,2.415,1.0,812,21221,8786,30007,4,2966,1564530,4.34,1.0,1.0
2560893,23257,74,5527,1439,0.0,3.86,5611,0,30013,30013,0,2966,1608807,4.34,3.81,5.0
2560907,23263,44,6413,1498,0.0,3.85,6392,0,30008,30008,0,2966,1582652,4.34,3.78,5.0
2560950,21125,67,5540,1342,0.0,3.89,5605,0,30013,30013,0,2934,1550952,4.33,3.88,5.0
2560969,28736,53,6242,1419,0.0,3.87,6330,0,30042,30042,0,2903,1528539,4.33,3.83,5.0
2560979,36321,24,5799,754,0.0,4.07,6036,0,30028,30028,0,2966,1568092,4.34,4.3,5.0
2561000,23906,54,6218,1593,0.0,3.81,6173,0,30004,30004,0,2903,1555292,4.33,3.71,5.0
2561004,20921,64,5736,1759,0.0,3.77,5725,0,30004,30004,0,2934,1550478,4.33,3.61,5.0
2561014,10396,74,6078,2426,0.0,3.56,6003,0,30026,30026,0,2903,1529936,4.33,3.22,5.0
2561022,10460,67,5517,2561,0.0,3.52,5533,0,30005,30005,0,2903,1555676,4.33,3.14,5.0
2561036,10664,63,5710,2281,0.0,3.61,5669,0,30004,30004,0,2903,1559576,4.33,3.3,5.0
2561080,45649,46,6125,997,0.0,3.99,6352,0,30008,30008,0,2903,1542332,4.33,4.12,5.0
2561092,22043,50,6389,1638,0.0,3.8,6366,0,30008,30008,0,2966,1576892,4.34,3.68,5.0
2561106,32962,46,6177,1103,0.0,3.96,6347,0,30012,30012,0,2903,1556732,4.33,4.04,5.0
2561130,18953,52,6148,1772,0.0,3.76,6110,0,30027,30027,0,2903,1527176,4.33,3.6,5.0
2561150,52947,52,5942,1020,0.0,3.99,6114,0,30006,30006,0,2966,1638245,4.34,4.1,5.0
2561181,21437,59,6138,1441,0.0,3.86,6154,0,30006,30006,0,2934,1561092,4.33,3.81,5.0
2561186,37942,53,6451,1273,0.0,3.91,6443,0,30023,30023,0,2966,1570076,4.34,3.93,5.0
2561225,28055,22,5447,851,0.0,4.04,5558,0,30007,30007,0,2934,1570892,4.33,4.23,5.0
2561233,69131,60,5928,1043,0.0,3.98,6328,0,30006,30006,0,2934,1624814,4.33,4.09,5.0
2561238,33106,33,6161,1314,0.0,3.9,6153,0,30004,30004,0,2934,1555188,4.33,3.9,5.0
2561246,31299,41,6361,1351,0.0,3.89,6318,0,30006,30006,0,2966,1621532,4.34,3.87,5.0
2561251,33359,23,5848,698,0.0,4.08,6089,0,30019,30019,0,2903,1538732,4.33,4.34,5.0
2561255,50317,58,5844,1117,0.0,3.96,6062,0,30004,30004,0,2934,1560284,4.33,4.03,5.0
2561257,42500,34,6835,1206,0.0,3.93,6910,0,30006,30006,0,2903,1559612,4.33,3.97,5.0
2561259,31828,24,5990,894,0.0,4.03,6043,0,30013,30013,0,2966,1579332,4.34,4.2,5.0
2561262,47652,51,5830,966,0.0,4.01,6017,0,30013,30013,0,2966,1596134,4.34,4.14,5.0
2561270,35328,52,6412,1149,0.0,3.95,6413,0,30006,30006,0,2934,1598116,4.33,4.01,5.0
2561327,25379,23,6082,1055,0.0,3.98,6052,0,30031,30031,0,2966,1570892,4.34,4.08,5.0
2561344,12227,48,6096,1968,0.0,3.7,6069,0,30010,30010,0,2903,1527637,4.33,3.48,5.0
2561371,11812,24,6106,1648,0.0,3.8,6099,0,30011,30011,0,2934,1562492,4.33,3.68,5.0
2561377,17123,25,5919,1137,0.0,3.95,6025,0,30075,30075,0,2966,1575092,4.34,4.02,5.0
2561388,11921,29,5338,1597,0.0,3.81,5331,0,30056,30056,0,2934,1562532,4.33,3.71,5.0
2561395,70168,57,6006,1047,0.0,3.98,6095,0,30002,30002,0,2903,1603304,4.33,4.08,5.0
2561400,18484,23,5862,1040,0.0,3.98,6061,0,30019,30019,0,2934,1545732,4.33,4.09,5.0
2561414,44763,40,6252,965,0.0,4.01,6360,0,30004,30004,0,2966,1728092,4.34,4.14,5.0
2561437,21556,47,5524,1187,0.0,3.94,5608,0,30007,30007,0,2934,1550076,4.33,3.99,5.0
2561439,26916,38,6202,1312,0.0,3.9,6300,0,30010,30010,0,2966,1605692,4.34,3.9,5.0
2561451,81173,37,5955,835,0.0,4.04,6675,0,30013,30013,0,2934,1588412,4.33,4.24,5.0
2561453,31961,50,5925,1133,0.0,3.96,6080,0,30003,30003,0,2966,1574624,4.34,4.02,5.0
