ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3077132,5031,60,3788,5113,0.069,2.12,3713,1944,28059,30003,1,2966,1563932,4.34,2.05,3.62
3077140,105674,33,6100,580,0.0,4.12,6197,0,30010,30010,0,2966,1860692,4.34,4.43,5.0
3077178,55131,57,6345,1162,0.0,3.94,6511,0,30003,30003,0,2903,1583609,4.33,4.0,5.0
3077195,51394,62,5918,1094,0.0,3.97,5888,0,30006,30006,0,2966,1609796,4.34,4.05,5.0
3077271,102666,29,5859,570,0.0,4.13,6059,0,30008,30008,0,2966,1787388,4.34,4.44,5.0
3077304,52088,36,5828,730,0.0,4.07,6124,0,30006,30006,0,2903,1560342,4.33,4.32,5.0
3077307,5687,64,5717,4574,0.0,2.93,5410,0,30002,30002,0,2903,1527532,4.33,2.24,5.0
3077324,60266,29,5854,630,0.0,4.11,6135,0,30008,30008,0,2934,1547092,4.33,4.39,5.0
3077343,67919,29,5479,603,0.0,4.12,6064,0,30021,30021,0,2966,1682892,4.34,4.42,5.0
3077359,35231,28,6065,895,0.0,4.03,6103,0,30007,30007,0,2934,1610092,4.33,4.19,5.0
3077382,41569,31,5841,800,0.0,4.05,6075,0,30007,30007,0,2903,1608692,4.33,4.27,5.0
3077388,44594,30,4556,679,0.0,4.09,4686,0,30006,30006,0,2934,1542892,4.33,4.36,5.0
3077443,37037,38,5390,1160,0.0,3.94,5376,0,30002,30002,0,2903,1670764,4.33,4.0,5.0
3077485,82626,32,6107,670,0.0,4.1,6132,0,30006,30006,0,2966,1711676,4.34,4.36,5.0
3077501,4375,38,5915,4468,0.0,2.96,5661,0,30004,30004,0,2903,1537292,4.33,2.28,5.0
3077520,47468,38,6109,920,0.0,4.02,6114,0,30003,30003,0,2903,1528892,4.33,4.18,5.0
3077527,40613,35,5667,818,0.0,4.05,6009,0,30009,30009,0,2903,1548566,4.33,4.25,5.0
3077551,75029,29,5686,598,0.0,4.12,6122,0,30009,30009,0,2966,1587692,4.34,4.42,5.0
3077585,72853,29,5480,593,0.0,4.12,6036,0,30020,30020,0,2966,1593596,4.34,4.42,5.0
3077614,47627,43,6236,1103,0.0,3.97,6377,0,30006,30006,0,2966,1645092,4.34,4.04,5.0
3077626,61877,28,5704,621,0.0,4.11,6114,0,30004,30004,0,2966,1601060,4.34,4.4,5.0
3077660,45828,34,5850,724,0.0,4.07,6104,0,30004,30004,0,2903,1570126,4.33,4.32,5.0
3077678,77804,29,5623,595,0.0,4.12,6074,0,30007,30007,0,2966,1595420,4.34,4.42,5.0
3077684,38370,34,5832,824,0.0,4.04,6067,0,30006,30006,0,2903,1556892,4.33,4.25,5.0
3077701,50780,33,5963,815,0.0,4.05,6106,0,30019,30019,0,2903,1542438,4.33,4.25,5.0
3077720,45081,35,5838,770,0.0,4.06,6024,0,30004,30004,0,2903,1600230,4.33,4.29,5.0
3077727,34656,28,5806,877,0.0,4.03,6030,0,30087,30087,0,2934,1544292,4.33,4.21,5.0
3077736,28000,39,6149,1256,0.0,3.91,6128,0,30004,30004,0,2903,1538692,4.33,3.94,5.0
3077744,67511,29,5664,595,0.0,4.12,6043,0,30007,30007,0,2966,1586292,4.34,4.42,5.0
3077803,6280,43,6090,3204,0.032,3.05,6062,927,29077,30004,1,2934,1549016,4.33,2.82,4.36
3077847,66781,31,5703,620,0.0,4.11,6118,0,30005,30005,0,2966,1584892,4.34,4.4,5.0
3077878,50512,36,5829,855,0.0,4.03,6028,0,30003,30003,0,2903,1576976,4.33,4.22,5.0
3077898,32378,26,5897,958,0.0,4.01,6057,0,30007,30007,0,2934,1600292,4.33,4.15,5.0
3077917,41306,31,5685,762,0.0,4.07,5943,0,30003,30003,0,2934,1563892,4.33,4.29,5.0
3077953,25600,46,5898,1336,0.0,3.89,5877,0,30007,30007,0,2934,1589182,4.33,3.88,5.0
3077959,45465,32,5694,733,0.0,4.08,6093,0,30026,30026,0,2966,1600292,4.34,4.32,5.0
3077967,42000,26,5920,822,0.0,4.05,6041,0,30004,30004,0,2966,1663724,4.34,4.25,5.0
