ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2934872,27208,50,6425,1105,0.0,3.96,6516,0,30004,30004,0,2966,1580548,4.34,4.04,5.0
2934876,44483,21,6181,643,0.0,4.1,6238,0,30003,30003,0,2934,1572292,4.33,4.38,5.0
2934918,19032,58,5699,1652,0.0,3.8,5687,0,30007,30007,0,2934,1551463,4.33,3.68,5.0
2934887,20872,61,6148,1568,0.0,3.82,6300,0,30003,30003,0,2934,1543772,4.33,3.73,5.0
2934889,17727,38,6332,1151,0.0,3.95,6533,0,30002,30002,0,2903,1550708,4.33,4.01,5.0
2934891,11203,42,6441,2281,0.0,3.61,6381,0,30003,30003,0,2903,1539194,4.33,3.3,5.0
2934893,4164,50,1634,6095,0.772,1.0,1677,13071,16934,30005,6,2903,1527592,4.33,1.75,1.0
2934896,40340,27,5806,804,0.0,4.06,6054,0,30007,30007,0,2966,1638732,4.34,4.26,5.0
2934912,14640,76,5295,2526,0.0,3.53,5235,0,30008,30008,0,2903,1557492,4.33,3.16,5.0
2934914,15539,80,5637,2079,0.0,3.67,5626,0,30004,30004,0,2903,1545896,4.33,3.41,5.0
2934915,52128,65,6135,1096,0.0,3.96,6526,0,30005,30005,0,2934,1542092,4.33,4.05,5.0
2934917,36008,76,5768,1315,0.0,3.9,5849,0,30016,30016,0,2934,1570452,4.33,3.9,5.0
2934926,42765,38,5898,832,0.0,4.04,6078,0,30003,30003,0,2903,1563892,4.33,4.24,5.0
2934932,22294,52,6224,1398,0.0,3.87,6330,0,30004,30004,0,2903,1573662,4.33,3.84,5.0
2934941,67379,51,3323,844,0.0,4.04,3720,0,30012,30012,0,2903,1646387,4.33,4.23,5.0
2934948,50512,55,6005,1051,0.0,3.98,6308,0,30006,30006,0,2966,1588412,4.34,4.08,5.0
2934949,24281,49,5899,1367,0.0,3.89,5942,0,30006,30006,0,2966,1582582,4.34,3.86,5.0
2934950,52877,64,6043,1030,0.0,3.98,6125,0,30005,30005,0,2934,1589542,4.33,4.1,5.0
2934953,61473,83,6069,1334,0.0,3.89,6133,0,30004,30004,0,2903,1553592,4.33,3.88,5.0
2934955,11375,48,4100,2293,0.0,3.61,4076,0,30009,30009,0,2966,1565292,4.34,3.29,5.0
2934972,18259,39,6335,1202,0.0,3.93,6544,0,30002,30002,0,2934,1568808,4.33,3.98,5.0
2934973,14652,77,6234,3310,0.0,3.3,6027,0,30010,30010,0,2903,1534944,4.33,2.77,5.0
2934977,92280,30,5986,593,0.0,4.11,6489,0,30002,30002,0,2903,1537510,4.33,4.42,5.0
2934979,55893,55,6001,925,0.0,4.02,6286,0,30003,30003,0,2934,1552366,4.33,4.17,5.0
2934982,84031,63,2838,885,0.0,4.03,3582,0,30007,30007,0,2966,1624163,4.34,4.2,5.0
2935000,78133,63,6160,886,0.0,4.03,6414,0,30019,30019,0,2903,1579136,4.33,4.2,5.0
2935007,25234,27,6185,927,0.0,4.01,6366,0,30006,30006,0,2903,1527932,4.33,4.17,5.0
2935015,15701,55,5678,1627,0.0,3.8,5669,0,30009,30009,0,2903,1534564,4.33,3.69,5.0
2935017,18982,41,6156,1492,0.0,3.84,6134,0,30006,30006,0,2903,1531492,4.33,3.78,5.0
2935023,24059,56,6121,1422,0.0,3.86,6288,0,30003,30003,0,2903,1540892,4.33,3.83,5.0
2935035,86175,39,6644,720,0.0,4.08,7084,0,30012,30012,0,2903,1559612,4.33,4.33,5.0
2935037,15385,38,5620,1437,0.0,3.86,5621,0,30004,30004,0,2903,1540592,4.33,3.82,5.0
2935041,34537,55,6268,1142,0.0,3.95,6399,0,30004,30004,0,2903,1530116,4.33,4.02,5.0
2935052,49861,67,6019,1072,0.0,3.97,6113,0,30003,30003,0,2966,1613672,4.34,4.07,5.0
2935055,9039,51,5722,2319,0.0,3.6,5674,0,30003,30003,0,2903,1529364,4.33,3.28,5.0
2935057,19710,38,6127,1316,0.0,3.9,6104,0,30007,30007,0,2966,1576992,4.34,3.9,5.0
2935063,55027,69,3582,1272,0.0,3.91,4068,0,30005,30005,0,2934,1565092,4.33,3.93,5.0
2935069,36573,64,6327,4633,0.0,2.92,5752,0,30027,30027,0,2934,1542436,4.33,2.22,5.0
2935071,28462,36,4660,970,0.0,4.0,4956,0,30005,30005,0,2903,1553852,4.33,4.14,5.0
2935073,9329,49,5870,2162,0.0,3.65,5836,0,30012,30012,0,2966,1579292,4.34,3.37,5.0
2935128,34125,21,5976,948,0.0,4.01,5961,0,30004,30004,0,2966,1597792,4.34,4.16,5.0
2935077,47865,64,6226,1083,0.0,3.97,6458,0,30002,30002,0,2934,1544972,4.33,4.06,5.0
2935079,25796,57,5761,1218,0.0,3.93,5951,0,30005,30005,0,2966,1574560,4.34,3.96,5.0
2935080,49920,52,3330,873,0.044,3.63,3630,1270,28735,30005,1,2903,1536092,4.33,4.21,4.12
2935084,22094,35,6349,1464,0.0,3.85,6479,0,30004,30004,0,2934,1546184,4.33,3.8,5.0
2935090,5879,53,2628,5450,0.615,1.0,2541,11423,18580,30003,7,2903,1527351,4.33,1.94,1.0
2935091,12022,32,5273,1653,0.0,3.8,5274,0,30005,30005,0,2966,1568381,4.34,3.68,5.0
2935098,41724,70,3474,1210,0.0,3.93,3685,0,30004,30004,0,2966,1589032,4.34,3.97,5.0
2935101,53887,67,3688,982,0.0,4.0,4087,0,30004,30004,0,2934,1539412,4.33,4.13,5.0
2935110,22362,56,6098,1461,0.0,3.85,6284,0,30007,30007,0,2903,1569692,4.33,3.8,5.0
2935119,12100,97,5718,2444,0.0,3.56,5700,0,30007,30007,0,2934,1548496,4.33,3.21,5.0
2935120,31050,41,6140,1108,0.0,3.96,6336,0,30002,30002,0,2966,1589852,4.34,4.04,5.0
2935121,20279,35,6337,1105,0.0,3.96,6547,0,30003,30003,0,2903,1547796,4.33,4.04,5.0
