ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2866390,6890,30,1924,4649,1.599,1.0,1934,18460,11545,30005,7,2903,1530292,4.33,2.21,1.0
2866417,10658,67,2496,2388,0.51,1.0,2671,10136,19867,30003,5,2934,1540008,4.33,3.24,1.0
2866423,69458,63,6274,1026,0.0,3.99,6276,0,30018,30018,0,2934,1644262,4.33,4.1,5.0
2866458,40176,19,6524,1260,0.0,3.92,6585,0,30003,30003,0,2966,1568322,4.34,3.94,5.0
2866477,18585,99,5590,1947,0.0,3.71,5630,0,30013,30013,0,2903,1538179,4.33,3.49,5.0
2866480,28211,18,5894,858,0.0,4.04,6063,0,30004,30004,0,2966,1566692,4.34,4.22,5.0
2866486,58745,54,6300,1008,0.0,3.99,6304,0,30018,30018,0,2934,1605022,4.33,4.11,5.0
2866490,24582,42,5860,1256,0.0,3.92,6032,0,30002,30002,0,2966,1576532,4.34,3.94,5.0
2866492,21100,100,5617,1919,0.0,3.72,5636,0,30003,30003,0,2903,1563689,4.33,3.51,5.0
2866515,20718,85,5632,1810,0.0,3.75,5643,0,30007,30007,0,2903,1532489,4.33,3.58,5.0
2866529,45452,22,5931,691,0.0,4.09,6116,0,30003,30003,0,2966,1594692,4.34,4.35,5.0
2866540,88226,50,6118,883,0.0,4.03,6494,0,30005,30005,0,2903,1712292,4.33,4.2,5.0
2866546,56988,39,6359,780,0.0,4.06,6352,0,30003,30003,0,2966,1603865,4.34,4.28,5.0
2866550,45798,21,5913,685,0.0,4.09,6115,0,30004,30004,0,2934,1577892,4.33,4.35,5.0
2866555,86437,64,6038,953,0.0,4.01,6187,0,30016,30016,0,2934,1604292,4.33,4.15,5.0
2866559,15005,34,2197,1810,0.022,3.56,2219,655,29348,30003,1,2934,1552692,4.33,3.58,4.56
2866562,87160,57,6443,995,0.0,3.99,6652,0,30003,30003,0,2903,1706732,4.33,4.12,5.0
2866574,7437,34,2633,3677,0.042,2.82,2645,1215,28789,30004,1,2903,1528720,4.33,2.6,4.16
2866577,29317,46,5925,1146,0.0,3.95,6067,0,30004,30004,0,2934,1554092,4.33,4.01,5.0
2866585,91184,49,6109,792,0.0,4.05,6503,0,30003,30003,0,2903,1636732,4.33,4.27,5.0
2866611,41945,20,6137,742,0.0,4.07,6140,0,30001,30001,0,2966,1628332,4.34,4.31,5.0
2866622,84000,58,6873,1015,0.0,3.99,6866,0,30003,30003,0,2903,1701132,4.33,4.11,5.0
2866645,56000,62,5902,976,0.0,4.0,6195,0,30003,30003,0,2934,1601692,4.33,4.14,5.0
2866668,52997,56,6001,1520,0.0,3.83,5905,0,30003,30003,0,2903,1548572,4.33,3.76,5.0
2866669,26800,59,6022,1335,0.0,3.9,6017,0,30006,30006,0,2966,1585316,4.34,3.88,5.0
2866688,44580,48,6102,925,0.0,4.01,6149,0,30003,30003,0,2903,1544292,4.33,4.17,5.0
2866689,60481,54,5444,1002,0.0,3.99,5626,0,30016,30016,0,2934,1583492,4.33,4.12,5.0
2866691,89020,29,6658,573,0.0,4.13,6851,0,30002,30002,0,2966,1752932,4.34,4.44,5.0
2866693,19500,119,5656,2077,0.0,3.67,5669,0,30009,30009,0,2934,1542929,4.33,3.42,5.0
2866694,20343,63,6193,2170,0.0,3.65,6162,0,30006,30006,0,2966,1565417,4.34,3.36,5.0
2866695,47360,77,8768,1188,0.0,3.94,9102,0,30020,30020,0,2934,1564684,4.33,3.99,5.0
2866698,50899,21,5935,649,0.0,4.1,6121,0,30002,30002,0,2934,1554132,4.33,4.38,5.0
2866705,26613,48,6304,1372,0.0,3.88,6275,0,30002,30002,0,2934,1550590,4.33,3.86,5.0
2866718,21653,104,5785,1718,0.0,3.78,5937,0,30003,30003,0,2966,1565292,4.34,3.63,5.0
