ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3087516,21009,35,5371,1193,0.0,3.93,5498,0,30013,30013,0,2903,1544492,4.33,3.98,5.0
3087518,48217,31,5341,767,0.0,4.06,5640,0,30032,30032,0,2934,1593996,4.33,4.29,5.0
3087533,23547,39,5578,1346,0.0,3.89,5597,0,30011,30011,0,2934,1539520,4.33,3.88,5.0
3087537,47344,36,5244,768,0.0,4.07,5672,0,30007,30007,0,2966,1584792,4.34,4.29,5.0
3087554,70760,45,5233,762,0.0,4.07,5747,0,30006,30006,0,2966,1708292,4.34,4.29,5.0
3087558,52693,38,5196,730,0.0,4.08,5751,0,30013,30013,0,2934,1582192,4.33,4.32,5.0
3087568,39900,47,5480,924,0.0,4.02,5615,0,30011,30011,0,2934,1545792,4.33,4.17,5.0
3087571,34128,37,5474,958,0.0,4.0,5627,0,30015,30015,0,2903,1601692,4.33,4.15,5.0
3087572,28624,39,5519,1123,0.0,3.95,5576,0,30014,30014,0,2903,1554892,4.33,4.03,5.0
3087582,51710,38,5527,764,0.0,4.07,5822,0,30023,30023,0,2934,1612632,4.33,4.29,5.0
3087587,34297,39,5462,955,0.0,4.0,5651,0,30018,30018,0,2903,1600163,4.33,4.15,5.0
3087588,50648,38,5519,823,0.0,4.05,5704,0,30009,30009,0,2934,1641416,4.33,4.25,5.0
3087591,30300,44,5505,1045,0.0,3.98,5720,0,30008,30008,0,2903,1552651,4.33,4.09,5.0
3087593,56543,35,5183,754,0.0,4.07,5843,0,30013,30013,0,2903,1632892,4.33,4.3,5.0
3087606,82089,35,5265,718,0.0,4.08,5718,0,30009,30009,0,2966,1748592,4.34,4.33,5.0
3087607,57494,36,5207,770,0.0,4.06,5804,0,30009,30009,0,2903,1627692,4.33,4.29,5.0
3087618,44789,39,5343,985,0.0,4.0,5541,0,30007,30007,0,2966,1588692,4.34,4.13,5.0
3087620,47216,33,5454,755,0.0,4.07,5725,0,30015,30015,0,2934,1566592,4.33,4.3,5.0
3087624,80704,35,5344,648,0.0,4.1,5830,0,30009,30009,0,2966,1604292,4.34,4.38,5.0
3087626,79560,36,5252,672,0.0,4.1,5745,0,30011,30011,0,2966,1686192,4.34,4.36,5.0
3087628,48048,43,5492,868,0.0,4.03,5833,0,30008,30008,0,2903,1556192,4.33,4.21,5.0
3087641,73988,36,5345,712,0.0,4.08,5614,0,30018,30018,0,2903,1528892,4.33,4.33,5.0
3087642,64422,36,4950,709,0.0,4.08,5704,0,30008,30008,0,2934,1628992,4.33,4.33,5.0
3087649,91420,33,5252,667,0.0,4.1,5800,0,30003,30003,0,2966,1649792,4.34,4.37,5.0
3087648,72300,38,5250,691,0.0,4.09,5834,0,30019,30019,0,2966,1575692,4.34,4.35,5.0
3087663,80345,37,5274,657,0.0,4.1,5788,0,30019,30019,0,2934,1599092,4.33,4.37,5.0
3087667,33312,39,5622,867,0.0,4.03,5754,0,30017,30017,0,2903,1553592,4.33,4.22,5.0
3087672,97448,36,5695,669,0.0,4.1,5890,0,30004,30004,0,2966,1751192,4.34,4.36,5.0
3087684,63648,38,5523,763,0.0,4.07,5723,0,30010,30010,0,2934,1665496,4.33,4.29,5.0
3087689,81988,35,5345,695,0.0,4.09,5822,0,30004,30004,0,2966,1661492,4.34,4.34,5.0
3087694,54288,34,5473,703,0.0,4.08,5813,0,30010,30010,0,2903,1536692,4.33,4.34,5.0
3087698,58414,36,5452,728,0.0,4.08,5861,0,30031,30031,0,2934,1587748,4.33,4.32,5.0
3087699,61100,33,5423,704,0.0,4.08,5768,0,30003,30003,0,2934,1545792,4.33,4.34,5.0
3087704,45400,40,5622,804,0.0,4.05,5913,0,30008,30008,0,2934,1584792,4.33,4.26,5.0
3087707,59612,31,5318,697,0.0,4.08,5801,0,30012,30012,0,2903,1599260,4.33,4.34,5.0
3087714,37725,34,5539,867,0.0,4.03,5681,0,30006,30006,0,2903,1527592,4.33,4.22,5.0
3087718,50249,33,5420,704,0.0,4.08,5913,0,30019,30019,0,2934,1545792,4.33,4.34,5.0
3087743,90133,34,5439,725,0.0,4.08,5770,0,30011,30011,0,2966,1794955,4.34,4.32,5.0
3087749,46800,38,5616,813,0.0,4.05,5815,0,30016,30016,0,2903,1541892,4.33,4.26,5.0
3087767,66768,35,5229,704,0.0,4.08,5674,0,30018,30018,0,2903,1536692,4.33,4.34,5.0
3087807,30773,32,5505,864,0.0,4.03,5703,0,30014,30014,0,2934,1589016,4.33,4.22,5.0
3087809,28080,32,5617,1055,0.0,3.97,5676,0,30023,30023,0,2903,1578292,4.33,4.08,5.0
3087810,25705,33,5518,1181,0.0,3.94,5593,0,30008,30008,0,2934,1581143,4.33,3.99,5.0
3087813,24521,34,5485,1041,0.0,3.98,5567,0,30003,30003,0,2903,1550992,4.33,4.09,5.0
3087815,77227,32,5455,685,0.0,4.09,5794,0,30009,30009,0,2966,1608192,4.34,4.35,5.0
3087820,55237,31,5298,730,0.0,4.08,5718,0,30022,30022,0,2934,1674492,4.33,4.32,5.0
