ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2909779,46462,59,6207,971,0.0,4.0,6521,0,30003,30003,0,2934,1600372,4.33,4.14,5.0
2909783,37440,35,6146,928,0.0,4.02,6386,0,30013,30013,0,2934,1542332,4.33,4.17,5.0
2909789,54883,66,5681,1033,0.0,3.98,5776,0,30004,30004,0,2903,1560092,4.33,4.09,5.0
2909790,8740,73,893,6957,2.818,1.0,893,22145,7859,30004,3,2966,1565373,4.34,1.53,1.0
2909798,14656,24,5929,1257,0.0,3.92,6059,0,30004,30004,0,2934,1551292,4.33,3.94,5.0
2909799,35325,64,4536,1385,0.0,3.88,4613,0,30006,30006,0,2903,1562390,4.33,3.85,5.0
2909806,27952,62,6240,1365,0.0,3.88,6366,0,30003,30003,0,2934,1554548,4.33,3.86,5.0
2909809,17265,40,5554,1444,0.0,3.86,5721,0,30004,30004,0,2934,1544492,4.33,3.81,5.0
2909816,45036,53,6031,1140,0.0,3.95,6130,0,30004,30004,0,2934,1580193,4.33,4.02,5.0
2909823,63969,67,4790,1129,0.0,3.95,5422,0,30006,30006,0,2934,1634544,4.33,4.03,5.0
2909827,56846,38,6484,886,0.0,4.03,6672,0,30005,30005,0,2903,1615772,4.33,4.2,5.0
2909831,24336,32,5505,1167,0.0,3.94,5558,0,30009,30009,0,2903,1552292,4.33,4.0,5.0
2909839,16426,53,6169,1856,0.0,3.74,6123,0,30006,30006,0,2934,1548492,4.33,3.55,5.0
2909847,23540,34,6070,1022,0.0,3.98,6115,0,30008,30008,0,2903,1548492,4.33,4.1,5.0
2909861,4164,78,1334,13086,2.322,1.0,1321,20973,9031,30004,6,2903,1529030,4.33,1.0,1.0
2909878,26550,54,6228,1176,0.0,3.94,6266,0,30006,30006,0,2966,1563972,4.34,3.99,5.0
2909882,47559,54,5045,1030,0.0,3.99,5341,0,30005,30005,0,2966,1624412,4.34,4.1,5.0
2909888,24171,49,5868,1369,0.0,3.89,6020,0,30003,30003,0,2966,1591892,4.34,3.86,5.0
2909889,20902,31,5613,1215,0.0,3.93,5605,0,30010,30010,0,2966,1565292,4.34,3.97,5.0
2909896,36480,58,6144,1243,0.0,3.92,6328,0,30007,30007,0,2903,1567822,4.33,3.95,5.0
2909900,25703,30,5925,890,0.0,4.03,6093,0,30004,30004,0,2966,1608692,4.34,4.2,5.0
2909902,82346,37,6308,711,0.0,4.08,6736,0,30023,30023,0,2903,1610012,4.33,4.33,5.0
