ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2944065,47904,23,5938,653,0.0,4.1,6126,0,30003,30003,0,2934,1565332,4.33,4.38,5.0
2944066,15531,49,6254,1530,0.0,3.83,6353,0,30002,30002,0,2934,1543592,4.33,3.75,5.0
2944071,71383,83,3606,1087,0.0,3.97,3966,0,30011,30011,0,2934,1642363,4.33,4.06,5.0
2944076,71515,58,3271,1348,0.0,3.89,3274,0,30019,30019,0,2966,1677292,4.34,3.88,5.0
2944077,19873,48,5786,1348,0.0,3.89,5916,0,30002,30002,0,2903,1541892,4.33,3.88,5.0
2944081,83105,71,5903,953,0.0,4.01,6238,0,30016,30016,0,2903,1608643,4.33,4.15,5.0
2944082,39703,121,6818,2478,0.0,3.55,6741,0,30003,30003,0,2966,1632981,4.34,3.19,5.0
2944091,18556,51,6201,1699,0.0,3.79,6161,0,30013,30013,0,2966,1579592,4.34,3.65,5.0
2944102,35392,35,5909,879,0.0,4.03,6078,0,30004,30004,0,2903,1542892,4.33,4.21,5.0
2944104,19167,114,6114,2756,0.0,3.47,5993,0,30003,30003,0,2903,1586292,4.33,3.04,5.0
2944107,71723,41,5197,761,0.0,4.07,5439,0,30003,30003,0,2966,1655462,4.34,4.29,5.0
2944120,46447,50,6055,1006,0.0,3.99,6153,0,30002,30002,0,2903,1708092,4.33,4.11,5.0
2944123,24748,46,5714,1393,0.0,3.88,5704,0,30005,30005,0,2966,1595192,4.34,3.85,5.0
2944131,22227,52,5904,1545,0.0,3.83,5887,0,30005,30005,0,2934,1548392,4.33,3.74,5.0
2944134,12906,131,739,3434,2.837,1.0,831,22188,7821,30009,2,2966,1563892,4.34,2.71,1.0
2944138,25128,79,3313,1755,0.036,3.45,3286,1029,28974,30003,1,2966,1571415,4.34,3.61,4.28
2944140,28448,127,6493,2640,0.0,3.5,6569,0,30004,30004,0,2934,1547092,4.33,3.1,5.0
2944145,18928,48,6176,1657,0.0,3.8,6144,0,30005,30005,0,2966,1612092,4.34,3.67,5.0
2944152,27421,55,5640,1180,0.0,3.94,5694,0,30007,30007,0,2903,1549692,4.33,3.99,5.0
2944165,8360,64,5680,3109,0.0,3.36,5644,0,30013,30013,0,2903,1528082,4.33,2.86,5.0
2944166,14324,81,5904,2625,0.0,3.51,5820,0,30007,30007,0,2903,1536692,4.33,3.11,5.0
2944169,57267,59,4350,1035,0.0,3.98,4688,0,30012,30012,0,2903,1583892,4.33,4.09,5.0
2944170,36477,121,4614,2713,0.015,3.35,4562,437,29568,30005,1,2966,1601692,4.34,3.06,4.7
2944173,109992,57,6068,812,0.0,4.05,6239,0,30005,30005,0,2966,1875372,4.34,4.26,5.0
2944182,5847,148,6039,6928,0.0,2.28,5453,0,30003,30003,0,2934,1543989,4.33,1.53,5.0
2944183,13000,52,5674,1862,0.0,3.73,5679,0,30006,30006,0,2903,1541892,4.33,3.54,5.0
2944189,16200,58,6199,1837,0.0,3.74,6170,0,30003,30003,0,2934,1544492,4.33,3.56,5.0
2944198,42218,45,6121,970,0.0,4.0,6143,0,30007,30007,0,2903,1544292,4.33,4.14,5.0
2944202,13172,75,5973,2585,0.023,3.32,5925,682,29325,30007,1,2903,1540592,4.33,3.13,4.54
2944204,40804,68,3794,1315,0.0,3.9,3989,0,30007,30007,0,2966,1607812,4.34,3.9,5.0
2944207,17171,72,6055,2097,0.0,3.67,5972,0,30004,30004,0,2966,1577944,4.34,3.4,5.0
2944213,4976,62,2334,6742,0.867,1.0,2322,13934,16072,30006,7,2934,1544101,4.33,1.58,1.0
2944219,16046,49,6224,1659,0.0,3.8,6192,0,30003,30003,0,2966,1567892,4.34,3.67,5.0
2944224,26304,69,2210,1498,0.671,1.0,2428,12057,17956,30013,6,2934,1554092,4.33,3.78,1.0
2944226,100060,56,5682,843,0.0,4.04,6192,0,30015,30015,0,2966,1723332,4.34,4.23,5.0
2944233,17875,66,6084,2141,0.0,3.65,6021,0,30003,30003,0,2903,1556192,4.33,3.38,5.0
2944236,43136,59,3979,1064,0.0,3.97,4310,0,30007,30007,0,2903,1604316,4.33,4.07,5.0
2944247,32307,47,5879,1117,0.0,3.96,6017,0,30003,30003,0,2966,1568092,4.34,4.03,5.0
2944248,20718,47,5782,1298,0.0,3.91,5900,0,30006,30006,0,2966,1582192,4.34,3.91,5.0
2944251,74267,57,5800,884,0.0,4.03,6202,0,30007,30007,0,2966,1671412,4.34,4.2,5.0
2944253,60965,68,3733,984,0.0,4.0,4243,0,30004,30004,0,2966,1605140,4.34,4.13,5.0
2944255,63472,22,6130,569,0.0,4.13,6128,0,30002,30002,0,2966,1599477,4.34,4.44,5.0
2944266,55734,69,2805,1052,0.0,3.98,3256,0,30014,30014,0,2966,1611372,4.34,4.08,5.0
2944268,16792,55,6210,1840,0.0,3.74,6170,0,30010,30010,0,2934,1554892,4.33,3.56,5.0
