ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2470858,30943,43,6304,1163,0.0,3.95,6355,0,30006,30006,0,2966,1595872,4.34,4.0,5.0
2470870,15985,48,5757,1396,0.0,3.88,5755,0,30004,30004,0,2966,1566860,4.34,3.84,5.0
2470874,16089,52,5747,1497,0.0,3.84,5741,0,30027,30027,0,2903,1548653,4.33,3.78,5.0
2470875,28010,44,6292,1035,0.0,3.98,6407,0,30010,30010,0,2934,1554992,4.33,4.09,5.0
2470880,16046,42,5711,1353,0.0,3.89,5704,0,30006,30006,0,2966,1600660,4.34,3.87,5.0
2470881,35938,43,6208,929,0.0,4.02,6408,0,30009,30009,0,2934,1611932,4.33,4.17,5.0
2470884,37208,38,6160,857,0.0,4.03,6382,0,30012,30012,0,2903,1579812,4.33,4.22,5.0
2470889,15485,42,5750,1378,0.0,3.88,5765,0,30011,30011,0,2934,1561660,4.33,3.86,5.0
2470897,15347,47,5744,1368,0.0,3.88,5768,0,30004,30004,0,2934,1556460,4.33,3.86,5.0
2470907,16224,54,5514,1489,0.0,3.85,5629,0,30005,30005,0,2966,1566860,4.34,3.78,5.0
2470908,45397,71,6039,1176,0.0,3.94,6356,0,30017,30017,0,2903,1610472,4.33,3.99,5.0
2470918,15843,50,5715,1422,0.0,3.86,5727,0,30004,30004,0,2903,1536953,4.33,3.83,5.0
2470954,15498,60,5538,1471,0.0,3.85,5670,0,30004,30004,0,2903,1533053,4.33,3.79,5.0
2470965,7210,50,5718,3460,0.027,3.02,5589,798,29208,30006,1,2934,1548580,4.33,2.7,4.46
2470967,16046,60,5721,1591,0.0,3.81,5721,0,30005,30005,0,2903,1527853,4.33,3.72,5.0
2470968,15742,58,5735,1490,0.0,3.85,5727,0,30007,30007,0,2966,1574660,4.34,3.78,5.0
2470973,15437,52,5748,1482,0.0,3.85,5756,0,30004,30004,0,2934,1553860,4.33,3.79,5.0
2470977,15437,53,5776,2744,0.0,3.47,5770,0,30006,30006,0,2934,1540860,4.33,3.05,5.0
2470985,15600,47,5711,1442,0.0,3.86,5724,0,30004,30004,0,2903,1563645,4.33,3.81,5.0
2471115,36429,54,5925,1186,0.0,3.94,5985,0,30006,30006,0,2934,1541056,4.33,3.99,5.0
2471581,31025,44,6158,1114,0.0,3.96,6365,0,30010,30010,0,2934,1588572,4.33,4.04,5.0
2471588,25894,43,6291,1171,0.0,3.94,6383,0,30004,30004,0,2934,1546232,4.33,4.0,5.0
2471603,26108,42,6371,1270,0.0,3.91,6401,0,30005,30005,0,2934,1584192,4.33,3.93,5.0
2471613,26795,42,6335,1311,0.0,3.9,6354,0,30013,30013,0,2966,1566672,4.34,3.9,5.0
2471631,28254,41,6316,1108,0.0,3.96,6397,0,30025,30025,0,2934,1600252,4.33,4.04,5.0
2471764,37237,41,6285,1025,0.0,3.99,6337,0,30015,30015,0,2966,1671792,4.34,4.1,5.0
2471770,25633,42,6409,1202,0.0,3.93,6413,0,30035,30035,0,2934,1578352,4.33,3.98,5.0
2471864,34316,38,6082,904,0.0,4.02,6361,0,30019,30019,0,2903,1549152,4.33,4.19,5.0
2471901,34669,56,5967,1209,0.0,3.93,6038,0,30013,30013,0,2903,1536572,4.33,3.97,5.0
2471909,66986,56,5670,995,0.0,3.99,6165,0,30003,30003,0,2903,1598492,4.33,4.12,5.0
2471920,24750,54,5965,1435,0.0,3.86,6127,0,30005,30005,0,2903,1527932,4.33,3.82,5.0
2471932,48817,54,5561,1021,0.0,3.98,5891,0,30006,30006,0,2903,1543772,4.33,4.1,5.0
2471934,80863,50,6399,991,0.0,4.0,6365,0,30005,30005,0,2966,1641692,4.34,4.12,5.0
2471937,31585,59,5846,1541,0.0,3.83,6011,0,30016,30016,0,2934,1663827,4.33,3.75,5.0
2471943,71424,51,5792,891,0.0,4.03,6287,0,30012,30012,0,2966,1628732,4.34,4.2,5.0
2471952,67916,50,6231,929,0.0,4.02,6264,0,30018,30018,0,2966,1634492,4.34,4.17,5.0
2471955,78451,50,6140,879,0.0,4.03,6153,0,30010,30010,0,2966,1608572,4.34,4.21,5.0
2471962,46886,58,5712,1172,0.0,3.94,6055,0,30004,30004,0,2934,1540892,4.33,4.0,5.0
2471966,75942,52,6418,906,0.0,4.02,6395,0,30052,30052,0,2966,1657532,4.34,4.19,5.0
2471967,66294,49,5509,905,0.0,4.03,6062,0,30005,30005,0,2966,1635932,4.34,4.19,5.0
2471977,78057,57,6003,1021,0.0,3.98,6450,0,30008,30008,0,2903,1834652,4.33,4.1,5.0
2471979,36200,58,6046,1192,0.0,3.94,6084,0,30006,30006,0,2934,1540892,4.33,3.98,5.0
2471981,74287,50,6035,926,0.0,4.02,6381,0,30005,30005,0,2966,1647452,4.34,4.17,5.0
2471982,24701,55,5964,1455,0.0,3.85,6139,0,30005,30005,0,2903,1533692,4.33,3.8,5.0
2471986,35212,56,5733,1159,0.0,3.95,5988,0,30005,30005,0,2934,1611452,4.33,4.01,5.0
2472026,26992,65,5791,1309,0.0,3.9,6038,0,30007,30007,0,2903,1535132,4.33,3.9,5.0
2472039,78737,63,6065,1128,0.0,3.96,6438,0,30006,30006,0,2966,1752572,4.34,4.03,5.0
2472055,72138,60,6099,1039,0.0,3.98,6388,0,30023,30023,0,2934,1628784,4.33,4.09,5.0
2472081,20986,66,5932,1765,0.0,3.76,6048,0,30004,30004,0,2903,1548092,4.33,3.6,5.0
2472083,24147,62,5803,1588,0.0,3.82,5971,0,30004,30004,0,2934,1584092,4.33,3.72,5.0
2472110,70136,63,6626,1103,0.0,3.97,6592,0,30011,30011,0,2966,1569692,4.34,4.04,5.0
2472100,76912,65,6221,1158,0.0,3.95,6424,0,30004,30004,0,2966,1676252,4.34,4.01,5.0
2472108,64166,64,5886,1210,0.0,3.93,6232,0,30003,30003,0,2903,1637372,4.33,3.97,5.0
2472115,51589,63,6203,1134,0.0,3.95,6204,0,30006,30006,0,2903,1546652,4.33,4.02,5.0
2472116,18787,63,6075,1814,0.0,3.75,6174,0,30003,30003,0,2903,1540892,4.33,3.57,5.0
2472120,77546,63,6445,1096,0.0,3.97,6705,0,30005,30005,0,2966,1749692,4.34,4.05,5.0
2472122,29628,64,6232,1417,0.0,3.87,6225,0,30005,30005,0,2903,1532252,4.33,3.83,5.0
2472125,70116,64,6533,1102,0.0,3.97,6776,0,30010,30010,0,2966,1565372,4.34,4.05,5.0
2472127,74988,65,6663,1146,0.0,3.95,6858,0,30004,30004,0,2966,1682012,4.34,4.01,5.0
2472133,19626,64,5886,1818,0.0,3.75,6001,0,30003,30003,0,2903,1561052,4.33,3.57,5.0
2472146,20292,63,6049,1798,0.0,3.75,6157,0,30003,30003,0,2903,1555292,4.33,3.58,5.0
2472153,67637,64,5953,1124,0.0,3.95,6346,0,30006,30006,0,2903,1566812,4.33,4.03,5.0
2472164,33420,44,6342,1020,0.0,3.99,6420,0,30009,30009,0,2934,1560832,4.33,4.1,5.0
2472167,34928,42,6343,1048,0.0,3.98,6386,0,30010,30010,0,2966,1623612,4.34,4.08,5.0
2472178,37670,62,6108,1223,0.0,3.93,6155,0,30003,30003,0,2934,1594172,4.33,3.96,5.0
2472173,43170,41,6091,850,0.0,4.04,6354,0,30026,30026,0,2903,1582732,4.33,4.23,5.0
2472177,49495,38,6228,793,0.0,4.05,6384,0,30019,30019,0,2903,1537472,4.33,4.27,5.0
2472183,44557,40,6028,853,0.0,4.04,6392,0,30019,30019,0,2934,1597332,4.33,4.23,5.0
2472192,51100,38,6071,783,0.0,4.06,6386,0,30007,30007,0,2903,1562292,4.33,4.28,5.0
2472194,69120,66,6167,1253,0.0,3.92,6445,0,30017,30017,0,2966,1647452,4.34,3.94,5.0
2472195,28679,42,6264,1105,0.0,3.96,6332,0,30007,30007,0,2966,1601712,4.34,4.04,5.0
2472201,70685,61,6183,1043,0.0,3.98,6526,0,30010,30010,0,2934,1555292,4.33,4.09,5.0
2472206,44792,47,6128,948,0.0,4.01,6367,0,30011,30011,0,2966,1614913,4.34,4.16,5.0
2472211,28162,42,6340,1182,0.0,3.94,6394,0,30006,30006,0,2934,1613146,4.33,3.99,5.0
2472225,29255,43,6316,1198,0.0,3.93,6377,0,30023,30023,0,2934,1546232,4.33,3.98,5.0
2472238,32704,42,6323,1101,0.0,3.96,6400,0,30008,30008,0,2934,1571052,4.33,4.05,5.0
2472249,38838,62,5866,1336,0.0,3.89,6095,0,30005,30005,0,2934,1540892,4.33,3.88,5.0
2472260,72163,64,6553,1123,0.0,3.96,6797,0,30005,30005,0,2966,1614332,4.34,4.03,5.0
2472267,22500,64,5841,1762,0.0,3.76,5967,0,30006,30006,0,2903,1592732,4.33,3.61,5.0
2472279,61327,61,6046,1084,0.0,3.97,6469,0,30003,30003,0,2934,1561052,4.33,4.06,5.0
2472292,53014,63,5718,1146,0.0,3.95,6007,0,30003,30003,0,2903,1584092,4.33,4.01,5.0
2472311,68448,65,6197,1137,0.0,3.95,6403,0,30007,30007,0,2966,1588412,4.34,4.02,5.0
2472313,43934,61,5933,1125,0.0,3.96,6216,0,30010,30010,0,2934,1571132,4.33,4.03,5.0
2472315,54720,65,5912,1230,0.0,3.92,6189,0,30007,30007,0,2903,1586972,4.33,3.96,5.0
2472396,23711,63,5972,1745,0.0,3.77,6098,0,30005,30005,0,2934,1555292,4.33,3.62,5.0
2472401,66600,63,6207,1219,0.0,3.93,6432,0,30003,30003,0,2966,1595612,4.34,3.96,5.0
2472418,25297,41,6237,1383,0.0,3.88,6357,0,30004,30004,0,2966,1603172,4.34,3.85,5.0
2472421,27102,45,6400,1314,0.0,3.9,6389,0,30015,30015,0,2934,1554992,4.33,3.9,5.0
2472431,48801,36,6375,767,0.0,4.06,6721,0,30006,30006,0,2903,1578352,4.33,4.29,5.0
2472435,27442,44,6354,1144,0.0,3.95,6409,0,30021,30021,0,2934,1563752,4.33,4.02,5.0
2472450,56685,38,5988,790,0.0,4.05,6368,0,30007,30007,0,2903,1591492,4.33,4.27,5.0
2472455,32660,44,6220,972,0.0,4.0,6381,0,30020,30020,0,2966,1605997,4.34,4.14,5.0
2472460,34150,42,6214,1041,0.0,3.98,6383,0,30006,30006,0,2934,1614852,4.33,4.09,5.0
2472499,51649,40,6122,944,0.0,4.01,6346,0,30022,30022,0,2966,1640989,4.34,4.16,5.0
2472501,53458,41,5994,840,0.0,4.04,6350,0,30007,30007,0,2966,1571165,4.34,4.24,5.0
2472518,43984,45,6149,959,0.0,4.01,6521,0,30019,30019,0,2934,1613977,4.33,4.15,5.0
2472687,16046,45,5699,1397,0.0,3.87,5714,0,30011,30011,0,2903,1533053,4.33,3.84,5.0
2472688,15742,41,5732,1374,0.0,3.88,5741,0,30015,30015,0,2903,1533053,4.33,3.86,5.0
2472698,88600,58,5980,926,0.0,4.02,6167,0,30005,30005,0,2934,1645070,4.33,4.17,5.0
2472704,46280,68,6131,1096,0.0,3.96,6178,0,30002,30002,0,2934,1561434,4.33,4.05,5.0
2472819,79941,45,6065,774,0.0,4.06,6345,0,30009,30009,0,2903,1590492,4.33,4.28,5.0
2472822,38640,50,6026,1059,0.0,3.97,6075,0,30011,30011,0,2903,1571395,4.33,4.08,5.0
2472827,64064,47,6203,897,0.0,4.03,6216,0,30003,30003,0,2966,1597548,4.34,4.19,5.0
2472832,28706,45,5943,1228,0.0,3.93,6069,0,30007,30007,0,2966,1573692,4.34,3.96,5.0
2472852,73433,52,5810,888,0.0,4.03,6119,0,30008,30008,0,2934,1638576,4.33,4.2,5.0
2472874,86878,47,5890,768,0.0,4.06,6299,0,30004,30004,0,2903,1568092,4.33,4.29,5.0
2472884,46307,47,5927,999,0.0,4.0,6098,0,30006,30006,0,2966,1693756,4.34,4.12,5.0
2472901,89905,46,6328,804,0.0,4.06,6629,0,30004,30004,0,2966,1695492,4.34,4.26,5.0
2472903,50180,45,5558,900,0.0,4.03,5955,0,30006,30006,0,2966,1563892,4.34,4.19,5.0
2472915,92372,45,6415,848,0.0,4.04,6393,0,30002,30002,0,2966,1778132,4.34,4.23,5.0
2472920,46244,45,5728,906,0.0,4.02,5972,0,30022,30022,0,2966,1579189,4.34,4.19,5.0
2472926,110169,47,5466,791,0.0,4.05,6233,0,30004,30004,0,2903,1824292,4.33,4.27,5.0
2472937,88062,45,6360,787,0.0,4.06,6340,0,30004,30004,0,2966,1625532,4.34,4.27,5.0
2472939,8576,37,6209,4566,0.077,2.18,6099,2136,27870,30006,1,2903,1528396,4.33,2.24,3.46
2472945,33792,33,6984,841,0.0,4.04,7058,0,30005,30005,0,2934,1704092,4.33,4.23,5.0
2472964,83401,46,5277,750,0.0,4.07,6235,0,30002,30002,0,2903,1555492,4.33,4.3,5.0
2472983,82176,39,6910,696,0.0,4.09,7505,0,30007,30007,0,2934,1633524,4.33,4.34,5.0
2473027,52553,53,5048,1142,0.0,3.95,5067,0,30012,30012,0,2934,1549892,4.33,4.02,5.0
2473046,26755,48,5788,1341,0.0,3.89,5993,0,30005,30005,0,2903,1572292,4.33,3.88,5.0
2473056,53358,50,6396,924,0.0,4.01,6440,0,30020,30020,0,2903,1646532,4.33,4.17,5.0
2473093,35928,51,5655,1057,0.0,3.98,6011,0,30005,30005,0,2934,1556892,4.33,4.08,5.0
2473116,15531,100,6113,2263,0.0,3.62,6038,0,30014,30014,0,2934,1553330,4.33,3.31,5.0
2473134,77876,45,6105,799,0.0,4.05,6649,0,30063,30063,0,2903,1659092,4.33,4.27,5.0
