ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2949174,43592,23,5921,701,0.0,4.08,6117,0,30004,30004,0,2934,1568092,4.33,4.34,5.0
2949177,6804,41,2982,3416,0.497,1.0,2995,9960,20043,30003,7,2903,1531492,4.33,2.72,1.0
2949178,59713,38,6528,1075,0.0,3.97,6498,0,30003,30003,0,2934,1621646,4.33,4.06,5.0
2949180,70846,80,7053,1226,0.0,3.92,7425,0,30003,30003,0,2903,1560092,4.33,3.96,5.0
2949182,17082,47,6218,1427,0.0,3.86,6345,0,30007,30007,0,2903,1538612,4.33,3.82,5.0
2949184,86800,67,4752,1027,0.0,3.99,5908,0,30041,30041,0,2966,1621772,4.34,4.1,5.0
2949185,13180,52,3241,2756,0.182,1.36,3150,4618,25389,30007,3,2903,1541892,4.33,3.04,1.79
2949214,30684,38,6369,1162,0.0,3.94,6407,0,30018,30018,0,2903,1553904,4.33,4.0,5.0
2949215,59623,41,5912,770,0.0,4.07,6325,0,30004,30004,0,2966,1595244,4.34,4.29,5.0
2949216,27238,52,5818,1158,0.0,3.94,5826,0,30002,30002,0,2903,1543192,4.33,4.01,5.0
2949219,23282,47,5635,1304,0.0,3.9,5617,0,30007,30007,0,2966,1572822,4.34,3.91,5.0
2949226,54534,91,7289,1485,0.0,3.85,7452,0,30004,30004,0,2903,1536092,4.33,3.78,5.0
2949231,81973,85,4697,1069,0.0,3.97,5085,0,30018,30018,0,2934,1566683,4.33,4.07,5.0
2949233,29670,55,5691,1273,0.0,3.91,5712,0,30001,30001,0,2934,1551096,4.33,3.93,5.0
2949236,44889,41,6280,865,0.0,4.04,6353,0,30004,30004,0,2966,1565372,4.34,4.22,5.0
2949238,29766,67,4006,1461,0.0,3.86,3991,0,30004,30004,0,2966,1581100,4.34,3.8,5.0
2949241,19285,46,5684,1682,0.0,3.79,5653,0,30005,30005,0,2966,1665392,4.34,3.66,5.0
2949249,50535,103,6091,1389,0.0,3.88,6122,0,30004,30004,0,2934,1572741,4.33,3.85,5.0
2949253,64135,25,6076,622,0.0,4.11,6389,0,30003,30003,0,2966,1574012,4.34,4.4,5.0
2949264,48298,20,6106,665,0.0,4.1,6155,0,30003,30003,0,2934,1590532,4.33,4.37,5.0
2949266,51379,25,5868,670,0.0,4.09,6547,0,30003,30003,0,2934,1581212,4.33,4.36,5.0
2949268,46032,82,5822,1187,0.0,3.94,6098,0,30004,30004,0,2934,1573692,4.33,3.99,5.0
2949272,79592,58,5070,866,0.0,4.03,5536,0,30010,30010,0,2934,1609692,4.33,4.22,5.0
2949273,19152,46,5672,1554,0.0,3.83,5644,0,30005,30005,0,2966,1567892,4.34,3.74,5.0
2949288,20700,58,5205,1301,0.0,3.9,5345,0,30021,30021,0,2903,1532744,4.33,3.91,5.0
2949289,19152,43,3611,1442,0.07,3.19,3636,1969,28050,30019,1,2934,1565252,4.33,3.81,3.6
2949293,67790,24,5973,605,0.0,4.11,6454,0,30004,30004,0,2934,1563932,4.33,4.41,5.0
2949295,21835,40,5860,1234,0.0,3.92,6019,0,30004,30004,0,2934,1541892,4.33,3.95,5.0
2949297,42412,54,5923,1098,0.0,3.97,5959,0,30005,30005,0,2966,1644572,4.34,4.05,5.0
2949303,27579,55,4040,1239,0.0,3.92,4230,0,30003,30003,0,2934,1570022,4.33,3.95,5.0
2949306,35627,61,4542,1245,0.0,3.92,4811,0,30003,30003,0,2966,1616096,4.34,3.95,5.0
2949313,17825,63,6087,1408,0.0,3.87,6106,0,30005,30005,0,2934,1543192,4.33,3.84,5.0
2949315,7820,43,2765,2886,0.472,1.0,2785,9621,20385,30006,6,2934,1539292,4.33,2.97,1.0
2949319,37476,38,5798,903,0.0,4.02,5970,0,30004,30004,0,2934,1619892,4.33,4.19,5.0
2949328,84035,50,5710,904,0.0,4.02,5773,0,30006,30006,0,2934,1830422,4.33,4.19,5.0
2949336,3361,124,5122,7796,0.105,1.0,5031,2839,27165,30004,1,2934,1543421,4.33,1.34,2.9
2949341,87052,25,6065,590,0.0,4.12,6882,0,30002,30002,0,2903,1545212,4.33,4.43,5.0
2949342,103485,36,6191,689,0.0,4.09,6210,0,30007,30007,0,2966,1787592,4.34,4.35,5.0
2949343,65988,77,4928,1021,0.0,3.98,5375,0,30005,30005,0,2903,1530772,4.33,4.1,5.0
2949349,8203,52,3723,2653,0.0,3.5,3727,0,30009,30009,0,2934,1549022,4.33,3.09,5.0
2949357,23538,63,5477,1412,0.0,3.87,5619,0,30002,30002,0,2903,1546128,4.33,3.83,5.0
2949358,47384,41,6142,846,0.0,4.04,6346,0,30010,30010,0,2966,1589852,4.34,4.23,5.0
2949365,44653,85,6702,1418,0.0,3.87,6686,0,30004,30004,0,2934,1578092,4.33,3.83,5.0
2949378,61677,53,3035,823,0.0,4.05,3515,0,30006,30006,0,2966,1565612,4.34,4.25,5.0
2949379,40340,21,5930,695,0.0,4.09,6117,0,30003,30003,0,2934,1573692,4.33,4.34,5.0
2949385,22737,37,5764,1217,0.0,3.93,5912,0,30003,30003,0,2934,1582192,4.33,3.97,5.0
2949396,27930,64,4557,1211,0.0,3.93,4848,0,30013,30013,0,2934,1551083,4.33,3.97,5.0
2949402,59395,70,2978,1012,0.0,3.99,3636,0,30015,30015,0,2966,1582604,4.34,4.11,5.0
2949404,59100,51,5917,951,0.0,4.01,5946,0,30006,30006,0,2903,1719822,4.33,4.15,5.0
2949405,22223,77,5653,1500,0.0,3.84,5662,0,30003,30003,0,2934,1550137,4.33,3.77,5.0
2949408,43556,77,6212,1192,0.0,3.94,6421,0,30018,30018,0,2934,1593102,4.33,3.98,5.0
2949412,12562,70,5170,2351,0.0,3.59,5189,0,30004,30004,0,2966,1568382,4.34,3.26,5.0
2949414,65606,43,6378,780,0.0,4.06,6904,0,30008,30008,0,2903,1542332,4.33,4.28,5.0
2949416,23067,42,6270,1655,0.0,3.8,6332,0,30009,30009,0,2934,1569416,4.33,3.67,5.0
2949417,81083,26,6409,572,0.0,4.12,6957,0,30004,30004,0,2903,1529372,4.33,4.44,5.0
2949419,20211,46,5661,1436,0.0,3.86,5630,0,30003,30003,0,2966,1575692,4.34,3.82,5.0
2949422,30099,59,4687,1097,0.0,3.96,4947,0,30012,30012,0,2903,1546035,4.33,4.05,5.0
2949424,38880,68,3013,1131,0.0,3.96,3474,0,30004,30004,0,2966,1609052,4.34,4.03,5.0
