ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
2854502,22340,30,5776,1307,0.0,3.9,5753,0,30003,30003,0,2934,1542971,4.33,3.9,5.0
2854504,9351,85,2899,2785,0.232,1.0,2877,5647,24360,30007,3,2966,1570935,4.34,3.02,1.45
2854512,57143,44,6284,812,0.0,4.05,6774,0,30006,30006,0,2903,1545212,4.33,4.26,5.0
2854515,23043,28,5866,1214,0.0,3.93,5839,0,30008,30008,0,2903,1532527,4.33,3.97,5.0
2854517,7515,76,1941,3221,1.298,1.0,1937,16949,13055,30004,7,2903,1534092,4.33,2.81,1.0
2854524,22145,38,6386,1643,0.0,3.8,6361,0,30009,30009,0,2966,1592732,4.34,3.68,5.0
2854525,36703,64,5673,1158,0.0,3.95,5747,0,30008,30008,0,2934,1543152,4.33,4.01,5.0
2854548,19158,56,6171,1576,0.0,3.82,6294,0,30004,30004,0,2966,1568292,4.34,3.72,5.0
2854549,16172,42,6356,1503,0.0,3.84,6357,0,30008,30008,0,2966,1601372,4.34,3.77,5.0
2854561,11046,57,6067,2253,0.0,3.62,6020,0,30024,30024,0,2966,1568044,4.34,3.31,5.0
2854567,29343,31,6232,1394,0.0,3.87,6347,0,30003,30003,0,2903,1538012,4.33,3.84,5.0
2854581,40274,69,5617,1188,0.0,3.94,5659,0,30004,30004,0,2966,1609194,4.34,3.99,5.0
2854588,2437,82,2060,8873,0.779,1.0,2024,13136,16870,30006,7,2966,1566644,4.34,1.14,1.0
2854592,14732,88,6383,2135,0.0,3.66,6337,0,30012,30012,0,2966,1571132,4.34,3.38,5.0
2854619,20696,86,4915,1940,0.0,3.71,4854,0,30005,30005,0,2966,1563992,4.34,3.5,5.0
2854625,29959,63,5597,1318,0.0,3.9,5699,0,30007,30007,0,2903,1544452,4.33,3.9,5.0
2854628,17264,61,6201,2128,0.0,3.66,6218,0,30003,30003,0,2966,1571132,4.34,3.39,5.0
2854642,40956,32,5952,859,0.0,4.03,6101,0,30005,30005,0,2903,1530427,4.33,4.22,5.0
2854634,76247,48,6695,884,0.0,4.03,6701,0,30004,30004,0,2934,1542022,4.33,4.2,5.0
2854649,67417,39,4273,765,0.0,4.06,5557,0,30004,30004,0,2934,1584892,4.33,4.29,5.0
2854650,18179,30,5741,1450,0.0,3.86,5695,0,30005,30005,0,2934,1553369,4.33,3.81,5.0
2854656,83976,50,6902,906,0.0,4.02,6900,0,30007,30007,0,2934,1703022,4.33,4.19,5.0
2854658,68474,44,6657,811,0.0,4.05,6886,0,30003,30003,0,2934,1576892,4.33,4.26,5.0
2854661,18518,54,6071,1530,0.0,3.84,6057,0,30031,30031,0,2966,1574555,4.34,3.75,5.0
2854666,86605,51,6260,874,0.0,4.03,6276,0,30004,30004,0,2903,1622692,4.33,4.21,5.0
