ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3036721,44480,118,5870,2009,0.0,3.69,5990,0,30004,30004,0,2966,1603622,4.34,3.46,5.0
3036726,76637,38,5879,721,0.0,4.08,6160,0,30003,30003,0,2934,1584892,4.33,4.32,5.0
3036728,56725,32,5940,696,0.0,4.09,6121,0,30003,30003,0,2966,1568092,4.34,4.34,5.0
3036733,24232,65,5640,1445,0.0,3.86,5651,0,30004,30004,0,2903,1542688,4.33,3.81,5.0
3036734,65019,74,6071,1201,0.0,3.94,6273,0,30004,30004,0,2966,1610576,4.34,3.98,5.0
3036735,41216,30,6026,775,0.0,4.06,6104,0,30007,30007,0,2903,1605022,4.33,4.28,5.0
3036739,58618,43,6436,940,0.0,4.01,6476,0,30020,30020,0,2934,1609012,4.33,4.16,5.0
3036743,81896,36,6571,769,0.0,4.06,6573,0,30011,30011,0,2934,1577643,4.33,4.29,5.0
3036744,37046,35,5930,830,0.0,4.05,6107,0,30003,30003,0,2966,1566692,4.34,4.24,5.0
3036751,36185,44,6182,888,0.0,4.03,6406,0,30011,30011,0,2934,1560832,4.33,4.2,5.0
3036753,24070,66,5687,1465,0.0,3.85,5685,0,30011,30011,0,2903,1529198,4.33,3.8,5.0
3036754,79100,35,5890,707,0.0,4.08,6013,0,30005,30005,0,2934,1621214,4.33,4.34,5.0
3036755,43781,30,5863,708,0.0,4.08,6083,0,30007,30007,0,2903,1535932,4.33,4.33,5.0
3036762,31136,34,5882,859,0.0,4.04,6073,0,30003,30003,0,2966,1588632,4.34,4.22,5.0
3036765,46562,33,5938,744,0.0,4.07,6115,0,30004,30004,0,2966,1576532,4.34,4.31,5.0
3036769,25796,37,5810,1293,0.0,3.91,5792,0,30005,30005,0,2966,1589974,4.34,3.91,5.0
3036770,25059,66,5506,1552,0.0,3.83,5634,0,30011,30011,0,2934,1564299,4.33,3.74,5.0
3036774,86162,144,5858,1640,0.0,3.8,6135,0,30015,30015,0,2934,1908747,4.33,3.68,5.0
3036780,17899,63,4754,1674,0.0,3.79,4786,0,30004,30004,0,2903,1530498,4.33,3.66,5.0
3036782,26917,59,5674,1219,0.0,3.93,5703,0,30007,30007,0,2934,1562999,4.33,3.96,5.0
3036786,40906,64,5898,1136,0.0,3.95,6060,0,30002,30002,0,2903,1557198,4.33,4.02,5.0
3036789,69316,37,5967,741,0.0,4.07,6122,0,30007,30007,0,2934,1543833,4.33,4.31,5.0
3036791,33283,34,5933,970,0.0,4.01,6082,0,30012,30012,0,2966,1612932,4.34,4.14,5.0
3036795,22617,62,5665,1480,0.0,3.85,5658,0,30008,30008,0,2903,1533588,4.33,3.79,5.0
3036797,83833,37,6155,699,0.0,4.08,6370,0,30003,30003,0,2934,1591892,4.33,4.34,5.0
3036802,22750,34,5899,1206,0.0,3.93,5895,0,30008,30008,0,2903,1536692,4.33,3.97,5.0
3036804,19809,37,5678,1269,0.0,3.92,5678,0,30008,30008,0,2966,1581548,4.34,3.93,5.0
3036805,56064,40,6845,975,0.0,4.0,6830,0,30015,30015,0,2934,1619664,4.33,4.14,5.0
3036806,24882,36,5792,1221,0.0,3.92,5788,0,30004,30004,0,2903,1553592,4.33,3.96,5.0
3036807,86535,35,5861,680,0.0,4.09,6171,0,30007,30007,0,2934,1710892,4.33,4.36,5.0
3036809,22826,36,5950,1253,0.0,3.91,5938,0,30003,30003,0,2903,1534092,4.33,3.94,5.0
3036811,45233,34,6254,982,0.0,4.0,6371,0,30005,30005,0,2903,1617772,4.33,4.13,5.0
3036813,35818,31,6082,870,0.0,4.03,6110,0,30011,30011,0,2903,1545732,4.33,4.21,5.0
3036815,35000,66,5897,1227,0.0,3.92,6049,0,30005,30005,0,2903,1572598,4.33,3.96,5.0
3036816,29203,87,6115,1570,0.0,3.82,6065,0,30003,30003,0,2903,1573692,4.33,3.73,5.0
3036817,34018,34,5876,1066,0.0,3.97,6034,0,30014,30014,0,2903,1561132,4.33,4.07,5.0
3036818,78080,74,6170,1183,0.0,3.94,6348,0,30003,30003,0,2966,1654892,4.34,3.99,5.0
3036822,30341,42,5883,1211,0.0,3.93,5946,0,30004,30004,0,2934,1566592,4.33,3.97,5.0
3036824,37125,32,6270,964,0.0,4.0,6266,0,30004,30004,0,2903,1601692,4.33,4.14,5.0
3036826,26426,34,6345,926,0.0,4.01,6408,0,30011,30011,0,2903,1540392,4.33,4.17,5.0
3036827,44576,31,6230,756,0.0,4.07,6225,0,30002,30002,0,2966,1584892,4.34,4.3,5.0
3036829,88526,35,6631,685,0.0,4.09,6904,0,30006,30006,0,2934,1741572,4.33,4.35,5.0
3036834,14625,61,5728,1819,0.0,3.75,5709,0,30005,30005,0,2934,1550299,4.33,3.57,5.0
3036835,84988,48,6708,789,0.0,4.06,6894,0,30007,30007,0,2934,1607292,4.33,4.27,5.0
3036836,37464,35,6221,961,0.0,4.0,6395,0,30007,30007,0,2903,1601712,4.33,4.15,5.0
3036841,55782,73,5920,1268,0.0,3.92,6062,0,30004,30004,0,2966,1673092,4.34,3.93,5.0
3036846,19703,63,5671,1614,0.0,3.81,5661,0,30007,30007,0,2903,1541198,4.33,3.7,5.0
