id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
742,90,360,567.90344,25.23333333,0,44.13333333,0,1,1345,3,4,1,44,5,4,5,4,4,4
745,90,360,473.63916,25.26666667,0,44.13333333,0,2,1183,4,2,1,44,5,4,4,4,4,4
743,90,360,571.4526,24.9,0,43.78333333,0,1,1138,3,4,1,44,5,4,4,3,2,2
748,90,360,413.16318,29.91666667,0,43.96666667,2,1,7343,3,4,1,44,5,3,5,4,4,4
750,91,360,195.48404,24.3,0,44.18333333,0,1,1368,2,4,1,21,5,4,5,4,4,4
751,91,360,550.6318,24.93333333,0,43.78333333,0,2,993,4,2,1,21,5,4,5,4,5,4
749,91,360,995.7755,31.31666667,1,44.7,1,2,3591,4,2,1,21,5,3,5,4,4,4
758,92,360,706.82965,25.06666667,0,43.78333333,0,2,1660,2,2,1,25,5,4,5,5,5,5
760,92,360,553.66956,24.75,0,43.78333333,0,1,1454,5,1,1,25,5,4,5,3,4,4
754,92,240,314.27461,24.0,0,22.1,0,1,1431,5,1,1,25,5,4,5,4,3,3
753,92,360,1146.7631,0.25,1,44.28333333,2,3,25990,3,4,1,25,5,1,1,1,1,1
752,92,360,187.56004,30.11666667,0,44.25,0,1,1979,5,1,1,25,5,4,5,5,5,5
756,92,360,245.33116,29.95,2,43.96666667,1,1,1189,3,4,1,25,5,4,5,5,5,4
762,92,360,391.98685,30.35,0,44.26666667,0,1,1344,3,4,1,25,5,4,5,4,4,4
755,93,360,413.5134,29.98333333,1,43.96666667,0,2,2039,2,2,0,19,5,3,5,5,5,4
761,93,360,564.75665,24.93333333,0,43.78333333,0,2,927,2,2,0,19,5,4,5,5,5,5
763,93,360,571.55615,29.78333333,3,43.96666667,0,1,2356,5,1,0,19,5,4,5,4,5,4
759,93,360,217.36572,29.9,0,43.95,0,1,1385,3,4,0,19,5,4,5,4,4,4
757,93,360,1635.5052,18.8,0,34.63333333,0,2,929,5,1,0,19,5,4,5,5,5,5
768,94,360,554.0477,0.266666667,0,44.03333333,6,3,34661,3,4,1,26,5,1,1,1,1,1
769,94,360,392.7638,30.11666667,0,44.31666667,0,1,4889,2,3,1,26,5,4,4,4,4,4
767,94,360,528.1992,24.78333333,0,43.8,0,1,1589,5,1,1,26,5,4,5,5,5,5
765,94,360,988.7905,0.2,1,45.01666667,3,2,29333,2,4,0,26,5,1,1,1,1,1
766,94,360,491.35098,24.98333333,0,43.78333333,0,2,940,4,2,0,26,5,4,5,5,5,5
764,94,360,753.48126,25.33333333,8,44.46666667,0,2,14925,1,2,1,26,5,3,4,2,3,2
772,95,360,834.5048,25.65,1,45.55,0,2,6489,4,3,1,19,5,4,4,4,3,4
773,95,360,299.92767,30.06666667,0,44.23333333,0,1,2492,4,3,1,19,5,3,4,2,4,3
770,95,360,473.86383,24.58333333,64,44.13333333,0,3,6403,2,3,1,19,5,4,3,4,4,3
774,95,360,528.7617,24.75,0,43.8,0,1,1797,4,3,1,19,5,3,3,2,4,3
771,95,360,565.6057,25.03333333,0,44.45,0,1,2701,2,3,1,19,5,4,5,4,3,4
775,96,360,392.50256,30.05,0,44.23333333,0,1,2163,4,3,1,23,5,2,2,2,4,4
778,96,360,833.5777,25.45,1,45.2,0,2,8126,4,3,1,23,5,3,3,4,3,3
779,96,360,1188.475,30.73333333,1,45.36666667,0,2,3091,4,3,1,23,5,4,2,3,2,4
777,96,360,708.6914,24.85,0,44.13333333,0,2,4207,4,3,1,23,5,3,3,4,3,3
776,96,360,658.6268,25.03333333,0,44.45,0,1,1960,2,3,1,23,5,2,2,4,3,3
781,96,360,580.5698,25.68333333,1,45.88333333,0,1,4381,4,3,1,23,5,4,4,3,2,4
780,96,360,495.42706,25.08333333,0,44.46666667,0,1,1836,4,3,1,23,5,4,4,3,2,4
784,97,360,392.40408,30.06666667,0,44.25,0,1,2088,4,3,1,19,5,4,5,4,4,4
785,97,360,736.9572,24.66666667,0,43.8,0,1,1980,4,3,1,19,5,4,4,4,3,4
786,97,360,606.91766,25.31666667,0,44.85,0,1,3247,2,3,1,19,5,3,4,3,2,4
782,97,360,494.89688,24.78333333,0,43.78333333,0,1,5649,5,1,1,19,5,3,5,4,5,4
783,97,360,835.0825,25.58333333,1,45.2,0,1,4711,5,1,1,19,5,3,5,4,4,4
787,98,360,908.5053,25.23333333,1,45.2,0,1,3610,4,3,1,19,5,4,4,3,2,3
788,98,360,620.1336,24.51666667,1,43.08333333,0,3,9154,4,3,1,19,5,4,4,3,2,3
789,98,240,115.91431,23.96666667,0,22.1,0,1,3500,2,3,1,19,5,3,3,2,2,2
791,99,360,662.0018,24.71666667,0,43.78333333,0,2,1082,4,3,1,44,5,5,4,3,4,3
790,99,360,392.0739,30.11666667,0,44.3,0,1,2354,2,3,1,44,5,4,4,3,3,4
792,99,360,196.10597,24.08333333,0,44.26666667,0,2,1286,2,3,1,44,5,3,5,5,4,4
793,99,360,423.7579,30.26666667,1,45.36666667,0,2,1948,2,3,1,44,5,3,3,3,2,3
794,100,360,707.67377,25.33333333,1,45.2,0,1,3116,4,3,1,52,5,4,3,3,2,3
796,100,360,327.10538,29.68333333,0,43.96666667,0,1,2555,2,3,1,52,5,3,4,3,2,3
798,100,360,895.9229,29.93333333,0,44.05,0,1,2719,2,3,1,52,5,4,4,3,2,3
795,100,360,844.24054,25.06666667,0,44.46666667,0,1,2049,2,3,1,52,5,3,4,3,2,3
797,100,360,579.43787,30.11666667,0,44.3,0,2,1310,2,3,1,52,5,4,4,3,2,4
801,101,360,409.79123,23.58333333,0,43.61666667,0,2,3393,2,3,0,32,5,3,2,3,3,1
803,101,360,607.6819,25.31666667,1,44.85,0,1,5459,2,3,0,32,5,3,5,3,5,4
802,101,360,735.83044,23.88333333,0,44.18333333,0,1,1947,2,3,0,32,5,3,3,3,4,3
808,101,360,371.5541,29.63333333,0,43.6,0,2,2999,2,3,0,32,5,5,5,4,4,5
805,101,360,26.494507,5.8,4,10.51666667,1,4,103948,4,1,0,32,5,2,3,3,3,2
804,101,360,423.66922,30.13333333,1,45.03333333,0,1,3669,2,3,0,32,5,3,3,2,2,3
799,101,360,413.1687,29.6,0,43.63333333,0,1,2815,4,3,0,32,5,4,3,3,2,3
807,101,360,606.86316,25.25,1,45.2,0,1,11864,2,3,0,32,5,3,4,3,3,2
806,101,360,408.46854,29.66666667,0,43.96666667,0,1,5939,4,3,0,32,5,4,4,2,3,3
800,101,360,383.15753,29.66666667,0,43.96666667,0,1,1929,4,3,0,32,5,3,4,4,3,3
811,102,360,473.3459,25.38333333,0,44.15,0,2,1475,2,1,1,19,5,4,5,4,4,4
824,102,360,692.46765,25.2,1,45.2,0,1,4820,4,3,1,19,5,4,5,3,4,3
820,102,360,661.96234,25.0,0,44.13333333,0,2,2322,4,4,1,19,5,5,5,4,4,4
816,102,360,657.7976,25.31666667,1,45.2,0,2,2579,5,1,1,19,5,3,5,4,5,4
809,102,360,299.53235,30.35,3,44.1,0,2,1663,4,1,1,19,5,4,5,3,4,4
812,102,360,182.2906,24.91666667,3,21.83333333,0,2,4697,4,1,1,19,5,2,4,2,2,2
810,102,360,99.90672,12.21666667,1,22.05,0,3,1846,2,1,1,19,5,2,5,2,3,1
815,102,360,921.18695,30.6,1,45.03333333,0,1,3401,4,1,1,19,5,3,5,5,5,4
813,102,360,476.46927,25.11666667,0,44.46666667,0,1,2012,5,1,1,19,5,3,5,4,5,4
821,102,360,702.9232,24.7,0,44.13333333,0,2,3119,2,3,1,19,5,4,5,4,4,4
818,102,360,660.51965,25.0,0,44.13333333,0,2,2308,4,4,1,19,5,5,5,3,4,3
814,102,360,835.8874,25.75,1,45.55,0,1,3048,5,1,1,19,5,3,5,3,4,4
822,103,360,550.5334,25.03333333,0,44.45,0,2,1964,4,3,1,22,5,4,5,5,4,3
827,103,360,359.90536,23.9,0,43.91666667,0,1,2639,4,3,1,19,5,3,5,5,4,5
828,103,360,551.68756,25.3,0,44.45,0,2,1926,4,4,1,19,5,4,4,4,4,4
817,103,360,189.84628,30.28333333,1,22.16666667,0,2,1629,2,1,1,22,5,4,4,4,4,4
819,103,360,707.828,25.05,0,44.48333333,0,2,3085,4,4,1,22,5,5,5,4,4,4
826,103,360,1053.7761,30.15,1,45.35,0,1,3460,2,3,1,19,5,3,5,4,4,4
825,103,360,392.6122,29.63333333,0,43.81666667,0,2,3464,2,3,1,19,5,4,5,4,3,5
823,104,360,414.7163,29.96666667,0,44.3,0,1,3886,2,3,1,19,5,5,5,3,5,4
829,104,360,550.87714,24.7,0,43.78333333,0,1,2395,5,1,0,21,5,4,5,4,4,4
832,104,360,743.89886,25.38333333,1,45.53333333,0,1,4386,2,3,0,21,5,4,5,4,4,4
833,104,360,399.01578,30.03333333,0,44.16666667,0,1,2203,2,3,0,21,5,2,5,4,3,4
830,104,360,606.37067,25.5,1,45.2,0,2,32478,2,3,0,21,5,1,2,2,2,1
831,104,360,759.5237,14.41666667,12,26.63333333,0,3,67830,1,3,0,21,5,2,4,2,3,1
840,105,360,519.15704,29.78333333,0,43.96666667,0,1,2753,2,3,1,43,5,2,5,3,2,3
836,105,240,115.822,23.96666667,0,22.1,0,1,2166,2,3,1,43,5,2,5,2,3,2
837,105,360,435.95377,24.73333333,0,43.78333333,0,1,2492,2,3,1,43,5,2,5,4,4,4
834,105,360,1044.5887,30.36666667,1,45.68333333,0,1,4421,2,3,1,43,5,2,5,4,4,4
838,105,360,299.92303,30.08333333,0,44.25,0,1,3931,2,3,1,43,2,2,5,3,3,4
839,105,360,610.0754,25.65,0,45.88333333,0,2,4341,2,3,1,43,2,1,5,4,3,3
835,105,360,360.42978,24.08333333,0,44.25,0,1,2469,2,3,1,43,5,2,5,5,5,5
841,105,360,578.3971,30.08333333,0,44.26666667,0,1,2708,4,3,1,43,5,2,5,5,5,5
843,106,360,332.6225,30.68333333,1,44.85,0,1,4063,2,3,1,53,5,2,5,3,3,3
844,106,360,225.26753,30.06666667,0,44.25,0,1,2262,2,3,1,53,5,2,5,5,4,5
845,106,360,959.69635,25.75,1,44.63333333,1,1,7983,4,3,1,53,5,1,5,4,5,4
846,106,360,486.93503,25.1,0,44.46666667,0,1,2436,4,3,1,53,5,2,5,3,3,2
842,106,360,307.2874,29.68333333,0,43.96666667,0,1,2336,2,3,1,53,5,2,5,5,5,5
849,107,360,553.93964,29.8,0,43.96666667,0,1,3486,2,3,1,26,4,2,5,3,3,3
850,107,360,730.59686,24.63333333,0,43.76666667,0,1,4011,4,3,1,26,4,2,2,3,2,2
848,107,240,55.106056,24.73333333,0,21.8,0,1,2291,4,3,1,26,5,2,5,3,3,4
847,107,360,703.2098,23.88333333,0,44.18333333,0,1,2476,4,3,1,26,5,2,5,4,4,4
851,108,360,790.218,10.65,0,16.48333333,0,1,2751,4,4,1,52,4,2,5,4,3,3
854,108,360,477.33875,25.11666667,0,44.46666667,0,1,2589,2,3,1,52,4,2,5,3,4,4
852,108,360,300.5072,25.51666667,1,45.2,0,1,6425,4,3,1,52,4,2,5,3,3,3
853,108,360,245.66788,29.71666667,0,43.96666667,0,1,2483,4,3,1,52,4,2,5,4,4,4
857,109,360,391.7964,29.58333333,0,43.53333333,0,1,2688,2,3,0,14,3,3,5,3,4,3
855,109,360,533.8569,24.71666667,0,43.8,0,1,2454,4,3,0,14,3,3,5,3,4,4
856,109,360,607.2663,25.45,1,45.2,0,1,3646,4,3,0,14,3,3,5,3,3,3
862,110,360,300.1016,30.41666667,2,44.2,0,1,2037,4,1,1,20,2,4,4,4,4,4
861,110,360,425.24335,30.36666667,1,45.36666667,0,1,4299,4,3,1,20,2,4,5,4,4,4
859,110,360,100.49373,17.18333333,24,31.33333333,0,7,69478,1,3,1,20,2,4,3,3,4,2
869,110,360,578.28766,30.1,0,44.26666667,0,2,1709,4,3,1,20,2,4,5,4,5,4
864,110,360,97.66339,12.08333333,0,21.8,0,1,1769,4,1,1,20,2,5,5,2,3,2
858,110,360,901.0011,25.51666667,1,45.2,0,1,4773,4,3,1,20,2,3,4,3,3,3
865,110,360,544.289,25.08333333,0,44.46666667,0,1,2196,2,3,1,20,2,3,4,3,4,4
860,110,360,1221.9266,30.98333333,1,45.7,0,1,4988,2,3,1,20,2,4,5,4,5,4
866,110,360,660.30786,25.63333333,1,45.88333333,0,1,4266,2,3,1,20,2,4,4,3,5,4
867,110,360,845.15466,24.93333333,0,44.13333333,0,1,2906,4,3,1,20,2,4,5,4,3,4
863,110,360,2400.3186,25.2,0,44.1,0,1,1931,4,1,1,20,2,3,3,2,3,2
868,110,360,409.2362,29.71666667,0,43.96666667,0,1,3161,2,3,1,20,2,4,5,3,2,4
870,111,360,412.7672,29.68333333,0,43.96666667,0,1,2122,4,3,1,25,5,4,5,4,4,5
873,111,360,332.62872,30.83333333,1,45.06666667,0,1,4945,4,3,1,25,5,4,5,3,4,3
871,111,360,306.7301,29.73333333,0,43.96666667,0,1,2383,2,3,1,25,2,4,5,5,5,5
872,111,360,606.6952,25.25,1,45.2,0,2,3106,2,3,1,25,2,4,5,3,4,4
875,112,360,397.81537,23.9,0,35.36666667,0,1,89712,2,3,1,39,5,1,2,3,2,1
874,112,360,365.2437,25.35,1,45.2,0,2,3683,4,3,1,39,5,4,5,3,3,3
876,112,360,224.17502,30.06666667,0,44.23333333,0,1,2576,4,3,1,39,5,4,5,4,5,5
877,112,360,1051.189,30.23333333,1,45.68333333,0,1,3781,2,3,1,39,5,3,5,3,4,3
879,113,240,114.42738,23.93333333,0,22.1,0,1,2624,2,3,1,26,5,4,4,3,3,3
880,113,360,1339.0447,25.18333333,2,44.15,1,4,12766,2,3,1,26,5,1,4,3,3,2
881,113,360,37.281925,2.3,1,4.216666667,1,2,120628,1,3,1,26,5,1,1,1,3,1
878,113,360,336.47708,24.08333333,0,44.26666667,0,1,2143,4,3,1,26,5,4,5,5,5,5
883,114,240,55.106354,24.75,0,21.81666667,0,1,2435,4,3,1,54,5,4,5,4,5,4
884,114,360,235.3785,29.78333333,0,43.96666667,0,1,6381,4,3,1,54,5,4,5,4,5,4
885,114,360,217.59456,29.71666667,0,43.96666667,0,1,2416,2,3,1,54,5,4,5,4,5,4
882,114,360,736.00085,23.53333333,0,43.85,0,2,6434,2,3,1,54,5,3,5,4,4,4
886,115,360,582.0647,24.68333333,0,43.78333333,0,1,2654,4,3,0,27,5,4,5,4,4,4
887,115,360,653.19006,29.75,0,43.96666667,0,1,2663,4,3,0,27,5,4,5,3,4,4
890,115,360,301.90765,30.11666667,0,44.3,0,1,2676,4,3,0,27,5,4,4,3,4,3
