id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
956,119,360,731.5592,24.65,0,43.78333333,0,2,2883,4,3,1,30,5,4,5,4,4,4
949,119,360,245.20485,29.8,0,43.96666667,0,1,2452,4,3,1,30,5,4,5,4,4,4
954,119,360,491.24097,29.73333333,0,43.96666667,0,1,2546,2,3,1,30,5,4,5,4,4,4
955,119,360,298.76273,30.08333333,0,44.26666667,0,1,2871,4,3,1,30,5,4,5,4,4,4
947,119,360,735.7533,23.95,0,44.18333333,0,1,2496,4,3,1,30,5,4,5,4,4,4
948,119,240,55.09379,24.73333333,0,21.8,0,1,2377,2,3,1,30,5,3,5,4,4,4
952,119,360,655.1805,29.7,0,43.96666667,0,1,3143,4,3,1,30,5,4,5,4,4,4
958,119,360,710.2274,25.06666667,0,44.48333333,0,1,2110,4,3,1,30,5,4,5,4,4,4
944,119,360,1339.7816,25.8,1,45.2,0,1,3885,4,3,1,30,5,4,5,4,4,4
946,119,360,478.0854,24.66666667,0,43.78333333,0,1,2111,2,3,1,30,5,4,5,4,4,4
941,119,360,1053.2081,30.15,1,45.35,0,1,3470,2,3,1,30,5,4,5,4,4,4
953,119,360,702.21564,25.1,0,44.46666667,0,1,2904,4,3,1,30,5,4,5,4,4,4
950,119,360,204.98602,29.76666667,0,43.96666667,0,1,3073,2,3,1,30,5,4,5,4,4,4
957,119,360,409.32782,25.08333333,0,44.46666667,0,1,3665,2,3,1,30,5,4,5,4,4,4
945,119,360,487.31445,25.06666667,0,44.46666667,0,1,2471,2,3,1,30,5,4,4,4,4,4
943,119,240,115.41194,24.05,0,22.13333333,0,1,3089,2,3,1,30,5,4,5,4,4,4
940,119,360,224.19926,30.08333333,0,44.26666667,0,2,2572,4,3,1,30,5,4,5,4,4,4
951,119,360,585.29913,25.03333333,0,44.45,0,1,2417,4,3,1,30,5,4,5,4,4,4
960,119,360,1104.7206,30.98333333,1,45.7,0,1,3990,2,3,1,30,5,4,5,4,4,4
942,119,360,336.03607,24.08333333,0,44.25,0,1,2160,2,3,1,30,5,4,5,4,4,4
959,119,360,606.1604,25.46666667,0,45.2,0,1,6639,2,3,1,30,5,4,5,4,4,4
