id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
811,102,360,473.3459,25.38333333,0,44.15,0,2,1475,2,1,1,19,5,4,5,4,4,4
824,102,360,692.46765,25.2,1,45.2,0,1,4820,4,3,1,19,5,4,5,3,4,3
820,102,360,661.96234,25.0,0,44.13333333,0,2,2322,4,4,1,19,5,5,5,4,4,4
816,102,360,657.7976,25.31666667,1,45.2,0,2,2579,5,1,1,19,5,3,5,4,5,4
809,102,360,299.53235,30.35,3,44.1,0,2,1663,4,1,1,19,5,4,5,3,4,4
812,102,360,182.2906,24.91666667,3,21.83333333,0,2,4697,4,1,1,19,5,2,4,2,2,2
810,102,360,99.90672,12.21666667,1,22.05,0,3,1846,2,1,1,19,5,2,5,2,3,1
815,102,360,921.18695,30.6,1,45.03333333,0,1,3401,4,1,1,19,5,3,5,5,5,4
813,102,360,476.46927,25.11666667,0,44.46666667,0,1,2012,5,1,1,19,5,3,5,4,5,4
821,102,360,702.9232,24.7,0,44.13333333,0,2,3119,2,3,1,19,5,4,5,4,4,4
818,102,360,660.51965,25.0,0,44.13333333,0,2,2308,4,4,1,19,5,5,5,3,4,3
814,102,360,835.8874,25.75,1,45.55,0,1,3048,5,1,1,19,5,3,5,3,4,4
