id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1198,130,360,584.3956,25.61666667,1,45.86666667,0,2,2982,4,3,1,29,5,5,5,5,5,5
1189,130,360,844.32574,24.98333333,0,44.13333333,0,1,2426,4,3,1,29,5,4,5,4,4,4
1186,130,360,466.6406,30.53333333,1,45.7,0,1,5365,2,3,1,29,5,4,5,4,4,4
1183,130,360,553.1494,25.01666667,0,44.15,0,2,1199,4,3,1,29,5,4,5,4,4,4
1208,130,240,115.62714,23.95,0,22.1,0,1,2699,2,3,1,29,5,4,5,4,4,4
1181,130,360,738.34863,24.81666667,0,44.13333333,0,2,2426,4,3,1,29,5,4,5,4,5,4
1209,130,360,373.84998,25.05,0,44.46666667,0,1,2914,2,3,1,29,5,3,5,5,4,5
1194,130,360,832.8812,25.68333333,1,45.55,0,1,3075,4,3,1,29,5,5,5,5,5,5
1199,130,360,844.46234,25.06666667,0,44.46666667,0,1,2337,4,3,1,29,5,5,5,5,5,5
1185,130,360,1214.2064,30.68333333,1,45.33333333,0,1,2926,4,3,1,29,5,4,5,4,4,4
1176,130,360,572.79156,25.1,0,44.46666667,0,1,2980,4,3,1,29,5,5,5,5,5,5
1213,130,360,1050.8096,30.3,1,45.68333333,0,1,5531,4,3,1,29,5,3,5,5,5,5
1193,130,360,534.16406,24.71666667,0,43.8,0,1,2367,4,3,1,29,5,5,5,5,5,5
1201,130,360,660.6558,30.03333333,0,44.2,0,1,3062,2,3,1,29,5,4,5,5,4,5
1202,130,360,413.83005,30.06666667,0,44.3,0,1,2957,4,3,1,29,5,3,5,4,4,4
1203,130,360,657.6275,25.3,1,45.2,0,1,3869,4,3,1,29,5,4,5,4,4,4
1195,130,360,998.48676,30.7,1,45.35,0,2,2369,2,3,1,29,5,5,5,5,5,5
1191,130,360,629.6592,25.08333333,0,44.46666667,0,1,2538,4,3,1,29,5,5,5,5,5,5
1180,130,360,393.35184,30.11666667,0,44.3,0,1,2416,2,3,1,29,5,4,5,4,4,4
1187,130,360,439.0755,24.65,0,43.78333333,0,1,3333,2,3,1,29,5,4,5,4,4,4
1206,130,360,224.85866,30.08333333,0,44.26666667,0,1,2731,4,3,1,29,5,5,5,5,5,5
1182,130,360,473.23514,25.1,0,44.46666667,0,1,2122,2,3,1,29,5,4,5,4,4,4
1190,130,360,390.98108,30.1,0,44.26666667,0,1,3062,2,3,1,29,5,5,5,5,5,5
1196,130,360,512.10913,30.51666667,1,45.7,0,1,2995,4,3,1,29,5,5,5,5,5,5
1204,130,360,301.50903,25.58333333,0,45.2,0,1,4914,4,3,1,29,5,4,5,4,4,4
1210,130,240,55.10146,24.76666667,0,21.83333333,0,1,3265,2,3,1,29,5,3,5,5,5,5
1177,130,360,654.0656,29.75,0,43.96666667,0,1,2289,4,3,1,29,5,5,5,5,5,5
1188,130,360,912.4891,25.3,1,45.2,0,2,2165,2,3,1,29,5,4,5,4,4,4
1184,130,360,606.43463,25.41666667,1,45.16666667,0,1,2885,4,3,1,29,5,4,5,4,4,4
1205,130,360,400.995,30.05,0,44.2,0,1,1747,4,3,1,29,5,5,5,4,4,5
1211,130,360,525.15027,24.95,0,44.13333333,0,1,2161,2,3,1,29,5,4,5,4,4,4
1179,130,360,558.43866,29.66666667,0,43.96666667,0,1,2793,4,3,1,29,5,5,5,5,5,5
1212,130,360,305.69397,29.7,0,43.96666667,0,1,2578,2,3,1,29,5,3,5,4,4,4
1192,130,360,479.35867,25.06666667,0,44.46666667,0,1,2361,4,3,1,29,5,5,5,5,5,5
1178,130,360,364.09958,25.0,0,44.13333333,0,1,2156,4,3,1,29,5,5,5,5,5,5
1207,130,360,336.47662,24.06666667,0,44.23333333,0,2,1462,2,3,1,29,5,3,5,5,5,5
1197,130,360,440.73737,24.95,0,44.13333333,0,1,3491,4,3,1,29,5,5,5,5,5,5
1200,130,360,73.52365,8.666666667,1,22.51666667,1,1,27012,2,2,1,29,5,3,3,2,3,2
