id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
1511,142,360,63.67284,12.26666667,1,22.65,0,1,2445,5,4,1,36,5,5,5,1,5,1
1512,142,360,28.14825,14.06666667,5,10.58333333,2,4,63904,5,4,1,36,4,1,5,1,1,1
1487,142,360,552.03455,24.88333333,0,44.13333333,0,1,4162,4,4,1,36,5,4,5,5,5,5
1508,142,360,564.04553,25.06666667,0,43.78333333,0,1,1567,5,4,1,36,5,5,5,4,3,4
1507,142,360,294.02097,25.3,0,22.16666667,0,1,2008,5,4,1,36,4,5,5,3,3,4
1494,142,360,2080.5918,25.36666667,0,44.13333333,0,2,1957,5,4,1,36,5,4,5,4,4,4
1485,142,360,25.61948,11.91666667,0,21.8,0,1,3764,4,4,1,36,5,4,5,4,5,4
1509,142,360,182.50354,24.9,0,21.81666667,0,1,1927,5,4,1,36,4,5,5,3,3,4
1521,143,360,150.33151,29.8,0,21.81666667,0,1,2641,5,4,1,47,3,5,5,5,5,5
1519,143,360,48.519276,9.983333333,0,22.05,0,1,3803,4,4,1,47,3,4,5,3,5,3
1513,143,360,281.77307,29.96666667,1,22.55,0,1,2379,5,4,1,47,5,5,5,3,5,3
1517,143,360,55.36135,12.08333333,0,21.81666667,0,1,2458,5,4,1,47,5,5,5,4,4,4
1516,143,360,183.59686,24.9,0,21.81666667,0,1,1915,5,4,1,47,5,5,5,4,4,4
1514,143,360,1916.9241,25.33333333,0,44.13333333,0,1,1895,5,4,1,47,5,5,5,5,5,5
1515,143,360,73.794685,8.833333333,0,22.7,0,1,2459,5,4,1,47,5,5,5,3,5,3
1518,143,360,899.3537,30.41666667,0,44.2,0,1,1521,5,4,1,47,5,5,5,5,5,5
1520,143,360,1381.5132,30.08333333,0,43.96666667,0,1,1970,5,4,1,47,3,5,5,5,5,5
1533,144,240,49.725773,12.08333333,0,21.81666667,0,2,1557,5,4,1,41,5,5,5,4,4,4
1527,144,360,221.69891,24.3,0,22.16666667,0,1,1531,5,4,1,41,5,5,5,5,5,5
1532,144,360,704.7112,24.16666667,0,43.85,0,1,1642,5,4,1,41,5,5,5,5,5,5
1528,144,240,491.91452,24.1,0,43.85,0,1,1112,5,4,1,41,5,5,5,5,5,5
1525,144,360,165.88449,30.25,2,22.15,0,1,1479,5,4,1,41,5,5,5,3,3,4
1530,144,360,23.3744,2.7,1,4.566666667,1,2,45275,5,4,1,41,5,1,5,1,1,1
1526,144,360,69.12014,10.11666667,0,21.81666667,0,1,7515,5,4,1,41,5,5,5,1,4,1
1522,144,360,657.74664,25.35,1,45.51666667,0,1,7545,5,4,1,41,5,5,5,5,5,5
1524,144,360,109.36881,12.08333333,0,21.81666667,0,1,1623,5,4,1,41,5,5,5,1,5,1
1534,144,360,66.599304,29.78333333,0,21.8,0,1,3049,5,4,1,41,5,5,5,4,3,4
1529,144,360,3784.9407,25.4,1,45.2,0,1,5881,5,4,1,41,5,5,5,5,5,5
1531,144,360,293.77463,24.9,1,21.81666667,0,1,1505,5,4,1,41,5,5,5,3,4,3
1523,144,360,235.5731,25.08333333,1,22.43333333,0,1,2450,5,4,1,41,5,5,5,4,4,4
1541,145,360,1719.4792,30.05,0,44.16666667,0,2,1438,5,4,1,25,4,5,3,4,3,4
1536,145,360,621.12897,25.05,0,43.78333333,0,1,1550,5,4,1,25,5,5,5,4,4,4
1538,145,360,703.95526,25.4,0,44.45,0,1,1626,5,4,1,25,4,5,5,4,5,4
1542,145,360,528.4912,24.1,0,44.23333333,0,1,2409,5,4,1,25,4,5,2,5,4,5
