id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
331,34,360,391.76868,30.33333333,0,44.23333333,0,1,1371,2,2,1,26,5,2,4,3,2,3
334,34,360,833.41504,25.7,1,45.55,0,2,2583,4,4,1,26,5,3,5,4,5,4
332,34,360,597.0035,25.15,0,44.13333333,0,2,990,3,1,1,26,5,4,3,3,4,4
341,34,360,299.74304,30.01666667,0,44.2,0,1,2257,4,4,1,26,5,3,5,5,3,5
340,34,360,831.3452,25.65,1,45.55,0,1,7845,4,4,1,26,5,3,5,2,2,2
339,34,360,300.19724,30.25,0,44.1,0,1,1351,2,2,1,26,5,4,5,4,5,4
333,34,360,923.6085,0.233333333,1,44.3,8,3,30076,3,1,1,26,5,1,1,1,3,1
337,34,360,551.1032,24.71666667,0,43.78333333,0,1,1647,5,4,1,26,5,4,5,5,5,5
338,34,360,733.9588,24.66666667,0,43.78333333,0,1,1631,4,4,1,26,5,1,2,3,3,3
336,34,360,398.1922,29.55,0,44.5,0,4,26892,4,4,1,26,5,1,4,4,4,1
335,34,360,816.6419,25.0,0,44.15,0,1,3531,4,4,1,26,5,3,5,4,4,4
342,34,360,391.69186,30.1,0,44.23333333,0,1,1662,5,4,1,26,5,4,5,4,5,4
