id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
933,118,360,326.19992,29.71666667,1,43.96666667,0,1,2800,2,3,1,35,5,4,4,4,3,4
931,118,360,659.17914,25.61666667,1,45.86666667,0,1,3295,2,3,1,35,5,4,5,4,4,4
936,118,360,382.78873,29.8,0,43.96666667,0,1,2249,2,3,1,35,5,4,4,4,4,4
927,118,360,611.1785,25.43333333,1,44.85,0,1,2604,4,3,1,35,5,4,5,4,4,4
934,118,360,661.5214,30.1,0,44.26666667,0,1,2615,2,3,1,35,5,4,5,4,4,4
938,118,360,565.4359,30.63333333,1,44.8,0,1,4813,4,3,1,35,5,4,5,4,4,4
930,118,360,547.9913,24.96666667,0,44.13333333,0,1,2094,4,3,1,35,5,4,5,4,4,4
937,118,360,658.2222,25.26666667,1,45.2,0,1,4136,4,3,1,35,5,4,5,4,4,4
922,118,360,474.7499,24.8,0,44.13333333,0,2,3123,2,3,1,35,5,4,5,4,4,4
939,118,360,380.79053,25.46666667,1,45.2,0,1,3864,2,3,1,35,5,4,5,4,4,4
928,118,360,787.6749,30.61666667,1,45.03333333,0,1,3637,2,3,1,35,5,4,5,4,4,4
924,118,360,662.08203,25.1,0,44.46666667,0,1,2289,2,3,1,35,5,4,5,4,4,4
932,118,360,843.3991,25.06666667,0,44.46666667,0,1,2362,2,3,1,35,5,4,5,4,4,4
929,118,360,483.34116,30.4,1,45.36666667,0,1,3025,4,3,1,35,5,4,5,4,4,4
926,118,360,606.4425,24.7,0,43.8,0,1,2247,2,3,1,35,5,4,5,4,4,4
923,118,360,326.66656,29.7,0,43.7,0,2,2367,2,3,1,35,5,4,5,4,4,4
925,118,360,409.50952,25.08333333,0,44.46666667,0,1,2147,2,3,1,35,5,4,4,4,4,4
935,118,360,412.84723,29.7,0,43.96666667,0,1,2401,4,3,1,35,5,4,5,4,4,5
