id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
596,73,360,271.88834,25.5,26,44.85,0,5,37613,4,2,1,18,5,1,2,3,4,1
600,73,360,230.59093,29.96666667,1,44.11666667,0,5,18356,2,2,1,18,5,2,4,3,3,2
607,73,360,661.66077,25.16666667,0,44.13333333,0,1,1884,2,2,1,18,5,3,2,3,3,3
597,73,360,949.3431,25.6,1,44.86666667,0,1,3889,5,4,1,18,5,4,5,5,5,5
603,73,360,432.26077,24.93333333,4,43.78333333,0,2,3791,2,2,1,18,5,5,5,4,4,4
605,73,360,515.52527,29.85,0,43.63333333,0,1,1960,2,4,1,18,5,3,5,4,3,4
598,73,360,755.37897,25.28333333,0,44.45,0,1,950,3,4,1,18,5,4,3,3,3,3
601,73,360,996.3624,0.283333333,0,44.73333333,1,2,30459,3,4,1,18,5,1,1,1,1,1
595,73,360,898.1453,0.233333333,1,44.65,6,2,24405,2,4,1,18,5,2,3,1,2,1
599,73,360,735.641,23.81666667,0,43.85,0,1,2279,5,4,1,18,5,4,4,5,4,4
