id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
555,65,360,546.67255,30.78333333,1,45.41666667,0,1,5298,2,2,1,26,5,4,5,4,4,4
556,65,360,332.5569,31.08333333,1,44.11666667,1,1,13588,2,2,1,26,5,5,5,3,4,2
554,65,360,818.5027,0.283333333,1,44.5,9,3,32742,3,4,1,26,5,2,2,1,1,1
557,65,240,115.59558,24.11666667,0,22.1,0,2,2565,2,2,1,26,5,4,4,3,3,3
550,65,360,1227.6448,31.05,1,45.05,0,2,4870,2,2,1,26,5,4,4,4,4,4
552,65,360,560.91846,25.25,0,44.13333333,2,1,3567,3,4,1,26,5,5,4,4,2,4
562,66,360,727.019,25.03333333,0,43.78333333,0,1,2881,4,2,0,23,5,5,5,4,4,4
564,66,360,365.7623,25.46666667,1,45.2,0,1,6152,5,4,0,23,5,4,4,4,4,4
559,66,360,408.01852,25.16666667,0,44.46666667,0,1,1763,5,4,0,23,5,4,5,4,4,4
563,66,360,1107.338,30.91666667,1,45.38333333,0,1,4367,5,4,0,23,5,3,4,4,4,4
558,66,360,945.25073,25.96666667,1,44.55,1,1,4083,2,2,0,23,5,5,5,5,5,5
560,66,360,210.35603,30.91666667,1,45.13333333,1,4,58957,4,2,0,23,5,1,3,3,3,2
561,66,360,462.79425,25.28333333,0,44.15,0,2,1082,4,2,0,23,5,3,3,4,4,4
566,67,360,186.38094,30.1,1,44.23333333,0,1,1757,5,4,1,26,5,4,5,4,4,4
569,67,360,294.62167,30.31666667,0,44.3,0,2,4115,2,2,1,26,5,5,5,4,4,5
570,67,360,218.08926,29.95,0,43.96666667,0,1,1222,2,2,1,26,5,5,5,5,5,5
568,67,240,176.35396,25.06666667,0,21.96666667,0,1,3810,2,2,1,26,5,5,5,5,5,5
565,67,360,703.8242,25.66666667,1,44.9,1,2,16561,2,2,1,26,5,4,5,5,4,5
567,67,240,115.06865,24.03333333,0,22.11666667,0,1,1616,5,4,1,26,5,4,5,4,4,4
573,68,360,372.80423,25.25,0,44.13333333,0,2,2492,2,2,1,25,5,4,5,4,4,4
574,68,360,657.458,25.25,1,45.2,0,1,3235,5,4,1,25,5,4,4,4,4,3
572,68,360,622.5279,25.13333333,0,44.46666667,0,1,1517,5,4,1,25,5,4,3,4,4,3
571,68,240,115.452995,24.0,0,21.93333333,0,1,1526,2,2,1,25,5,4,4,3,3,3
575,68,360,411.8482,29.96666667,0,43.96666667,0,2,2007,2,2,1,25,5,4,5,4,4,4
576,68,360,648.00256,25.5,1,45.2,0,1,4076,5,4,1,25,5,2,5,4,3,4
578,69,360,471.37125,25.3,0,44.46666667,0,1,1404,2,4,1,21,5,4,5,4,4,4
580,69,360,414.7069,29.98333333,1,43.96666667,0,1,2430,3,4,1,21,5,3,5,3,3,4
577,69,360,707.79,25.31666667,0,44.48333333,0,1,1288,2,2,1,21,5,4,5,4,4,4
581,70,360,424.19373,30.35,1,45.36666667,0,2,3350,5,4,1,18,5,4,4,4,4,4
584,70,360,758.98285,24.85,3,44.3,0,3,10022,2,2,1,18,5,3,5,3,4,3
579,70,360,574.3238,24.76666667,0,43.78333333,0,1,1877,5,4,1,18,5,5,3,3,3,3
582,70,360,400.15436,30.0,0,43.76666667,0,2,2453,3,4,1,18,5,4,5,5,4,5
583,70,360,570.0711,24.76666667,1,43.78333333,0,1,1543,5,4,1,18,5,4,4,5,5,5
590,71,360,528.39294,24.95,0,43.8,0,2,683,4,2,1,20,5,3,5,3,4,3
585,71,360,391.6046,30.11666667,1,43.95,0,1,7572,3,4,1,20,5,3,5,5,4,4
586,71,360,607.90063,25.35,1,44.23333333,1,2,2537,5,4,1,20,5,4,5,5,4,4
589,71,360,792.83905,25.05,0,44.45,0,1,1862,5,4,1,20,5,4,4,2,4,3
587,71,360,472.94736,25.01666667,0,43.78333333,0,1,1627,2,2,1,20,5,5,5,4,4,4
588,71,360,396.07407,25.35,0,44.46666667,0,1,1367,3,4,1,20,5,3,5,4,2,3
594,72,360,764.8816,25.65,3,45.88333333,0,1,3384,5,4,1,20,5,4,5,5,5,5
592,72,360,544.16797,24.68333333,0,43.78333333,0,1,1814,5,4,1,20,5,4,5,5,5,5
593,72,360,835.72064,25.55,1,45.2,0,2,2384,2,1,1,20,5,4,5,4,4,3
591,72,360,603.7619,24.93333333,0,43.8,0,1,1086,2,4,1,20,5,3,4,5,5,5
596,73,360,271.88834,25.5,26,44.85,0,5,37613,4,2,1,18,5,1,2,3,4,1
600,73,360,230.59093,29.96666667,1,44.11666667,0,5,18356,2,2,1,18,5,2,4,3,3,2
607,73,360,661.66077,25.16666667,0,44.13333333,0,1,1884,2,2,1,18,5,3,2,3,3,3
597,73,360,949.3431,25.6,1,44.86666667,0,1,3889,5,4,1,18,5,4,5,5,5,5
603,73,360,432.26077,24.93333333,4,43.78333333,0,2,3791,2,2,1,18,5,5,5,4,4,4
605,73,360,515.52527,29.85,0,43.63333333,0,1,1960,2,4,1,18,5,3,5,4,3,4
598,73,360,755.37897,25.28333333,0,44.45,0,1,950,3,4,1,18,5,4,3,3,3,3
601,73,360,996.3624,0.283333333,0,44.73333333,1,2,30459,3,4,1,18,5,1,1,1,1,1
595,73,360,898.1453,0.233333333,1,44.65,6,2,24405,2,4,1,18,5,2,3,1,2,1
599,73,360,735.641,23.81666667,0,43.85,0,1,2279,5,4,1,18,5,4,4,5,4,4
606,74,360,408.87302,25.31666667,0,44.46666667,0,2,1908,2,2,1,19,5,4,3,3,3,4
604,74,360,560.10156,30.08333333,2,45.03333333,0,1,2535,5,4,1,19,5,5,5,4,4,5
602,74,360,543.3906,24.73333333,0,43.78333333,0,1,2499,5,4,1,19,5,4,4,5,4,5
608,74,360,210.76392,31.21666667,1,45.03333333,0,2,18859,4,2,1,19,5,1,3,2,3,3
629,75,16,1107.9253,31.15,1,45.71666667,0,1,3370,5,4,1,17,5,3,5,4,4,3
618,75,360,708.39655,25.36666667,0,44.48333333,0,2,1036,4,2,1,17,5,4,5,5,4,5
