id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
238,21,360,1108.0217,30.11666667,1,44.05,1,2,3395,4,4,0,27,5,5,5,5,5,5
233,21,360,467.90424,0.3,1,44.4,12,1,17547,2,1,0,27,5,1,2,2,2,2
240,21,360,326.87155,29.91666667,0,43.96666667,0,1,1682,2,1,0,27,5,1,5,5,5,5
248,22,360,716.3734,25.28333333,0,44.45,4,1,2237,2,1,0,26,5,4,5,5,4,5
243,22,360,372.45505,25.35,0,44.46666667,0,2,1719,4,4,0,26,5,5,5,5,5,5
244,22,360,736.00085,24.06666667,0,43.85,0,2,869,4,4,0,26,5,5,5,4,5,5
245,22,240,118.56364,24.01666667,0,21.95,0,1,1334,4,4,0,26,5,5,4,3,3,4
250,22,360,578.3358,30.25,1,44.13333333,4,1,1864,2,1,0,26,5,3,5,5,5,5
246,22,360,994.4514,0.266666667,0,45.03333333,9,2,23148,2,1,0,26,5,1,1,1,2,1
249,23,360,391.94858,30.31666667,0,44.2,0,1,8226,4,4,1,27,5,3,4,4,4,4
247,23,360,467.22714,0.233333333,1,44.31666667,1,1,16523,2,1,1,27,5,1,1,1,3,1
252,23,360,834.5265,25.85,1,44.93333333,0,2,2874,4,4,1,27,5,3,5,4,4,4
251,23,360,396.32956,25.35,0,44.46666667,0,1,1404,4,4,1,27,5,3,5,3,4,4
262,24,360,43.97657,2.45,0,26.2,7,4,87179,1,1,1,23,5,2,1,1,1,1
253,24,360,834.82874,0.283333333,1,45.2,6,2,24184,2,1,1,23,5,2,1,1,3,1
258,24,360,6.968985,0.25,0,2.566666667,4,1,22226,2,1,1,23,5,1,1,1,1,1
256,24,360,543.3146,0.233333333,1,44.36666667,3,2,15845,2,1,1,23,5,2,1,1,2,1
261,24,360,576.7463,30.28333333,3,44.18333333,0,1,1636,2,1,1,23,5,2,5,4,4,3
255,24,360,1108.2208,0.233333333,1,44.58333333,4,2,29773,3,1,1,23,5,2,1,1,3,1
257,24,360,491.44678,25.26666667,0,44.15,0,1,2143,3,1,1,23,5,3,5,4,4,4
254,24,360,756.11786,25.3,1,44.46666667,0,1,1247,2,1,1,23,5,3,3,3,4,3
259,24,360,723.3427,25.25,0,44.13333333,0,1,2571,3,1,1,23,5,3,5,3,4,3
260,24,360,408.75183,29.98333333,0,43.96666667,0,1,2217,2,1,1,23,5,2,5,4,4,3
265,25,360,793.55505,25.08333333,0,44.46666667,0,1,2052,5,4,1,28,5,3,4,2,3,2
267,25,360,526.8124,25.05,0,44.45,0,1,1667,5,4,0,28,5,4,5,3,4,3
266,25,360,483.2421,30.56666667,3,45.7,0,1,3693,5,4,0,28,5,3,5,3,3,3
268,25,360,327.87695,29.71666667,2,43.96666667,0,1,3009,5,4,0,28,5,3,4,2,2,2
264,25,360,737.19006,24.78333333,0,43.8,0,1,1482,5,4,0,28,5,3,5,4,4,4
269,25,360,397.60385,29.68333333,2,43.96666667,0,1,3907,5,4,0,28,5,4,4,4,2,4
263,25,360,563.60706,24.68333333,0,43.78333333,0,1,1495,5,4,1,28,5,3,5,4,2,4
273,26,360,565.1745,25.05,0,44.48333333,0,2,887,4,4,1,33,5,3,5,5,4,4
274,26,360,664.76654,24.95,0,44.13333333,0,1,2226,4,4,1,33,5,2,5,3,4,3
270,26,360,307.34555,29.66666667,2,43.96666667,0,1,1681,5,4,1,33,5,2,4,2,3,2
272,26,360,568.4265,29.78333333,0,43.96666667,0,1,2051,5,4,1,33,5,5,5,5,4,5
275,26,360,333.71844,31.1,1,45.48333333,0,1,5482,4,4,1,33,5,2,5,3,4,3
276,26,360,448.08575,25.13333333,1,45.18333333,0,4,4892,4,4,1,33,5,2,4,4,4,2
271,26,360,551.8479,24.8,0,43.78333333,0,1,1780,5,4,1,33,5,4,5,5,4,5
277,27,360,444.18338,25.01666667,0,44.45,0,1,2960,4,4,1,27,5,2,5,3,3,3
280,27,360,726.0466,25.11666667,0,44.46666667,0,1,2249,5,4,1,27,5,2,4,4,3,4
283,27,360,412.29724,29.7,0,43.96666667,0,1,1923,5,4,1,27,5,3,5,5,1,4
282,27,360,578.2599,30.06666667,0,44.2,0,1,1614,5,4,1,27,5,3,5,5,5,5
279,27,360,819.0256,25.38333333,1,45.2,0,1,5050,5,4,1,27,5,3,5,4,3,4
284,27,360,308.59616,29.68333333,1,43.96666667,0,1,1742,5,4,1,27,5,4,5,5,4,5
286,27,360,310.7751,24.41666667,25,43.86666667,0,7,43530,2,2,1,27,5,3,1,3,4,2
278,27,360,469.802,25.1,0,44.46666667,0,1,2805,4,4,1,27,5,2,5,4,4,4
281,27,360,326.31555,29.71666667,0,43.96666667,0,1,2860,5,4,1,27,5,2,5,4,5,4
285,27,360,660.27124,25.11666667,0,44.13333333,0,1,1961,2,2,1,27,5,2,5,5,4,2
291,28,360,661.8048,25.3,0,44.45,0,1,1670,2,2,0,28,5,3,3,3,3,3
290,28,360,605.0367,25.65,0,43.9,1,2,3155,2,2,0,28,5,3,5,2,2,3
293,28,360,543.3766,30.43333333,1,45.03333333,0,2,7892,2,2,0,28,5,4,5,1,4,2
294,28,360,550.25977,25.01666667,0,43.78333333,0,1,2419,4,2,0,28,5,2,5,5,5,5
289,28,360,528.7869,24.95,0,43.8,0,2,1179,2,2,0,28,5,5,5,4,4,5
287,28,360,510.35846,24.8,31,44.08333333,1,10,44900,4,2,0,28,5,3,4,2,3,1
292,28,360,791.97736,30.93333333,1,44.58333333,1,2,5267,4,2,0,28,5,2,4,4,1,3
288,28,360,391.83496,30.28333333,1,44.16666667,0,1,1413,2,2,0,28,5,4,5,4,4,4
297,29,240,70.644226,24.75,1,21.83333333,0,1,2081,5,4,1,25,5,5,4,4,4,4
296,29,360,381.81744,29.91666667,0,43.96666667,0,1,1944,4,4,1,25,5,5,5,4,4,4
295,29,360,666.0627,25.35,0,44.46666667,0,1,3000,5,4,1,25,5,5,4,2,2,3
298,29,360,512.123,24.66666667,0,44.06666667,0,4,9571,3,1,1,25,5,2,4,3,4,2
300,30,360,735.05865,23.9,0,44.18333333,0,1,1962,5,1,1,29,5,3,5,4,4,4
302,30,360,1225.9191,31.05,3,45.7,0,1,3099,5,1,1,29,5,3,5,4,4,4
299,30,360,477.83044,24.75,0,43.78333333,0,1,1967,5,1,1,29,5,3,5,4,4,4
301,30,360,674.5502,24.71666667,0,43.78333333,0,1,1923,5,1,1,29,5,4,5,4,5,4
312,31,360,300.21072,24.1,0,44.26666667,0,1,1745,4,1,1,25,5,3,5,4,4,4
