id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
214,19,360,186.61743,30.06666667,1,44.23333333,0,1,2117,5,4,1,27,5,4,5,4,5,4
216,19,360,391.41974,29.81666667,3,43.5,0,1,1986,2,1,1,27,5,2,5,5,3,4
221,19,240,70.90032,24.78333333,0,21.85,0,1,2011,5,4,1,27,5,3,3,3,3,3
227,19,360,415.93106,30.13333333,1,44.28333333,0,1,2123,2,1,1,27,5,3,5,4,3,4
230,19,360,834.90454,25.88333333,1,44.48333333,0,2,2947,4,4,1,27,5,5,5,4,5,4
234,19,360,412.74695,29.9,0,43.93333333,0,1,1466,4,4,1,27,5,5,5,5,4,5
226,19,360,487.04578,24.76666667,0,43.8,0,1,1848,5,4,1,27,5,4,4,4,4,4
218,19,360,186.14476,30.31666667,1,44.21666667,0,1,2061,2,1,1,27,5,3,5,5,5,5
229,19,360,391.50916,30.1,1,44.23333333,0,1,2286,5,4,1,27,5,5,5,5,5,5
231,19,360,390.85236,30.26666667,1,44.16666667,4,1,1858,2,1,1,27,5,1,5,5,5,5
224,19,360,653.60443,24.73333333,0,43.78333333,0,2,1389,5,4,1,27,5,3,4,3,4,3
223,19,360,565.1375,25.16666667,1,44.13333333,0,1,1805,3,1,1,27,5,3,5,4,3,4
232,19,360,510.33603,30.86666667,1,45.7,0,1,2960,4,4,1,27,5,5,5,4,4,5
213,19,360,412.87057,29.86666667,0,43.63333333,0,1,1775,4,4,1,27,5,3,5,5,5,5
